unit_seq,order_id,unit_id,variant,route_id
1,154,U3833,FUSE0,p:1.1.2.1.2.2
2,154,U3834,FUSE0,p:2.1.3.1.2.2
3,154,U3835,FUSE0,p:1.1.4.1.2.2
4,154,U3836,FUSE0,p:2.1.5.1.2.2
5,154,U3837,FUSE0,p:1.1.1.1.2.2
6,154,U3838,FUSE0,p:2.1.2.2.2.2
7,154,U3839,FUSE0,p:1.2.3.1.2.2
8,154,U3840,FUSE1,p:2.1.4.1.2.2
9,154,U3841,FUSE1,p:1.1.5.1.2.2
10,154,U3842,FUSE1,p:2.1.2.1.2.2
11,154,U3843,FUSE1,p:1.1.1.1.2.2
12,154,U3844,FUSE1,p:2.1.3.1.2.2
13,154,U3845,FUSE1,p:1.1.4.1.2.2
14,154,U3846,FUSE1,p:2.1.5.1.2.2
15,154,U3847,FUSE2,p:1.1.2.1.2.2
16,154,U3848,FUSE2,p:2.1.1.1.2.2
17,154,U3849,FUSE2,p:1.1.3.1.2.2
18,154,U3850,FUSE2,p:2.1.4.1.2.2
19,154,U3851,FUSE2,p:1.1.5.1.2.2
20,154,U3852,FUSE2,p:2.1.1.1.2.2
21,154,U3853,FUSE2,p:1.1.3.1.2.2
22,154,U3854,FUSE2,p:2.1.2.1.2.2
23,163,U4062,FUSE0,p:1.1.4.1.2.2
24,163,U4063,FUSE0,p:2.1.5.1.2.2
25,163,U4064,FUSE0,p:1.1.1.1.2.2
26,163,U4065,FUSE0,p:2.1.4.1.2.2
27,163,U4066,FUSE0,p:1.1.5.1.2.2
28,163,U4067,FUSE0,p:2.1.2.1.2.2
29,163,U4068,FUSE0,p:1.2.3.1.2.2
30,163,U4069,FUSE0,p:2.1.1.1.2.2
31,163,U4070,FUSE0,p:1.2.4.1.2.2
32,163,U4071,FUSE1,p:2.1.5.1.2.2
33,163,U4072,FUSE1,p:1.1.2.1.2.2
34,163,U4073,FUSE1,p:2.1.1.1.2.2
35,163,U4074,FUSE1,p:1.1.3.1.2.2
36,163,U4075,FUSE1,p:2.1.5.1.2.2
37,163,U4076,FUSE1,p:1.1.4.1.2.2
38,163,U4077,FUSE1,p:2.1.2.1.2.2
39,163,U4078,FUSE1,p:1.1.1.1.2.2
40,163,U4079,FUSE1,p:2.1.3.1.2.2
41,163,U4080,FUSE2,p:1.1.4.1.2.2
42,163,U4081,FUSE2,p:2.1.5.1.2.2
43,163,U4082,FUSE2,p:1.1.2.1.2.2
44,163,U4083,FUSE2,p:2.1.1.1.2.2
45,163,U4084,FUSE2,p:1.1.3.1.2.2
46,163,U4085,FUSE2,p:2.1.5.1.2.2
47,163,U4086,FUSE2,p:1.1.4.1.2.2
48,163,U4087,FUSE2,p:2.1.2.1.2.2
49,203,U5063,FUSE0,p:1.1.1.1.2.2
50,203,U5064,FUSE0,p:2.1.3.1.2.2
51,203,U5065,FUSE0,p:1.1.4.1.2.2
52,203,U5066,FUSE0,p:2.1.5.1.2.2
53,203,U5067,FUSE0,p:1.2.1.2.2.2
54,203,U5068,FUSE0,p:2.1.2.1.2.2
55,203,U5069,FUSE0,p:1.1.3.2.1.2
56,203,U5070,FUSE1,p:2.1.5.1.2.2
57,203,U5071,FUSE1,p:1.1.4.1.2.2
58,203,U5072,FUSE1,p:2.1.1.2.2.2
59,203,U5073,FUSE1,p:1.1.2.1.2.2
60,203,U5074,FUSE1,p:2.1.4.1.2.2
61,203,U5075,FUSE1,p:1.1.5.1.2.2
62,203,U5076,FUSE1,p:2.1.1.2.2.2
63,203,U5077,FUSE2,p:1.1.3.1.2.2
64,203,U5078,FUSE2,p:2.1.2.1.2.2
65,203,U5079,FUSE2,p:1.1.4.1.2.2
66,203,U5080,FUSE2,p:2.1.3.1.2.2
67,203,U5081,FUSE2,p:1.1.5.1.2.2
68,203,U5082,FUSE2,p:2.1.1.2.2.2
69,203,U5083,FUSE2,p:1.1.2.1.2.2
70,203,U5084,FUSE2,p:2.1.5.1.2.2
71,290,U7245,FUSE0,p:1.1.4.1.2.2
72,290,U7246,FUSE0,p:2.1.1.2.2.2
73,290,U7247,FUSE0,p:1.1.3.1.2.2
74,290,U7248,FUSE0,p:2.1.2.2.2.2
75,290,U7249,FUSE0,p:1.1.4.1.2.2
76,290,U7250,FUSE0,p:2.1.3.1.2.2
77,290,U7251,FUSE0,p:1.1.1.1.2.2
78,290,U7252,FUSE0,p:2.1.5.1.2.2
79,290,U7253,FUSE1,p:1.1.2.1.2.2
80,290,U7254,FUSE1,p:2.1.4.1.2.2
81,290,U7255,FUSE1,p:1.1.3.1.2.2
82,290,U7256,FUSE1,p:2.1.5.1.2.2
83,290,U7257,FUSE1,p:1.1.1.1.2.2
84,290,U7258,FUSE1,p:2.1.2.1.2.2
85,290,U7259,FUSE1,p:1.1.4.1.2.2
86,290,U7260,FUSE1,p:2.1.3.1.2.2
87,290,U7261,FUSE2,p:1.1.1.1.2.2
88,290,U7262,FUSE2,p:2.1.5.1.2.2
89,290,U7263,FUSE2,p:1.1.2.1.2.2
90,290,U7264,FUSE2,p:2.1.4.1.2.2
91,290,U7265,FUSE2,p:1.1.3.1.2.2
92,290,U7266,FUSE2,p:2.1.1.1.2.2
93,290,U7267,FUSE2,p:1.1.5.1.2.2
94,290,U7268,FUSE2,p:2.1.2.2.2.2
95,77,U1901,FUSE0,p:1.1.4.1.2.2
96,77,U1902,FUSE0,p:2.1.3.1.2.2
97,77,U1903,FUSE0,p:1.1.1.1.2.2
98,77,U1904,FUSE0,p:2.1.4.1.2.2
99,77,U1905,FUSE0,p:1.1.5.1.2.2
100,77,U1906,FUSE0,p:2.1.3.1.2.2
101,77,U1907,FUSE0,p:1.1.2.2.2.2
102,77,U1908,FUSE0,p:2.1.1.1.2.2
103,77,U1909,FUSE1,p:1.1.5.1.2.2
104,77,U1910,FUSE1,p:2.1.4.1.2.2
105,77,U1911,FUSE1,p:1.1.2.2.2.2
106,77,U1912,FUSE1,p:2.1.3.1.2.2
107,77,U1913,FUSE1,p:1.1.1.1.2.2
108,77,U1914,FUSE1,p:2.1.4.1.2.2
109,77,U1915,FUSE1,p:1.1.5.1.2.2
110,77,U1916,FUSE1,p:2.1.2.2.2.2
111,77,U1917,FUSE1,p:1.1.3.1.2.2
112,77,U1918,FUSE2,p:2.1.1.1.2.2
113,77,U1919,FUSE2,p:1.1.5.1.2.2
114,77,U1920,FUSE2,p:2.1.4.1.2.2
115,77,U1921,FUSE2,p:1.1.2.2.2.2
116,77,U1922,FUSE2,p:2.1.3.1.2.2
117,77,U1923,FUSE2,p:1.2.1.1.2.2
118,77,U1924,FUSE2,p:2.1.4.1.2.2
119,77,U1925,FUSE2,p:1.1.5.1.2.2
120,77,U1926,FUSE2,p:2.1.3.1.2.2
121,47,U1166,FUSE0,p:1.1.2.1.2.2
122,47,U1167,FUSE0,p:2.1.1.1.2.2
123,47,U1168,FUSE0,p:1.1.2.1.2.2
124,47,U1169,FUSE0,p:2.1.5.1.2.2
125,47,U1170,FUSE0,p:1.1.4.1.2.2
126,47,U1171,FUSE0,p:2.1.1.2.2.2
127,47,U1172,FUSE0,p:1.1.3.1.2.2
128,47,U1173,FUSE0,p:2.1.5.1.2.2
129,47,U1174,FUSE1,p:1.1.2.1.2.2
130,47,U1175,FUSE1,p:2.1.1.2.2.2
131,47,U1176,FUSE1,p:1.1.4.1.2.2
132,47,U1177,FUSE1,p:2.1.3.1.2.2
133,47,U1178,FUSE1,p:1.1.5.1.2.2
134,47,U1179,FUSE1,p:2.1.2.1.2.2
135,47,U1180,FUSE1,p:1.1.4.1.2.2
136,47,U1181,FUSE1,p:2.1.1.1.2.2
137,47,U1182,FUSE2,p:1.1.3.1.2.2
138,47,U1183,FUSE2,p:2.1.5.1.2.2
139,47,U1184,FUSE2,p:1.1.2.1.2.2
140,47,U1185,FUSE2,p:2.1.1.1.2.2
141,47,U1186,FUSE2,p:1.1.4.1.2.2
142,47,U1187,FUSE2,p:2.1.3.1.2.2
143,47,U1188,FUSE2,p:1.1.5.1.2.2
144,100,U2490,FUSE0,p:2.1.2.1.2.2
145,100,U2491,FUSE0,p:1.1.4.1.2.2
146,100,U2492,FUSE0,p:2.1.1.1.2.2
147,100,U2493,FUSE0,p:1.1.3.1.2.2
148,100,U2494,FUSE0,p:2.1.5.1.2.2
149,100,U2495,FUSE0,p:1.1.2.1.2.2
150,100,U2496,FUSE0,p:2.1.4.1.2.2
151,100,U2497,FUSE0,p:1.1.1.2.2.2
152,100,U2498,FUSE0,p:2.1.3.1.2.2
153,100,U2499,FUSE0,p:1.1.2.1.2.2
154,100,U2500,FUSE1,p:2.1.5.1.2.2
155,100,U2501,FUSE1,p:1.1.4.1.2.2
156,100,U2502,FUSE1,p:2.1.1.2.2.2
157,100,U2503,FUSE1,p:1.1.3.1.2.2
158,100,U2504,FUSE1,p:2.1.2.1.2.2
159,100,U2505,FUSE1,p:1.1.5.1.2.2
160,100,U2506,FUSE1,p:2.1.1.2.2.2
161,100,U2507,FUSE1,p:1.1.4.1.2.2
162,100,U2508,FUSE1,p:2.1.3.1.2.2
163,100,U2509,FUSE2,p:1.2.2.1.2.2
164,100,U2510,FUSE2,p:2.1.4.1.2.2
165,100,U2511,FUSE2,p:1.1.5.1.2.2
166,100,U2512,FUSE2,p:2.1.1.2.2.2
167,100,U2513,FUSE2,p:1.1.3.1.2.2
168,100,U2514,FUSE2,p:2.1.2.1.2.2
169,100,U2515,FUSE2,p:1.1.5.1.2.2
170,100,U2516,FUSE2,p:2.1.1.1.2.2
171,100,U2517,FUSE2,p:1.1.4.1.2.2
172,18,U432,FUSE0,p:2.1.3.1.2.2
173,18,U433,FUSE0,p:1.2.2.1.2.2
174,18,U434,FUSE0,p:2.1.5.1.2.2
175,18,U435,FUSE0,p:1.1.4.1.2.2
176,18,U436,FUSE0,p:2.1.3.1.2.2
177,18,U437,FUSE0,p:1.1.1.2.2.2
178,18,U438,FUSE0,p:2.1.2.1.2.2
179,18,U439,FUSE0,p:1.1.5.1.2.2
180,18,U440,FUSE0,p:2.1.3.1.2.2
181,18,U441,FUSE1,p:1.1.4.1.2.2
182,18,U442,FUSE1,p:2.1.1.2.2.2
183,18,U443,FUSE1,p:1.1.2.1.2.2
184,18,U444,FUSE1,p:2.1.5.1.2.2
185,18,U445,FUSE1,p:1.1.3.1.2.2
186,18,U446,FUSE1,p:2.1.1.2.2.2
187,18,U447,FUSE1,p:1.1.4.1.2.2
188,18,U448,FUSE1,p:2.1.2.1.2.2
189,18,U449,FUSE1,p:1.1.5.1.2.2
190,18,U450,FUSE2,p:2.1.4.1.2.2
191,18,U451,FUSE2,p:1.1.3.1.2.2
192,18,U452,FUSE2,p:2.1.1.2.2.2
193,18,U453,FUSE2,p:1.1.2.1.2.2
194,18,U454,FUSE2,p:2.1.5.1.2.2
195,18,U455,FUSE2,p:1.1.3.1.2.2
196,18,U456,FUSE2,p:2.1.4.1.2.2
197,18,U457,FUSE2,p:1.1.1.1.2.2
198,18,U458,FUSE2,p:2.1.2.1.2.2
199,18,U459,FUSE2,p:1.1.5.1.2.2
200,269,U6742,FUSE0,p:2.1.3.2.2.2
201,269,U6743,FUSE0,p:1.2.4.1.2.2
202,269,U6744,FUSE0,p:2.1.1.1.2.2
203,269,U6745,FUSE0,p:1.1.2.1.2.2
204,269,U6746,FUSE0,p:2.1.5.1.2.2
205,269,U6747,FUSE0,p:1.1.3.2.2.2
206,269,U6748,FUSE0,p:2.1.4.1.2.2
207,269,U6749,FUSE0,p:1.1.1.2.2.2
208,269,U6750,FUSE1,p:2.1.2.1.2.2
209,269,U6751,FUSE1,p:1.1.5.1.2.2
210,269,U6752,FUSE1,p:2.1.3.2.2.2
211,269,U6753,FUSE1,p:1.1.4.1.2.2
212,269,U6754,FUSE1,p:2.1.1.2.2.2
213,269,U6755,FUSE1,p:1.1.2.1.2.2
214,269,U6756,FUSE1,p:2.1.5.1.2.2
215,269,U6757,FUSE1,p:1.1.3.2.2.2
216,269,U6758,FUSE2,p:2.1.1.2.2.2
217,269,U6759,FUSE2,p:1.1.4.1.2.2
218,269,U6760,FUSE2,p:2.1.2.1.2.2
219,269,U6761,FUSE2,p:1.1.5.1.2.2
220,269,U6762,FUSE2,p:2.1.4.1.2.2
221,269,U6763,FUSE2,p:1.1.3.2.2.2
222,269,U6764,FUSE2,p:2.1.1.1.2.2
223,269,U6765,FUSE2,p:1.1.2.1.2.2
224,330,U8256,FUSE0,p:2.1.5.1.2.2
225,330,U8257,FUSE0,p:1.2.3.2.2.2
226,330,U8258,FUSE0,p:2.1.1.1.2.2
227,330,U8259,FUSE0,p:1.1.4.1.2.2
228,330,U8260,FUSE0,p:2.1.2.1.2.2
229,330,U8261,FUSE0,p:1.1.5.1.2.2
230,330,U8262,FUSE0,p:2.1.3.2.2.2
231,330,U8263,FUSE0,p:1.1.4.1.2.2
232,330,U8264,FUSE0,p:2.1.1.2.2.2
233,330,U8265,FUSE1,p:1.1.2.1.2.2
234,330,U8266,FUSE1,p:2.1.5.1.2.2
235,330,U8267,FUSE1,p:1.2.3.2.2.2
236,330,U8268,FUSE1,p:2.1.4.1.2.2
237,330,U8269,FUSE1,p:1.1.1.2.2.2
238,330,U8270,FUSE1,p:2.1.2.1.2.2
239,330,U8271,FUSE1,p:1.1.5.1.2.2
240,330,U8272,FUSE1,p:2.1.3.2.2.2
241,330,U8273,FUSE1,p:1.1.4.1.2.2
242,330,U8274,FUSE2,p:2.1.1.2.2.2
243,330,U8275,FUSE2,p:1.1.2.1.2.2
244,330,U8276,FUSE2,p:2.1.5.1.2.2
245,330,U8277,FUSE2,p:1.1.3.2.2.2
246,330,U8278,FUSE2,p:2.1.1.2.2.2
247,330,U8279,FUSE2,p:1.1.4.1.2.2
248,330,U8280,FUSE2,p:2.1.2.1.2.2
249,330,U8281,FUSE2,p:1.1.5.1.2.2
250,330,U8282,FUSE2,p:2.1.3.2.2.2
251,330,U8283,FUSE2,p:1.2.4.1.2.2
252,170,U4237,FUSE0,p:2.1.1.2.2.2
253,170,U4238,FUSE0,p:1.1.2.1.2.2
254,170,U4239,FUSE0,p:2.1.5.1.2.2
255,170,U4240,FUSE0,p:1.1.3.2.2.2
256,170,U4241,FUSE0,p:2.1.4.1.2.2
257,170,U4242,FUSE0,p:1.1.1.2.2.2
258,170,U4243,FUSE0,p:2.1.2.1.2.2
259,170,U4244,FUSE0,p:1.1.5.1.2.2
260,170,U4245,FUSE1,p:2.1.3.1.2.2
261,170,U4246,FUSE1,p:1.2.4.1.2.2
262,170,U4247,FUSE1,p:2.1.1.2.2.2
263,170,U4248,FUSE1,p:1.1.2.1.2.2
264,170,U4249,FUSE1,p:2.1.5.1.2.2
265,170,U4250,FUSE1,p:1.1.3.1.2.2
266,170,U4251,FUSE1,p:2.1.4.1.2.2
267,170,U4252,FUSE1,p:1.1.1.2.2.2
268,170,U4253,FUSE2,p:2.1.2.1.2.2
269,170,U4254,FUSE2,p:1.1.5.1.2.2
270,170,U4255,FUSE2,p:2.1.3.1.2.2
271,170,U4256,FUSE2,p:1.2.4.1.2.2
272,170,U4257,FUSE2,p:2.1.1.2.2.2
273,170,U4258,FUSE2,p:1.1.2.1.2.2
274,170,U4259,FUSE2,p:2.1.5.1.2.2
275,170,U4260,FUSE2,p:1.2.3.1.2.2
276,265,U6638,FUSE0,p:2.1.4.1.2.2
277,265,U6639,FUSE0,p:1.1.1.2.2.2
278,265,U6640,FUSE0,p:2.1.2.1.2.2
279,265,U6641,FUSE0,p:1.1.5.1.2.2
280,265,U6642,FUSE0,p:2.1.4.1.2.2
281,265,U6643,FUSE0,p:1.1.1.2.2.2
282,265,U6644,FUSE0,p:2.1.3.1.2.2
283,265,U6645,FUSE0,p:1.1.2.1.2.2
284,265,U6646,FUSE0,p:2.1.5.1.2.2
285,265,U6647,FUSE1,p:1.1.4.1.2.2
286,265,U6648,FUSE1,p:2.1.1.2.2.2
287,265,U6649,FUSE1,p:1.1.3.1.2.2
288,265,U6650,FUSE1,p:2.1.2.1.2.2
289,265,U6651,FUSE1,p:1.1.5.1.2.2
290,265,U6652,FUSE1,p:2.1.4.1.2.2
291,265,U6653,FUSE1,p:1.2.1.2.2.2
292,265,U6654,FUSE1,p:2.1.3.1.2.2
293,265,U6655,FUSE1,p:1.1.2.1.2.2
294,265,U6656,FUSE2,p:2.1.5.1.2.2
295,265,U6657,FUSE2,p:1.1.4.1.2.2
296,265,U6658,FUSE2,p:2.1.3.1.2.2
297,265,U6659,FUSE2,p:1.1.1.2.2.2
298,265,U6660,FUSE2,p:2.1.2.1.2.2
299,265,U6661,FUSE2,p:1.1.5.1.2.2
300,265,U6662,FUSE2,p:2.1.4.1.2.2
301,265,U6663,FUSE2,p:1.1.1.2.2.2
302,239,U5972,FUSE0,p:2.1.3.1.2.2
303,239,U5973,FUSE0,p:1.1.2.1.2.2
304,239,U5974,FUSE0,p:2.1.5.1.2.2
305,239,U5975,FUSE0,p:1.1.3.1.2.2
306,239,U5976,FUSE0,p:2.1.1.1.2.2
307,239,U5977,FUSE0,p:1.1.4.1.2.2
308,239,U5978,FUSE0,p:2.1.2.1.2.2
309,239,U5979,FUSE0,p:1.1.5.1.2.2
310,239,U5980,FUSE0,p:2.1.3.1.2.2
311,239,U5981,FUSE1,p:1.1.4.1.2.2
312,239,U5982,FUSE1,p:2.1.1.1.2.2
313,239,U5983,FUSE1,p:1.1.2.1.2.2
314,239,U5984,FUSE1,p:2.1.5.1.2.2
315,239,U5985,FUSE1,p:1.1.3.1.2.2
316,239,U5986,FUSE1,p:2.1.4.1.2.2
317,239,U5987,FUSE1,p:1.1.1.1.2.2
318,239,U5988,FUSE1,p:2.1.2.1.2.2
319,239,U5989,FUSE1,p:1.1.5.1.2.2
320,239,U5990,FUSE2,p:2.1.3.1.2.2
321,239,U5991,FUSE2,p:1.1.4.1.2.2
322,239,U5992,FUSE2,p:2.1.1.1.2.2
323,239,U5993,FUSE2,p:1.1.2.1.2.2
324,239,U5994,FUSE2,p:2.1.5.1.2.2
325,239,U5995,FUSE2,p:1.2.3.1.2.2
326,239,U5996,FUSE2,p:2.1.4.1.2.2
327,239,U5997,FUSE2,p:1.1.1.2.2.2
328,239,U5998,FUSE2,p:2.1.2.2.2.2
329,168,U4188,FUSE0,p:1.1.5.1.2.2
330,168,U4189,FUSE0,p:2.1.3.1.2.2
331,168,U4190,FUSE0,p:1.1.4.1.2.2
332,168,U4191,FUSE0,p:2.1.1.1.2.2
333,168,U4192,FUSE0,p:1.1.5.1.2.2
334,168,U4193,FUSE0,p:2.1.2.2.2.2
