station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,600534.648,0.0,637737.8817,34,1.203546,146.8029,794790.7223,5414,0.932267,0.941664,,
2,Station 1.1: Bottom cover,600332.1185,0.0,637822.7,34,0.855457,104.181,565077.6029,5424,0.931953,0.941221,,
3,Station 2: Drill station,634851.4035,151.2,637953.6817,19,3.611051,713.5964,2621753.3482,3674,0.985541,0.995373,,
4,Station 2.1: Drill station,634608.3817,191.2,638177.8088,20,7.280272,1376.8998,5060106.6754,3675,0.985163,0.994705,,
5,Station 2.2: Drill station,623638.964,303.4,637982.5,14,1.890183,408.7889,1474092.9348,3606,0.968135,0.977982,,
6,Station 3: Robot cell,643042.6,367.0,643468.2,21,11.422735,3583.0963,8069132.9228,2252,0.998257,0.999909,,
7,Station 3.1: Robot cell,640469.8,447.0,640988.2,14,6.730477,2171.8072,4867020.0232,2241,0.994263,0.999889,,
8,Station 3.2: Robot cell,637004.3026,599.2,638579.9026,11,2.966117,1042.348,2337986.6598,2243,0.988883,0.99847,,
9,Station 3.3: Robot cell,635089.2208,603.8,638755.5088,9,1.795343,691.5535,1544239.0667,2233,0.98591,0.995201,,
10,Station 3.4: Robot cell,625632.13,800.6,638918.3088,5,0.483577,289.9809,635638.1418,2192,0.971229,0.980434,,
11,Station 4: Inspection,631001.1101,649.6,643624.8,8,1.327713,212.5894,1159887.8611,5456,0.979564,0.981377,,
12,Station 4.1: Inspection,623563.4211,966.4,643306.8,7,0.715082,140.0234,753885.7246,5384,0.968017,0.970768,,
13,Station 5: Top cover,611215.6493,1300.2,643950.6,4,0.209686,74.6852,266775.5874,3572,0.948849,0.951086,,
14,Station 5.1: Top cover,625255.3565,1015.8,643254.6,4,0.277382,95.5266,348863.0111,3652,0.970644,0.973556,,
15,Station 5.2: Top cover,632171.7593,878.2,643572.6,5,0.772887,203.7522,754494.5702,3703,0.981381,0.983627,,
16,Station 6: Packaging,612603.7445,1448.8,644165.6,5,0.081378,45.6634,245212.6743,5370,0.951004,0.953147,,
17,Station 6.1: Packaging,621338.095,1092.0,643727.6,5,0.107221,53.1235,289842.0115,5456,0.964563,0.966859,,
