order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,2026.0,6437.9,4411.9,-6673.1,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,15769.0,20196.6025,4427.602500000001,-5549.397499999999,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,1
3,15346,6469.2,10656.7,4187.500000000001,-4689.299999999999,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,313885.6316,318739.9316,4854.299999999988,-5154.068399999989,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,12
5,9710,0.0,3287.7,3287.7,-6422.3,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,73310.6,78115.1,4804.5,-10723.899999999994,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
7,96008,77185.0,82213.1,5028.100000000006,-13794.899999999994,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,3
8,452803,436874.7009,442492.7536,5618.0527,-10310.246400000004,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,16
9,255134,239713.0,244696.7316,4983.731599999999,-10437.2684,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
10,204323,197997.6316,203234.7316,5237.100000000006,-1088.2684000000008,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,8
11,262355,245097.2,250601.5316,5504.331599999976,-11753.468400000012,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,9
12,537821,512690.7549,519371.0549,6680.299999999988,-18449.94510000001,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,19
13,408074,395037.6,401010.2009,5972.6009000000195,-7063.799100000004,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,14
14,106927,87960.0,92921.7,4961.699999999997,-14005.300000000003,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
15,197946,186945.6316,191763.1316,4817.5,-6182.868400000007,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,7
16,131233,114218.4,119293.9,5075.5,-11939.100000000006,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,5
17,247862,232212.8316,237569.5316,5356.6999999999825,-10292.468400000012,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,9
18,220782,212806.8316,217586.3316,4779.5,-3195.668399999995,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
19,48749,27775.2,32129.9,4354.700000000001,-16619.1,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
20,217663,207463.6,212601.1316,5137.5315999999875,-5061.868400000007,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,8,8
