station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,31747.0744,0.0,566331.8,22,0.075581,0.5894,2838.3433,4816,0.055631,0.056057,,
2,Station 1.1: Bottom cover,31534.8,0.0,566217.0,22,0.074028,0.5772,2760.017,4782,0.055259,0.055694,,
3,Station 2: Drill station,94909.1905,45.6,566381.2,8,0.014853,1.2448,10979.5561,8820,0.166312,0.167585,,
4,Station 2.1: Drill station,11189.4355,72.2,565456.6,8,0.138501,5.6897,4477.8,787,0.019608,0.019791,,
5,Station 3: Robot cell,570355.852,95.0,570450.852,14,10.331847,3224.2672,6509795.435,2019,0.999449,1.0,,
6,Station 3.1: Robot cell,569503.3548,135.0,569638.3548,16,10.841,3397.2947,6794589.3316,2000,0.997955,1.0,,
7,Station 3.2: Robot cell,568160.0,181.6,568431.8,8,5.497273,1771.1333,3572375.9216,2017,0.995601,0.999841,,
8,Station 3.3: Robot cell,567280.2155,185.4,567848.2,7,3.990977,1335.6465,2664614.7021,1995,0.994059,0.999326,,
9,Station 3.4: Robot cell,566527.9314,232.0,567768.6,8,2.433602,862.7432,1715133.4775,1988,0.992741,0.998223,,
10,Station 4: Inspection,19523.7685,377.6,570491.952,1,0.000611,0.51,4172.5203,8182,0.034212,0.034245,,
11,Station 4.1: Inspection,2811.6731,1834.0,567850.6548,0,0.0,0.0065,8.6892,1332,0.004927,0.004967,,
12,Station 5: Top cover,1127.0,27030.7,567137.7,0,0.0,0.0,0.0,245,0.001975,0.002087,,
13,Station 5.1: Top cover,44408.2233,510.7,570627.552,1,0.002698,0.3535,3274.7982,9265,0.077818,0.077893,,
14,Station 6: Packaging,228.0,27097.7,512839.3,0,0.0,0.0,0.0,57,0.0004,0.000469,,
15,Station 6.1: Packaging,37783.0476,554.3,570670.552,0,0.0,0.0043,41.0372,9450,0.066208,0.066273,,
