unit_seq,order_id,unit_id,variant,route_id
1,317,U7925,FUSE0,p:1.1.1.1.3.2
2,317,U7926,FUSE0,p:2.2.2.1.2.2
3,317,U7927,FUSE0,p:1.3.3.1.1.2
4,317,U7928,FUSE0,p:2.1.4.2.2.1
5,317,U7929,FUSE0,p:1.2.1.1.3.2
6,317,U7930,FUSE0,p:2.3.2.2.3.1
7,317,U7931,FUSE0,p:1.1.5.1.2.2
8,317,U7932,FUSE0,p:2.2.3.2.1.1
9,317,U7933,FUSE1,p:1.3.1.1.3.2
10,317,U7934,FUSE1,p:2.1.4.2.2.1
11,317,U7935,FUSE1,p:1.2.2.1.1.2
12,317,U7936,FUSE1,p:2.3.3.1.3.1
13,317,U7937,FUSE1,p:1.1.5.2.2.2
14,317,U7938,FUSE1,p:2.2.1.1.1.1
15,317,U7939,FUSE1,p:1.3.2.2.3.2
16,317,U7940,FUSE1,p:2.1.4.1.2.1
17,317,U7941,FUSE2,p:1.2.3.1.3.2
18,317,U7942,FUSE2,p:2.3.5.1.2.1
19,317,U7943,FUSE2,p:1.1.1.2.1.2
20,317,U7944,FUSE2,p:2.2.2.2.3.2
21,317,U7945,FUSE2,p:1.3.4.1.1.1
22,317,U7946,FUSE2,p:2.1.3.2.2.2
23,317,U7947,FUSE2,p:1.2.5.2.1.2
24,317,U7948,FUSE2,p:2.3.1.1.3.1
25,246,U6152,FUSE0,p:1.1.2.1.2.1
26,246,U6153,FUSE0,p:2.2.4.2.3.2
27,246,U6154,FUSE0,p:1.3.3.1.1.1
28,246,U6155,FUSE0,p:2.1.2.2.1.2
29,246,U6156,FUSE0,p:1.2.5.1.3.1
30,246,U6157,FUSE0,p:2.3.1.2.2.2
31,246,U6158,FUSE0,p:1.1.4.1.2.1
32,246,U6159,FUSE0,p:2.2.3.2.3.2
33,246,U6160,FUSE1,p:1.3.2.1.3.1
34,246,U6161,FUSE1,p:2.1.5.2.2.2
35,246,U6162,FUSE1,p:1.2.1.1.1.1
36,246,U6163,FUSE1,p:2.3.4.2.1.2
37,246,U6164,FUSE1,p:1.1.3.1.2.1
38,246,U6165,FUSE1,p:2.2.2.2.2.2
39,246,U6166,FUSE1,p:1.3.1.2.3.2
40,246,U6167,FUSE1,p:2.1.5.1.1.1
41,246,U6168,FUSE2,p:1.2.4.1.3.1
42,246,U6169,FUSE2,p:2.3.3.2.1.2
43,246,U6170,FUSE2,p:1.1.2.1.1.1
44,246,U6171,FUSE2,p:2.2.5.2.3.2
45,246,U6172,FUSE2,p:1.3.1.1.2.1
46,246,U6173,FUSE2,p:2.1.4.2.2.2
47,246,U6174,FUSE2,p:1.2.3.1.3.1
48,246,U6175,FUSE2,p:2.3.2.2.3.2
49,326,U8152,FUSE0,p:1.1.5.2.1.2
50,326,U8153,FUSE0,p:2.2.1.1.2.1
51,326,U8154,FUSE0,p:1.3.4.1.1.1
52,326,U8155,FUSE0,p:2.1.3.2.2.2
53,326,U8156,FUSE0,p:1.2.5.1.3.1
54,326,U8157,FUSE0,p:2.3.1.2.1.2
55,326,U8158,FUSE0,p:1.1.2.1.2.1
56,326,U8159,FUSE0,p:2.2.4.2.3.2
57,326,U8160,FUSE1,p:1.3.3.1.1.1
58,326,U8161,FUSE1,p:2.1.5.2.2.2
59,326,U8162,FUSE1,p:1.2.1.1.3.1
60,326,U8163,FUSE1,p:2.3.2.2.1.2
61,326,U8164,FUSE1,p:1.1.4.1.2.1
62,326,U8165,FUSE1,p:2.2.3.2.3.2
63,326,U8166,FUSE1,p:1.3.5.1.1.1
64,326,U8167,FUSE1,p:2.1.1.2.2.2
65,326,U8168,FUSE2,p:1.2.2.1.3.1
66,326,U8169,FUSE2,p:2.3.4.2.1.2
67,326,U8170,FUSE2,p:1.1.3.1.2.1
68,326,U8171,FUSE2,p:2.2.5.2.3.2
69,326,U8172,FUSE2,p:1.3.1.1.1.1
70,326,U8173,FUSE2,p:2.1.2.2.2.2
