kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2899
produced_units_fuse1,2890
produced_units_fuse2,2975
makespan_seconds,476468.83
average_cycle_time_seconds,54.3091
cycle_time_from_1_over_throughput_rate_seconds,54.3666
throughput_rate_per_second,0.018394
throughput_rate_per_hour,66.2171
average_throughput_time_seconds,802.4275
average_active_throughput_time_seconds,802.4239
average_throughput_efficiency,0.359731
total_wait_time_seconds,1739826.9137
average_cycle_time_seconds_fuse0,162.9619
Active_average_cycle_time_seconds_fuse0,144.0941
global_average_cycle_time_seconds_fuse0,148.6325
average_cycle_time_seconds_fuse1,163.5352
Active_average_cycle_time_seconds_fuse1,146.0739
global_average_cycle_time_seconds_fuse1,150.6265
average_cycle_time_seconds_fuse2,159.7052
Active_average_cycle_time_seconds_fuse2,147.553
global_average_cycle_time_seconds_fuse2,152.4269
utilization_overall_station_1_bottom_cover,0.051898
utilization_active_window_station_1_bottom_cover,0.052008
max_queue_station_1_bottom_cover,6
average_queue_station_1_bottom_cover,0.004787
average_wait_station_1_bottom_cover_seconds,0.0529
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.051981
utilization_active_window_station_1_1_bottom_cover,0.052082
max_queue_station_1_1_bottom_cover,6
average_queue_station_1_1_bottom_cover,0.004783
average_wait_station_1_1_bottom_cover_seconds,0.0494
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.164992
utilization_active_window_station_2_drill_station,0.165306
max_queue_station_2_drill_station,2
average_queue_station_2_drill_station,0.00087
average_wait_station_2_drill_station_seconds,1.5683
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.025573
utilization_active_window_station_2_1_drill_station,0.025762
max_queue_station_2_1_drill_station,2
average_queue_station_2_1_drill_station,0.006831
average_wait_station_2_1_drill_station_seconds,9.304
availability_station_2_1_drill_station,1.0
utilization_overall_station_3_robot_cell,0.947231
utilization_active_window_station_3_robot_cell,0.947767
max_queue_station_3_robot_cell,3
average_queue_station_3_robot_cell,0.600218
average_wait_station_3_robot_cell_seconds,352.0572
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.945427
utilization_active_window_station_3_1_robot_cell,0.951365
max_queue_station_3_1_robot_cell,2
average_queue_station_3_1_robot_cell,0.303784
average_wait_station_3_1_robot_cell_seconds,246.5427
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.946204
utilization_active_window_station_3_2_robot_cell,0.947477
max_queue_station_3_2_robot_cell,2
average_queue_station_3_2_robot_cell,0.386921
average_wait_station_3_2_robot_cell_seconds,263.9491
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.940342
utilization_active_window_station_3_3_robot_cell,0.941305
max_queue_station_3_3_robot_cell,2
average_queue_station_3_3_robot_cell,0.057724
average_wait_station_3_3_robot_cell_seconds,153.355
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.930132
utilization_active_window_station_3_4_robot_cell,0.931691
max_queue_station_3_4_robot_cell,1
average_queue_station_3_4_robot_cell,0.04343
average_wait_station_3_4_robot_cell_seconds,129.4348
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.031283
utilization_active_window_station_4_inspection,0.031314
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.000404
average_wait_station_4_inspection_seconds,0.4948
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.005071
utilization_active_window_station_4_1_inspection,0.005119
max_queue_station_4_1_inspection,0
average_queue_station_4_1_inspection,0.0
average_wait_station_4_1_inspection_seconds,0.0112
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.001759
utilization_active_window_station_5_top_cover,0.001929
max_queue_station_5_top_cover,0
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0502
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.084065
utilization_active_window_station_5_1_top_cover,0.084149
max_queue_station_5_1_top_cover,1
average_queue_station_5_1_top_cover,0.001519
average_wait_station_5_1_top_cover_seconds,2.6971
availability_station_5_1_top_cover,1.0
utilization_overall_station_6_packaging,0.000409
utilization_active_window_station_6_packaging,0.000607
max_queue_station_6_packaging,0
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0386
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.067239
utilization_active_window_station_6_1_packaging,0.067306
max_queue_station_6_1_packaging,0
average_queue_station_6_1_packaging,0.0
average_wait_station_6_1_packaging_seconds,0.299
availability_station_6_1_packaging,1.0
order_qty_fuse0,2899
order_qty_fuse1,2890
order_qty_fuse2,2975
