station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,577014.9033,0.0,605905.5652,34,1.548802,187.8729,979757.4302,5215,0.943244,0.952318,,
2,Station 1.1: Bottom cover,575906.3803,0.0,605987.5652,34,0.932604,116.9567,609110.3216,5208,0.941432,0.95036,,
3,Station 2: Drill station,606924.1498,151.2,607613.2652,15,6.369844,1209.1731,4250243.5658,3515,0.992136,0.999114,,
4,Station 2.1: Drill station,606523.5507,191.2,606768.0,23,10.171461,1908.4003,6700393.3598,3511,0.991482,0.999912,,
5,Station 2.2: Drill station,604002.6815,303.4,606876.2436,18,4.489983,879.6824,3073610.2664,3494,0.987361,0.995763,,
6,Station 3: Robot cell,610555.9885,367.0,611137.2,12,6.179049,1972.9091,4275294.0006,2167,0.998073,0.999649,,
7,Station 3.1: Robot cell,608767.4564,447.0,610058.8,10,3.896296,1290.8633,2788264.7818,2160,0.99515,0.998615,,
8,Station 3.2: Robot cell,607801.0447,599.2,609236.8998,10,3.036568,1075.016,2293009.1415,2133,0.99357,0.998625,,
9,Station 3.3: Robot cell,603591.2036,603.8,607908.0436,9,1.344763,548.8831,1168572.1207,2129,0.986688,0.993886,,
10,Station 3.4: Robot cell,593051.2449,800.6,607900.6652,3,0.3085,231.2576,484253.4974,2094,0.969458,0.976859,,
11,Station 4: Inspection,603863.3259,649.6,611293.8,8,1.099194,188.2391,981102.1758,5212,0.987133,0.988896,,
12,Station 4.1: Inspection,597320.8312,966.4,610299.8,9,0.813724,151.8363,783323.4097,5159,0.976438,0.980286,,
13,Station 5: Top cover,583854.9546,1431.8,608698.2652,3,0.219226,76.384,260622.2442,3412,0.954425,0.961448,,
14,Station 5.1: Top cover,598233.7904,1015.8,610585.6,3,0.273349,95.7196,336167.1396,3512,0.97793,0.981403,,
15,Station 5.2: Top cover,603441.5932,878.2,611579.6,4,0.407544,133.6599,471284.9413,3526,0.986443,0.988112,,
16,Station 6: Packaging,586131.1514,1448.8,610780.6,6,0.090821,45.4495,233701.5776,5142,0.958146,0.961924,,
17,Station 6.1: Packaging,593708.0423,1092.0,611734.6,6,0.131923,53.1708,276487.9264,5200,0.970532,0.972268,,
