order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,462190,466554.3015,469237.4015,2683.0999999999767,7047.401499999978,102.83107317470241,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,16,2
2,209690,202461.8943,204809.9943,2348.0999999999767,-4880.005700000009,-0.0038340945807766795,2,FUSE0,8,FUSE1,7,FUSE2,8,2,2,7,3
3,44002,48010.4943,50735.9943,2725.5,6733.9942999999985,277.30187219160723,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,2,2
4,415134,402355.2459,406071.9459,3716.7000000000116,-9062.054100000008,-0.0025172372500000023,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,5
5,443960,433348.9804,436474.8804,3125.9000000000233,-7485.119599999976,-0.0020791998888888825,1,FUSE0,9,FUSE1,10,FUSE2,10,3,4,15,1
6,38493,40070.0943,43121.5943,3051.5,4628.594299999997,187.8001473746561,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,2
7,509468,513647.8149,516508.9149,2861.0999999999767,7040.914899999974,102.73172176070288,1,FUSE0,8,FUSE1,8,FUSE2,9,4,4,18,3
8,395547,378116.2334,380703.7334,2587.5,-14843.266599999974,-0.004123129611111103,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,13,4
9,257129,247055.4943,249475.5943,2420.100000000006,-7653.405700000003,-0.0060130834107130875,2,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,4
10,410383,391530.6334,400043.1459,8512.512500000012,-10339.854099999997,-0.008123756611766139,2,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,4
11,85513,87819.6943,90503.5943,2683.899999999994,4990.594299999997,71.77248900870303,1,FUSE0,10,FUSE1,10,FUSE2,9,1,1,3,4
12,558508,578338.0075,581053.1075,2715.100000000093,22545.107500000042,1910.5967914157584,3,FUSE0,10,FUSE1,10,FUSE2,9,4,5,20,1
13,210503,203859.6943,206340.7943,2481.100000000006,-4162.205699999991,-0.01292635400213483,5,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,3
14,66532,68468.4943,70927.5943,2459.0999999999913,4395.594299999997,327.10806422352056,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1,3,3
15,325057,313755.9026,316412.6026,2656.7000000000116,-8644.397400000016,-0.0024012215000000048,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,11,1
16,135122,132468.0943,138390.1943,5922.100000000006,3268.194300000003,241.2965960073981,3,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
17,206609,196428.4943,199152.3943,2723.9000000000233,-7456.6056999999855,-0.005858462727893614,2,FUSE0,9,FUSE1,9,FUSE2,10,2,2,7,2
18,119428,121604.0943,124223.7943,2619.699999999997,4795.794299999994,68.87666816531723,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,5
19,413724,399736.4459,404879.1459,5142.700000000012,-8844.854099999997,-0.0024569039166666656,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,5
20,220003,212289.4943,214607.7943,2318.3000000000175,-5395.205699999991,-0.0014986682499999978,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,3
21,523275,538828.0075,542064.7075,3236.70000000007,18789.70750000002,1549.4216218906836,3,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,4
