unit_seq,order_id,unit_id,variant,route_id
1,119,U2926,FUSE0,p:2.3.1.1.1.1
2,119,U2927,FUSE0,p:1.2.2.2.3.2
3,119,U2928,FUSE0,p:2.1.5.1.1.2
4,119,U2929,FUSE0,p:1.3.4.2.1.2
5,119,U2930,FUSE0,p:2.2.5.2.2.1
6,119,U2931,FUSE0,p:1.1.3.1.2.2
7,119,U2932,FUSE0,p:2.3.1.1.3.1
8,119,U2933,FUSE0,p:1.2.3.2.3.2
9,119,U2934,FUSE0,p:2.1.2.2.2.1
10,119,U2935,FUSE1,p:1.3.4.2.1.2
11,119,U2936,FUSE1,p:2.1.5.1.1.1
12,119,U2937,FUSE1,p:1.2.1.2.1.2
13,119,U2938,FUSE1,p:2.3.2.1.3.2
14,119,U2939,FUSE1,p:1.1.3.2.2.2
15,119,U2940,FUSE1,p:2.2.4.1.2.1
16,119,U2941,FUSE1,p:1.3.1.2.3.1
17,119,U2942,FUSE1,p:2.1.5.1.1.1
18,119,U2943,FUSE1,p:1.2.2.2.1.2
19,119,U2944,FUSE2,p:2.3.3.1.3.2
20,119,U2945,FUSE2,p:1.1.4.1.2.1
21,119,U2946,FUSE2,p:2.2.1.1.1.1
22,119,U2947,FUSE2,p:1.3.5.2.2.2
23,119,U2948,FUSE2,p:2.1.2.1.2.1
24,119,U2949,FUSE2,p:1.2.4.2.3.1
25,119,U2950,FUSE2,p:2.3.1.2.3.1
26,119,U2951,FUSE2,p:1.1.3.2.1.2
27,119,U2952,FUSE2,p:2.2.5.1.3.2
28,25,U590,FUSE0,p:1.3.2.1.1.1
29,25,U591,FUSE0,p:2.1.4.2.2.2
30,25,U592,FUSE0,p:1.2.2.2.2.2
31,25,U593,FUSE0,p:2.3.1.1.1.1
32,25,U594,FUSE0,p:1.1.3.1.2.1
33,25,U595,FUSE0,p:2.2.5.2.1.2
34,25,U596,FUSE0,p:1.3.4.1.3.2
35,25,U597,FUSE1,p:2.1.2.1.3.2
36,25,U598,FUSE1,p:1.2.1.2.2.2
37,25,U599,FUSE1,p:2.3.3.2.3.1
38,25,U600,FUSE1,p:1.1.5.1.2.1
39,25,U601,FUSE1,p:2.2.4.2.1.2
40,25,U602,FUSE1,p:1.3.2.1.2.2
41,25,U603,FUSE1,p:2.1.1.1.3.2
42,25,U604,FUSE2,p:1.2.3.1.1.1
43,25,U605,FUSE2,p:2.3.5.2.3.1
44,25,U606,FUSE2,p:1.1.4.2.1.1
45,25,U607,FUSE2,p:2.2.2.1.2.2
46,25,U608,FUSE2,p:1.3.1.2.1.1
47,25,U609,FUSE2,p:2.1.3.2.2.1
48,25,U610,FUSE2,p:1.2.5.2.3.1
49,80,U1974,FUSE2,p:1.3.2.2.3.1
50,80,U1975,FUSE2,p:2.2.4.2.2.1
51,80,U1976,FUSE2,p:1.1.3.1.1.2
52,80,U1977,FUSE2,p:2.3.5.1.2.2
53,79,U1930,FUSE0,p:2.3.4.1.1.2
54,79,U1931,FUSE0,p:1.1.2.2.3.1
55,79,U1932,FUSE0,p:2.2.1.1.2.2
56,79,U1933,FUSE0,p:1.3.3.1.3.2
57,79,U1934,FUSE0,p:2.1.4.2.2.1
58,79,U1935,FUSE0,p:1.2.5.1.1.2
59,79,U1936,FUSE0,p:2.3.2.2.2.1
60,79,U1937,FUSE0,p:1.1.1.2.3.1
61,79,U1938,FUSE0,p:2.2.3.2.1.1
62,79,U1939,FUSE1,p:1.3.4.1.3.2
63,79,U1940,FUSE1,p:2.1.5.1.1.2
64,79,U1941,FUSE1,p:1.2.2.1.3.2
65,79,U1942,FUSE1,p:2.3.1.1.1.2
66,79,U1943,FUSE1,p:1.1.3.1.2.2
67,79,U1944,FUSE1,p:2.2.4.2.1.1
68,79,U1945,FUSE1,p:1.3.5.2.2.1
69,79,U1946,FUSE1,p:2.1.2.1.2.2
70,79,U1947,FUSE1,p:1.2.1.1.3.2
71,79,U1948,FUSE2,p:2.3.3.2.3.1
72,79,U1949,FUSE2,p:1.1.4.2.1.1
73,79,U1950,FUSE2,p:2.2.5.2.2.1
74,79,U1951,FUSE2,p:1.3.2.2.3.1
75,79,U1952,FUSE2,p:2.1.1.2.1.1
76,79,U1953,FUSE2,p:1.2.3.1.1.2
77,79,U1954,FUSE2,p:2.3.4.1.2.2
78,79,U1955,FUSE2,p:1.1.5.1.3.2
79,79,U1956,FUSE2,p:2.2.2.1.2.2
80,79,U1957,FUSE2,p:1.3.1.2.3.1
81,36,U860,FUSE0,p:2.1.3.2.2.1
82,36,U861,FUSE0,p:1.2.4.1.1.2
83,36,U862,FUSE0,p:2.3.5.2.1.1
84,36,U863,FUSE0,p:1.1.2.2.3.1
85,36,U864,FUSE0,p:2.2.1.1.1.2
86,36,U865,FUSE0,p:1.3.3.1.3.2
87,36,U866,FUSE0,p:2.1.4.2.2.1
88,36,U867,FUSE0,p:1.2.5.1.2.2
89,36,U868,FUSE0,p:2.3.2.2.2.1
90,36,U869,FUSE1,p:1.1.1.2.3.1
91,36,U870,FUSE1,p:2.2.3.2.1.1
92,36,U871,FUSE1,p:1.3.4.1.3.2
93,36,U872,FUSE1,p:2.1.5.1.1.2
94,36,U873,FUSE1,p:1.2.2.1.3.2
95,36,U874,FUSE1,p:2.3.1.1.1.2
96,36,U875,FUSE1,p:1.1.3.1.2.2
97,36,U876,FUSE1,p:2.2.4.2.1.1
98,36,U877,FUSE1,p:1.3.5.2.2.1
99,36,U878,FUSE2,p:2.1.2.2.1.1
100,36,U879,FUSE2,p:1.2.1.2.2.1
101,36,U880,FUSE2,p:2.3.3.2.3.1
102,36,U881,FUSE2,p:1.1.4.1.2.2
103,36,U882,FUSE2,p:2.2.5.1.3.2
104,36,U883,FUSE2,p:1.3.2.2.3.1
105,36,U884,FUSE2,p:2.1.1.1.3.2
106,36,U885,FUSE2,p:1.2.3.1.1.2
107,36,U886,FUSE2,p:2.3.4.1.2.2
108,137,U3382,FUSE0,p:1.1.5.2.1.1
109,137,U3383,FUSE0,p:2.2.2.1.1.2
110,137,U3384,FUSE0,p:1.3.1.2.1.1
111,137,U3385,FUSE0,p:2.1.3.2.2.1
112,137,U3386,FUSE0,p:1.2.5.1.2.2
113,137,U3387,FUSE0,p:2.3.4.2.3.1
114,137,U3388,FUSE0,p:1.1.2.2.2.1
115,137,U3389,FUSE0,p:2.2.1.1.2.2
116,137,U3390,FUSE0,p:1.3.3.1.3.2
117,137,U3391,FUSE1,p:2.1.5.1.1.2
118,137,U3392,FUSE1,p:1.2.4.2.3.1
119,137,U3393,FUSE1,p:2.3.2.1.3.2
120,137,U3394,FUSE1,p:1.1.1.2.3.1
121,137,U3395,FUSE1,p:2.2.3.2.1.1
122,137,U3396,FUSE1,p:1.3.5.2.2.1
123,137,U3397,FUSE1,p:2.1.4.1.1.2
124,137,U3398,FUSE1,p:1.2.2.2.1.1
125,137,U3399,FUSE1,p:2.3.1.1.3.2
126,137,U3400,FUSE2,p:1.1.3.1.2.2
127,137,U3401,FUSE2,p:2.2.5.1.1.2
128,137,U3402,FUSE2,p:1.3.4.2.2.1
129,137,U3403,FUSE2,p:2.1.2.1.2.2
130,137,U3404,FUSE2,p:1.2.1.2.1.1
131,137,U3405,FUSE2,p:2.3.3.2.3.1
132,137,U3406,FUSE2,p:1.1.5.2.2.1
133,137,U3407,FUSE2,p:2.2.4.1.3.2
134,132,U3254,FUSE0,p:1.3.2.2.3.1
135,132,U3255,FUSE0,p:2.1.1.1.2.2
136,132,U3256,FUSE0,p:1.2.3.1.1.2
137,132,U3257,FUSE0,p:2.3.2.1.1.2
138,132,U3258,FUSE0,p:1.1.5.1.3.2
139,132,U3259,FUSE0,p:2.2.4.2.1.1
140,132,U3260,FUSE0,p:1.3.1.1.2.2
141,132,U3261,FUSE0,p:2.1.3.2.2.1
