disruption_type,estimated_duration,station_id,efficiency_loss,start_time,end_time
efficiency_loss,0.0,4,50.0,13392.0,13740.0
Drill To Dull,4576.0,2,0.0,16170.0,19621.0
efficiency_loss,0.0,2.1,30.0,18132.0,18425.0
emergency_order,0.0,,0.0,27105.0,
efficiency_loss,0.0,5,35.0,39665.0,40286.0
Misaligned Material,5220.0,3.4,0.0,69109.0,73439.0
Bottom Cover Misaligned,1144.0,1.1,0.0,75522.0,76442.0
emergency_order,0.0,,0.0,77712.0,
Top Cover Stuck,1196.0,5.1,0.0,89839.0,90832.0
Camera Dirty,1248.0,4,0.0,92912.0,93757.0
emergency_order,0.0,,0.0,97450.0,
Bottom Cover Stuck,1196.0,1.1,0.0,105050.0,106073.0
Drill To Dull,4576.0,2.1,0.0,133230.0,137088.0
efficiency_loss,0.0,5.1,47.0,140254.0,140884.0
emergency_order,0.0,,0.0,147369.0,
efficiency_loss,0.0,5,76.0,155778.0,156494.0
efficiency_loss,0.0,6,60.0,157197.0,157428.0
emergency_order,0.0,,0.0,167942.0,
Camera Dirty,1248.0,4.1,0.0,173509.0,174517.0
Bottom Cover Stuck,1196.0,1,0.0,175419.0,176434.0
efficiency_loss,0.0,4.1,81.0,182457.0,182858.0
inspection_failure,0.0,,0.0,185217.0,
inspection_failure,0.0,,0.0,192271.0,
PLC Failure,1656.0,5.1,0.0,193115.0,194682.0
Top Cover Stuck,1196.0,5.1,0.0,212786.0,213815.0
emergency_order,0.0,,0.0,222309.0,
efficiency_loss,0.0,4,19.0,229686.0,230031.0
efficiency_loss,0.0,5.1,25.0,238271.0,238877.0
emergency_order,0.0,,0.0,242286.0,
efficiency_loss,0.0,6.1,38.0,256871.0,257063.0
emergency_order,0.0,,0.0,266209.0,
emergency_order,0.0,,0.0,283805.0,
emergency_order,0.0,,0.0,323968.0,
Top Cover Misaligned,1144.0,5.1,0.0,327557.0,328566.0
Misaligned Material,5220.0,3,0.0,332031.0,334720.0
Misaligned Material,5220.0,3.2,0.0,356479.0,360428.0
Cover Wrong Orientation,4368.0,3.3,0.0,359253.0,362464.0
efficiency_loss,0.0,4.1,25.0,364770.0,365112.0
emergency_order,0.0,,0.0,373087.0,
emergency_order,0.0,,0.0,381494.0,
Cover Wrong Orientation,4368.0,3,0.0,397973.0,401486.0
Top Cover Misaligned,1144.0,5,0.0,400838.0,401707.0
emergency_order,0.0,,0.0,402173.0,
emergency_order,0.0,,0.0,402751.0,
emergency_order,0.0,,0.0,428913.0,
Cover Wrong Orientation,4368.0,3.1,0.0,440827.0,444762.0
emergency_order,0.0,,0.0,443395.0,
efficiency_loss,0.0,1,44.0,449490.0,449989.0
efficiency_loss,0.0,2,54.0,467536.0,467852.0
efficiency_loss,0.0,1.1,35.0,492501.0,493144.0
emergency_order,0.0,,0.0,523236.0,
inspection_failure,0.0,,0.0,526264.0,
emergency_order,0.0,,0.0,530760.0,
Bottom Cover Misaligned,1144.0,1,0.0,532012.0,532847.0
inspection_failure,0.0,,0.0,537371.0,
emergency_order,0.0,,0.0,563450.0,
Top Cover Stuck,1196.0,5,0.0,573129.0,574111.0
