kpi_name,value
total_units_ordered,10
makespan_seconds,874.6
average_cycle_time_seconds,76.5556
cycle_time_from_1_over_throughput_seconds,87.46
throughput_units_per_second,0.011434
throughput_units_per_hour,41.1617
average_flow_time_seconds,442.31
total_wait_time_seconds,2426.2
utilization_overall_station_1_bottom_cover,0.075463
utilization_active_window_station_1_bottom_cover,0.291519
max_queue_station_1_bottom_cover,4
average_queue_station_1_bottom_cover,0.124171
average_wait_station_1_bottom_cover_seconds,10.86
utilization_overall_station_2_drill_station,0.118912
utilization_active_window_station_2_drill_station,0.430464
max_queue_station_2_drill_station,2
average_queue_station_2_drill_station,0.091242
average_wait_station_2_drill_station_seconds,7.98
utilization_overall_station_3_robot_cell,0.857421
utilization_active_window_station_3_robot_cell,1.0
max_queue_station_3_robot_cell,6
average_queue_station_3_robot_cell,2.558655
average_wait_station_3_robot_cell_seconds,223.78
utilization_overall_station_4_inspection,0.024011
utilization_active_window_station_4_inspection,0.030386
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.0
average_wait_station_4_inspection_seconds,0.0
utilization_overall_station_5_top_cover,0.052595
utilization_active_window_station_5_top_cover,0.066321
max_queue_station_5_top_cover,1
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0
utilization_overall_station_6_packaging,0.045735
utilization_active_window_station_6_packaging,0.05772
max_queue_station_6_packaging,1
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
order_qty_fuse0,3
order_qty_fuse1,3
order_qty_fuse2,4
simulation_time_seconds,3600.0
