kpi_name,value
total_units_ordered,1
makespan_seconds,209.2
average_cycle_time_seconds,209.2
cycle_time_from_1_over_throughput_seconds,209.2
throughput_units_per_second,0.00478
throughput_units_per_hour,17.2084
average_flow_time_seconds,209.2
total_wait_time_seconds,0.0
utilization_overall_station_1_bottom_cover,0.031549
utilization_active_window_station_1_bottom_cover,1.0
max_queue_length_station_1_bottom_cover,1
average_queue_length_station_1_bottom_cover,0.0
average_wait_time_station_1_bottom_cover_seconds,0.0
utilization_overall_station_2_drill_station,0.049713
utilization_active_window_station_2_drill_station,1.0
max_queue_length_station_2_drill_station,1
average_queue_length_station_2_drill_station,0.0
average_wait_time_station_2_drill_station_seconds,0.0
utilization_overall_station_3_robot_cell,0.40392
utilization_active_window_station_3_robot_cell,1.0
max_queue_length_station_3_robot_cell,1
average_queue_length_station_3_robot_cell,0.0
average_wait_time_station_3_robot_cell_seconds,0.0
utilization_overall_station_4_inspection,0.010038
utilization_active_window_station_4_inspection,1.0
max_queue_length_station_4_inspection,1
average_queue_length_station_4_inspection,0.0
average_wait_time_station_4_inspection_seconds,0.0
utilization_overall_station_5_top_cover,0.021989
utilization_active_window_station_5_top_cover,1.0
max_queue_length_station_5_top_cover,1
average_queue_length_station_5_top_cover,0.0
average_wait_time_station_5_top_cover_seconds,0.0
utilization_overall_station_6_packaging,0.01912
utilization_active_window_station_6_packaging,1.0
max_queue_length_station_6_packaging,1
average_queue_length_station_6_packaging,0.0
average_wait_time_station_6_packaging_seconds,0.0
order_qty_fuse2,1
