station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,516760.8,22,0.057736,0.4157,1821.6,4382,0.055655,0.055966,,
2,Station 1.1: Bottom cover,28921.2,0.0,516774.2,22,0.057736,0.4157,1821.6,4382,0.055655,0.055965,,
3,Station 2: Drill station,85113.6,45.6,516843.6,8,0.011241,0.7501,6138.8,8184,0.16379,0.164694,,
4,Station 2.1: Drill station,6032.0,72.2,515779.4,8,0.141379,1.6576,961.4,580,0.011608,0.011697,,
5,Station 3: Robot cell,519311.6,95.0,519406.6,7,6.734706,2137.9326,3739244.2,1749,0.999345,1.0,,
6,Station 3.1: Robot cell,519117.6,135.0,519252.6,8,6.681481,2115.7832,3713199.6,1755,0.998971,1.0,,
7,Station 3.2: Robot cell,519210.8,181.6,519392.4,8,6.645382,2104.4063,3691128.6,1754,0.999151,1.0,,
8,Station 3.3: Robot cell,518939.2,185.4,519124.6,7,6.543379,2082.4579,3648466.2,1752,0.998628,1.0,,
9,Station 3.4: Robot cell,519009.2,232.0,519241.2,7,6.502851,2068.888,3628829.6,1754,0.998763,1.0,,
10,Station 4: Inspection,16090.2,377.6,519473.5,0,0.0,0.0233,178.9,7662,0.030963,0.030997,,
11,Station 4.1: Inspection,2314.2,1834.0,519467.7,0,0.0,0.0,0.0,1102,0.004453,0.004471,,
12,Station 5: Top cover,358.8,78037.1,504416.5,0,0.0,0.0,0.0,78,0.00069,0.000842,,
13,Station 5.1: Top cover,39955.6,510.7,519609.1,1,0.000345,0.0925,803.7,8686,0.076889,0.076971,,
14,Station 6: Packaging,32.0,78101.3,86329.7,0,0.0,0.0,0.0,8,6.2e-05,0.003889,,
15,Station 6.1: Packaging,35024.0,554.3,519652.1,0,0.0,0.0005,4.8,8756,0.067399,0.067471,,
