kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2909
produced_units_fuse1,2898
produced_units_fuse2,2957
makespan_seconds,535702.6732
average_cycle_time_seconds,61.0686
cycle_time_from_1_over_throughput_rate_seconds,61.1254
throughput_rate_per_second,0.01636
throughput_rate_per_hour,58.8954
average_throughput_time_seconds,2631.9571
average_active_throughput_time_seconds,2631.9536
average_throughput_efficiency,0.163986
total_wait_time_seconds,17967046.6793
average_cycle_time_seconds_fuse0,183.682
Active_average_cycle_time_seconds_fuse0,168.2665
global_average_cycle_time_seconds_fuse0,173.6903
average_cycle_time_seconds_fuse1,184.433
Active_average_cycle_time_seconds_fuse1,173.1715
global_average_cycle_time_seconds_fuse1,178.616
average_cycle_time_seconds_fuse2,180.7162
Active_average_cycle_time_seconds_fuse2,169.7082
global_average_cycle_time_seconds_fuse2,175.044
utilization_overall_station_1_bottom_cover,0.050439
utilization_active_window_station_1_bottom_cover,0.050787
max_queue_station_1_bottom_cover,22
average_queue_station_1_bottom_cover,0.063112
average_wait_station_1_bottom_cover_seconds,0.4727
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.050404
utilization_active_window_station_1_1_bottom_cover,0.050742
max_queue_station_1_1_bottom_cover,22
average_queue_station_1_1_bottom_cover,0.062685
average_wait_station_1_1_bottom_cover_seconds,0.4691
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.153899
utilization_active_window_station_2_drill_station,0.154923
max_queue_station_2_drill_station,8
average_queue_station_2_drill_station,0.012129
average_wait_station_2_drill_station_seconds,1.2488
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.01375
utilization_active_window_station_2_1_drill_station,0.013845
max_queue_station_2_1_drill_station,8
average_queue_station_2_1_drill_station,0.141935
average_wait_station_2_1_drill_station_seconds,5.4432
availability_station_2_1_drill_station,1.0
utilization_overall_station_3_robot_cell,0.913547
utilization_active_window_station_3_robot_cell,0.914049
max_queue_station_3_robot_cell,14
average_queue_station_3_robot_cell,10.810899
average_wait_station_3_robot_cell_seconds,3387.2937
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.909594
utilization_active_window_station_3_1_robot_cell,0.910264
max_queue_station_3_1_robot_cell,11
average_queue_station_3_1_robot_cell,7.54718
average_wait_station_3_1_robot_cell_seconds,2390.0069
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.912125
utilization_active_window_station_3_2_robot_cell,0.914374
max_queue_station_3_2_robot_cell,12
average_queue_station_3_2_robot_cell,9.069399
average_wait_station_3_2_robot_cell_seconds,2861.0238
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.906391
utilization_active_window_station_3_3_robot_cell,0.910291
max_queue_station_3_3_robot_cell,8
average_queue_station_3_3_robot_cell,4.167488
average_wait_station_3_3_robot_cell_seconds,1385.941
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.90459
utilization_active_window_station_3_4_robot_cell,0.909409
max_queue_station_3_4_robot_cell,7
average_queue_station_3_4_robot_cell,1.4479
average_wait_station_3_4_robot_cell_seconds,575.4626
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.029697
utilization_active_window_station_4_inspection,0.029726
max_queue_station_4_inspection,0
average_queue_station_4_inspection,0.0
average_wait_station_4_inspection_seconds,0.3337
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.004084
utilization_active_window_station_4_1_inspection,0.004117
max_queue_station_4_1_inspection,0
average_queue_station_4_1_inspection,0.0
average_wait_station_4_1_inspection_seconds,0.0122
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.001531
utilization_active_window_station_5_top_cover,0.001594
max_queue_station_5_top_cover,0
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0534
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.072181
utilization_active_window_station_5_1_top_cover,0.072251
max_queue_station_5_1_top_cover,1
average_queue_station_5_1_top_cover,0.001165
average_wait_station_5_1_top_cover_seconds,0.4448
availability_station_5_1_top_cover,1.0
utilization_overall_station_6_packaging,9.8e-05
utilization_active_window_station_6_packaging,0.00016
max_queue_station_6_packaging,0
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.061009
utilization_active_window_station_6_1_packaging,0.061068
max_queue_station_6_1_packaging,0
average_queue_station_6_1_packaging,0.0
average_wait_station_6_1_packaging_seconds,0.0071
availability_station_6_1_packaging,1.0
order_qty_fuse0,2909
order_qty_fuse1,2898
order_qty_fuse2,2957
