station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,31858.2,0.0,569855.1242,22,0.057338,0.4294,2074.6168,4831,0.055523,0.055906,,
2,Station 1.1: Bottom cover,31779.0,0.0,569970.5832,22,0.057054,0.4269,2057.7794,4820,0.055385,0.055756,,
3,Station 2: Drill station,96302.698,45.6,570039.9832,8,0.011084,1.1928,10654.33,8932,0.167837,0.168954,,
4,Station 2.1: Drill station,8992.0443,72.2,569924.5242,8,0.121212,4.7179,3425.2,726,0.015671,0.01578,,
5,Station 3: Robot cell,573472.3832,95.0,573567.3832,14,10.892377,3404.853,6833540.0378,2007,0.999452,1.0,,
6,Station 3.1: Robot cell,573364.4,135.0,573499.4,11,7.475767,2363.815,4779633.9927,2022,0.999263,1.0,,
7,Station 3.2: Robot cell,572375.5242,181.6,572557.1242,12,8.9855,2828.9269,5657853.7988,2000,0.99754,1.0,,
8,Station 3.3: Robot cell,571328.8206,185.4,571514.2206,8,4.267599,1412.6725,2829583.0757,2003,0.995716,1.0,,
9,Station 3.4: Robot cell,570253.2,232.0,570978.2,7,1.430846,568.0699,1141820.434,2010,0.993841,0.999136,,
10,Station 4: Inspection,18636.002,377.6,573608.4832,0,0.0,0.3042,2559.7959,8416,0.032479,0.03251,,
11,Station 4.1: Inspection,2530.5,1834.0,571100.5,0,0.0,0.0113,13.5938,1206,0.00441,0.004445,,
12,Station 5: Top cover,1007.4,20181.7,571236.1,0,0.0,0.0466,10.2,219,0.001756,0.001828,,
13,Station 5.1: Top cover,45260.392,510.7,573744.0832,1,0.001063,0.4121,3875.4319,9403,0.07888,0.078956,,
14,Station 6: Packaging,56.0,109236.3,460019.3,0,0.0,0.0,0.0,14,9.8e-05,0.00016,,
15,Station 6.1: Packaging,38401.9536,554.3,573787.0832,0,0.0,0.0086,83.0139,9607,0.066927,0.066992,,
