station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30360.0,0.0,544681.8,22,0.054928,0.4016,1849.9923,4606,0.055149,0.055739,,
2,Station 1.1: Bottom cover,30247.8,0.0,544585.0,22,0.055156,0.4033,1849.9923,4587,0.054945,0.055543,,
3,Station 2: Drill station,91714.8152,45.6,544731.2,8,0.010708,1.0671,9068.2572,8498,0.166599,0.168381,,
4,Station 2.1: Drill station,7259.2,72.2,544509.0,8,0.11731,1.4106,986.0,699,0.013186,0.013333,,
5,Station 3: Robot cell,550197.8708,95.0,550292.8708,20,14.16736,4418.0428,8500314.3629,1924,0.999428,1.0,,
6,Station 3.1: Robot cell,548647.2,135.0,548782.2,14,10.301702,3198.1352,6201184.1301,1939,0.996612,1.0,,
7,Station 3.2: Robot cell,545432.5186,181.6,545690.0632,8,2.954761,1033.1967,1964106.9875,1901,0.990772,0.999861,,
8,Station 3.3: Robot cell,545153.8591,185.4,545589.4,8,3.80721,1265.2088,2421609.6824,1914,0.990266,0.999541,,
9,Station 3.4: Robot cell,542652.8,232.0,545472.6,7,1.892726,697.6047,1333122.6221,1911,0.985723,0.995254,,
10,Station 4: Inspection,17792.102,377.6,550333.9708,1,0.000998,0.3331,2669.0456,8013,0.032319,0.032352,,
11,Station 4.1: Inspection,2467.85,1834.0,545550.3708,0,0.0,0.009,10.6,1173,0.004483,0.004539,,
12,Station 5: Top cover,736.0,20181.7,510329.7,0,0.0,0.0,0.0,160,0.001337,0.001502,,
13,Station 5.1: Top cover,42640.1961,510.7,550469.5708,1,0.00288,0.3904,3524.6772,9029,0.077455,0.077533,,
14,Station 6: Packaging,40.0,182314.1,481502.7,0,0.0,0.0,0.0,10,7.3e-05,0.000134,,
15,Station 6.1: Packaging,36681.9536,554.3,550512.5708,0,0.0,0.0052,47.897,9177,0.066632,0.0667,,
