order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,2026.0,6437.9,4411.9,-6673.1,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,15769.0,20235.7,4466.700000000001,-5510.299999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,1
3,15346,6469.2,10656.7,4187.500000000001,-4689.299999999999,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,313151.2,320140.3,6989.099999999977,-3753.7000000000116,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,12
5,9710,0.0,3287.7,3287.7,-6422.3,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,73341.2,77553.9,4212.699999999997,-11285.100000000006,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
7,96008,77197.2,81728.7,4531.5,-14279.300000000003,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,3
8,452803,436117.4077,443310.5077,7193.100000000035,-9492.492299999984,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,16
9,255134,238881.2,245157.9,6276.6999999999825,-9976.100000000006,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
10,204323,197078.4,203521.5,6443.100000000006,-801.5,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,8
11,262355,244184.4,250881.1,6696.700000000012,-11473.899999999994,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,9
12,537821,511507.0708,519005.7708,7498.700000000012,-18815.2292,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,19
13,408074,394327.4,401986.7,7659.299999999988,-6087.299999999988,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,14
14,106927,87942.2,93694.7,5752.5,-13232.300000000003,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
15,197946,186034.6,191776.7,5742.100000000006,-6169.299999999988,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,7
16,131233,114283.8,119702.3,5418.5,-11530.699999999997,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,5
17,247862,231291.4,238060.3,6768.899999999994,-9801.700000000012,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,9
18,220782,211867.4,217913.1,6045.700000000012,-2868.899999999994,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
19,48749,27904.0,32308.7,4404.700000000001,-16440.3,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
20,217663,206520.0,212887.9,6367.899999999994,-4775.100000000006,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,8,8
21,463214,443469.6,450862.9077,7393.307700000005,-12351.092300000018,2,FUSE0,9,FUSE1,9,FUSE2,9,4,4,17,16
22,564753,541642.2708,549319.7708,7677.5,-15433.229199999943,2,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,20
23,349665,347274.8,354893.1,7618.299999999988,5228.099999999977,1,FUSE0,8,FUSE1,7,FUSE2,8,3,3,13,13
24,476101,459360.0,467033.1,7673.099999999977,-9067.900000000023,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,17,17
25,294610,270785.8,277099.9,6314.100000000035,-17510.099999999977,2,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,10
26,541871,515510.6632,522765.7708,7255.107599999988,-19105.2292,4,FUSE0,7,FUSE1,7,FUSE2,8,4,4,19,19
27,101759,81760.0,86840.7,5080.699999999997,-14918.300000000003,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
28,312043,291960.0,298295.5,6335.5,-13747.5,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,11,11
29,137182,120494.2,125974.7,5480.5,-11207.300000000003,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
30,174263,160482.8,166050.7,5567.900000000023,-8212.299999999988,4,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,6
31,106310,84827.4,90145.9,5318.5,-16164.100000000006,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,4,4
32,527141,500795.8632,508326.9708,7531.107599999988,-18814.02919999999,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,19,18
33,499150,479270.0,489357.7708,10087.770799999998,-9792.229200000002,1,FUSE0,7,FUSE1,7,FUSE2,7,4,4,18,17
34,525427,499294.0,506858.1708,7564.170800000022,-18568.82919999998,3,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,18
35,309227,290338.8,296859.1,6520.299999999988,-12367.900000000023,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,11,11
36,66493,43972.6,48621.5,4648.9000000000015,-17871.5,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
37,319267,304104.8,311359.9,7255.100000000035,-7907.099999999977,1,FUSE0,9,FUSE1,9,FUSE2,8,3,3,12,11
38,313942,293492.2,302361.1,8868.899999999965,-11580.900000000023,5,FUSE0,8,FUSE1,8,FUSE2,8,3,3,11,11
39,120593,100153.4,105533.9,5380.5,-15059.100000000006,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,4,4
40,560346,537723.0632,545159.7708,7436.707600000082,-15186.229199999943,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,20,19
41,260238,242748.0,249106.7,6358.700000000012,-11131.299999999988,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
42,148878,132578.8,138027.9,5449.100000000006,-10850.100000000006,1,FUSE0,9,FUSE1,9,FUSE2,9,2,1,6,5
43,320031,307166.4,314297.5,7131.099999999977,-5733.5,2,FUSE0,8,FUSE1,8,FUSE2,8,3,3,12,11
44,283866,262558.4,269082.7,6524.299999999988,-14783.299999999988,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,10,10
45,180557,169515.4,175195.9,5680.5,-5361.100000000006,2,FUSE0,10,FUSE1,9,FUSE2,10,2,2,7,7
46,178506,166315.6,173421.5,7105.899999999994,-5084.5,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,7,7
47,45045,24753.2,29106.3,4353.0999999999985,-15938.7,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,2
48,128166,111379.8,116764.7,5384.899999999994,-11401.300000000003,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
49,321875,311864.0,318947.5,7083.5,-2927.5,1,FUSE0,8,FUSE1,8,FUSE2,7,3,3,12,12
50,446235,425268.0,435198.9077,9930.907699999982,-11036.092300000018,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,16,16
51,558669,534728.0632,541948.9708,7220.907600000035,-16720.02919999999,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,20,19
52,494446,473184.8,480361.7077,7176.90770000004,-14084.292299999972,1,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,17
53,391094,385472.8554,393020.3,7547.444599999988,1926.2999999999884,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,14
54,515218,489938.2708,496793.3708,6855.099999999977,-18424.629200000025,1,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,18
55,173677,159046.4,164581.9,5535.5,-9095.100000000006,2,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,6
56,200143,189287.4,195081.9,5794.5,-5061.100000000006,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,7
57,381851,376261.6,384242.7,7981.100000000035,2391.7000000000116,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,14,14
58,188346,178947.6,184500.3,5552.6999999999825,-3845.7000000000116,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
59,13312,3621.4,7962.7,4341.299999999999,-5349.3,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
60,158630,150777.6,156321.1,5543.5,-2308.899999999994,3,FUSE0,8,FUSE1,7,FUSE2,7,2,2,6,6
61,445663,423711.6,434344.1077,10632.507700000016,-11318.892300000007,4,FUSE0,9,FUSE1,9,FUSE2,8,4,4,16,16
62,266649,249094.0,255593.1,6499.100000000006,-11055.899999999994,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,10,9
63,61895,40825.0,45468.7,4643.699999999997,-16426.300000000003,1,FUSE0,7,FUSE1,8,FUSE2,8,1,1,2,2
