unit_id,order_id,variant,station_index,station_name,arrival_time_s,start_time_s,finish_time_s,process_time_s,base_process_time_s,wait_time_s,queue_length_on_arrival
U7453,299,FUSE0,1,Station 1: Bottom cover,0.0,0.0,6.6,6.6,6.6,0.0,0
U7454,299,FUSE0,2,Station 1.1: Bottom cover,0.0,0.0,6.6,6.6,6.6,0.0,0
U7455,299,FUSE0,1,Station 1: Bottom cover,0.0,6.6,13.2,6.6,6.6,6.6,0
U7456,299,FUSE0,2,Station 1.1: Bottom cover,0.0,6.6,13.2,6.6,6.6,6.6,0
U7457,299,FUSE0,1,Station 1: Bottom cover,0.0,13.2,19.8,6.6,6.6,13.2,1
U7458,299,FUSE0,2,Station 1.1: Bottom cover,0.0,13.2,19.8,6.6,6.6,13.2,1
U7459,299,FUSE0,1,Station 1: Bottom cover,0.0,19.8,26.4,6.6,6.6,19.8,2
U7460,299,FUSE0,2,Station 1.1: Bottom cover,0.0,19.8,26.4,6.6,6.6,19.8,2
U7461,299,FUSE1,1,Station 1: Bottom cover,0.0,26.4,33.0,6.6,6.6,26.4,3
U7462,299,FUSE1,2,Station 1.1: Bottom cover,0.0,26.4,33.0,6.6,6.6,26.4,3
U7463,299,FUSE1,1,Station 1: Bottom cover,0.0,33.0,39.6,6.6,6.6,33.0,4
U7464,299,FUSE1,2,Station 1.1: Bottom cover,0.0,33.0,39.6,6.6,6.6,33.0,4
U7465,299,FUSE1,1,Station 1: Bottom cover,0.0,39.6,46.2,6.6,6.6,39.6,5
U7466,299,FUSE1,2,Station 1.1: Bottom cover,0.0,39.6,46.2,6.6,6.6,39.6,5
U7453,299,FUSE0,3,Station 2: Drill station,45.6,45.6,56.0,10.4,10.4,0.0,0
U7467,299,FUSE1,1,Station 1: Bottom cover,0.0,46.2,52.8,6.6,6.6,46.2,6
U7468,299,FUSE1,2,Station 1.1: Bottom cover,0.0,46.2,52.8,6.6,6.6,46.2,6
U7469,299,FUSE2,1,Station 1: Bottom cover,0.0,52.8,59.4,6.6,6.6,52.8,7
U7470,299,FUSE2,2,Station 1.1: Bottom cover,0.0,52.8,59.4,6.6,6.6,52.8,7
U7471,299,FUSE2,1,Station 1: Bottom cover,0.0,59.4,66.0,6.6,6.6,59.4,8
U7472,299,FUSE2,2,Station 1.1: Bottom cover,0.0,59.4,66.0,6.6,6.6,59.4,8
U7454,299,FUSE0,3,Station 2: Drill station,65.6,65.6,76.0,10.4,10.4,0.0,0
U7473,299,FUSE2,1,Station 1: Bottom cover,0.0,66.0,72.6,6.6,6.6,66.0,9
U7474,299,FUSE2,2,Station 1.1: Bottom cover,0.0,66.0,72.6,6.6,6.6,66.0,9
U7455,299,FUSE0,4,Station 2.1: Drill station,72.2,72.2,82.6,10.4,10.4,0.0,0
U7475,299,FUSE2,1,Station 1: Bottom cover,0.0,72.6,79.2,6.6,6.6,72.6,10
U6528,262,FUSE0,2,Station 1.1: Bottom cover,0.0,72.6,79.2,6.6,6.6,72.6,10
U7456,299,FUSE0,3,Station 2: Drill station,72.2,76.0,86.4,10.4,10.4,3.8,0
U6529,262,FUSE0,1,Station 1: Bottom cover,0.0,79.2,85.8,6.6,6.6,79.2,11
U6530,262,FUSE0,2,Station 1.1: Bottom cover,0.0,79.2,85.8,6.6,6.6,79.2,11
U7457,299,FUSE0,4,Station 2.1: Drill station,78.8,82.6,93.0,10.4,10.4,3.8,0
U6531,262,FUSE0,1,Station 1: Bottom cover,0.0,85.8,92.4,6.6,6.6,85.8,12
U6532,262,FUSE0,2,Station 1.1: Bottom cover,0.0,85.8,92.4,6.6,6.6,85.8,12
U7458,299,FUSE0,3,Station 2: Drill station,78.8,86.4,96.8,10.4,10.4,7.6,0
U6533,262,FUSE0,1,Station 1: Bottom cover,0.0,92.4,99.0,6.6,6.6,92.4,13
U6534,262,FUSE0,2,Station 1.1: Bottom cover,0.0,92.4,99.0,6.6,6.6,92.4,13
U7459,299,FUSE0,4,Station 2.1: Drill station,85.4,93.0,103.4,10.4,10.4,7.6,0
U7453,299,FUSE0,5,Station 3: Robot cell,95.0,95.0,338.6,243.6,243.6,0.0,0
U7460,299,FUSE0,3,Station 2: Drill station,85.4,96.8,107.2,10.4,10.4,11.4,1
U6535,262,FUSE0,1,Station 1: Bottom cover,0.0,99.0,105.6,6.6,6.6,99.0,14
U6536,262,FUSE1,2,Station 1.1: Bottom cover,0.0,99.0,105.6,6.6,6.6,99.0,14
U7461,299,FUSE1,4,Station 2.1: Drill station,92.0,103.4,113.8,10.4,10.4,11.4,1
U6537,262,FUSE1,1,Station 1: Bottom cover,0.0,105.6,112.2,6.6,6.6,105.6,15
U6538,262,FUSE1,2,Station 1.1: Bottom cover,0.0,105.6,112.2,6.6,6.6,105.6,15
U7462,299,FUSE1,3,Station 2: Drill station,92.0,107.2,117.6,10.4,10.4,15.2,1
U6539,262,FUSE1,1,Station 1: Bottom cover,0.0,112.2,118.8,6.6,6.6,112.2,16
U6540,262,FUSE1,2,Station 1.1: Bottom cover,0.0,112.2,118.8,6.6,6.6,112.2,16
U7463,299,FUSE1,4,Station 2.1: Drill station,98.6,113.8,124.2,10.4,10.4,15.2,1
U7464,299,FUSE1,3,Station 2: Drill station,98.6,117.6,128.0,10.4,10.4,19.0,1
U6541,262,FUSE1,1,Station 1: Bottom cover,0.0,118.8,125.4,6.6,6.6,118.8,17
U6542,262,FUSE1,2,Station 1.1: Bottom cover,0.0,118.8,125.4,6.6,6.6,118.8,17
U7465,299,FUSE1,4,Station 2.1: Drill station,105.2,124.2,134.6,10.4,10.4,19.0,1
U6543,262,FUSE1,1,Station 1: Bottom cover,0.0,125.4,132.0,6.6,6.6,125.4,18
U6544,262,FUSE2,2,Station 1.1: Bottom cover,0.0,125.4,132.0,6.6,6.6,125.4,18
U7466,299,FUSE1,3,Station 2: Drill station,105.2,128.0,138.4,10.4,10.4,22.8,2
U6545,262,FUSE2,1,Station 1: Bottom cover,0.0,132.0,138.6,6.6,6.6,132.0,19
U6546,262,FUSE2,2,Station 1.1: Bottom cover,0.0,132.0,138.6,6.6,6.6,132.0,19
U7467,299,FUSE1,4,Station 2.1: Drill station,111.8,134.6,145.0,10.4,10.4,22.8,2
U7454,299,FUSE0,6,Station 3.1: Robot cell,135.0,135.0,378.6,243.6,243.6,0.0,0
U7468,299,FUSE1,3,Station 2: Drill station,111.8,138.4,148.8,10.4,10.4,26.6,2
U6547,262,FUSE2,1,Station 1: Bottom cover,0.0,138.6,145.2,6.6,6.6,138.6,20
U6548,262,FUSE2,2,Station 1.1: Bottom cover,0.0,138.6,145.2,6.6,6.6,138.6,20
U7469,299,FUSE2,4,Station 2.1: Drill station,118.4,145.0,155.4,10.4,10.4,26.6,2
U6549,262,FUSE2,1,Station 1: Bottom cover,0.0,145.2,151.8,6.6,6.6,145.2,21
U6550,262,FUSE2,2,Station 1.1: Bottom cover,0.0,145.2,151.8,6.6,6.6,145.2,21
U7470,299,FUSE2,3,Station 2: Drill station,118.4,148.8,159.2,10.4,10.4,30.4,2
U6551,262,FUSE2,1,Station 1: Bottom cover,0.0,151.8,158.4,6.6,6.6,151.8,22
U6552,262,FUSE2,2,Station 1.1: Bottom cover,0.0,151.8,158.4,6.6,6.6,151.8,22
U7471,299,FUSE2,4,Station 2.1: Drill station,125.0,155.4,165.8,10.4,10.4,30.4,2
U7472,299,FUSE2,3,Station 2: Drill station,125.0,159.2,169.6,10.4,10.4,34.2,3
U7473,299,FUSE2,4,Station 2.1: Drill station,131.6,165.8,176.2,10.4,10.4,34.2,3
U7474,299,FUSE2,3,Station 2: Drill station,131.6,169.6,180.0,10.4,10.4,38.0,3
U7475,299,FUSE2,4,Station 2.1: Drill station,138.2,176.2,186.6,10.4,10.4,38.0,3
U6528,262,FUSE0,3,Station 2: Drill station,138.2,180.0,190.4,10.4,10.4,41.8,4
U7455,299,FUSE0,7,Station 3.2: Robot cell,181.6,181.6,425.2,243.6,243.6,0.0,0
U7456,299,FUSE0,8,Station 3.3: Robot cell,185.4,185.4,429.0,243.6,243.6,0.0,0
U6529,262,FUSE0,4,Station 2.1: Drill station,144.8,186.6,197.0,10.4,10.4,41.8,4
U6530,262,FUSE0,3,Station 2: Drill station,144.8,190.4,200.8,10.4,10.4,45.6,4
U6531,262,FUSE0,4,Station 2.1: Drill station,151.4,197.0,207.4,10.4,10.4,45.6,4
U6532,262,FUSE0,3,Station 2: Drill station,151.4,200.8,211.2,10.4,10.4,49.4,4
U6533,262,FUSE0,4,Station 2.1: Drill station,158.0,207.4,217.8,10.4,10.4,49.4,4
U6534,262,FUSE0,3,Station 2: Drill station,158.0,211.2,221.6,10.4,10.4,53.2,5
U6535,262,FUSE0,4,Station 2.1: Drill station,164.6,217.8,228.2,10.4,10.4,53.2,5
U6536,262,FUSE1,3,Station 2: Drill station,164.6,221.6,232.0,10.4,10.4,57.0,5
U6537,262,FUSE1,4,Station 2.1: Drill station,171.2,228.2,238.6,10.4,10.4,57.0,5
U6538,262,FUSE1,3,Station 2: Drill station,171.2,232.0,242.4,10.4,10.4,60.8,5
U7457,299,FUSE0,9,Station 3.4: Robot cell,232.0,232.0,475.6,243.6,243.6,0.0,0
