kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2901
produced_units_fuse1,2897
produced_units_fuse2,2966
makespan_seconds,498827.1822
average_cycle_time_seconds,56.7864
cycle_time_from_1_over_throughput_rate_seconds,56.9178
throughput_rate_per_second,0.017569
throughput_rate_per_hour,63.2492
average_throughput_time_seconds,1719.5408
average_active_throughput_time_seconds,1719.5358
average_throughput_efficiency,0.534826
total_wait_time_seconds,4077975.1362
average_cycle_time_seconds_fuse0,171.2583
Active_average_cycle_time_seconds_fuse0,169.8248
global_average_cycle_time_seconds_fuse0,169.8248
average_cycle_time_seconds_fuse1,171.416
Active_average_cycle_time_seconds_fuse1,170.6541
global_average_cycle_time_seconds_fuse1,170.6541
average_cycle_time_seconds_fuse2,167.4191
Active_average_cycle_time_seconds_fuse2,166.5802
global_average_cycle_time_seconds_fuse2,166.5802
utilization_overall_station_1_bottom_cover,0.800953
utilization_active_window_station_1_bottom_cover,0.803174
max_queue_station_1_bottom_cover,14
average_queue_station_1_bottom_cover,0.116263
average_wait_station_1_bottom_cover_seconds,26.2714
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.796853
utilization_active_window_station_1_1_bottom_cover,0.798963
max_queue_station_1_1_bottom_cover,13
average_queue_station_1_1_bottom_cover,0.039883
average_wait_station_1_1_bottom_cover_seconds,8.7358
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.844249
utilization_active_window_station_2_drill_station,0.846364
max_queue_station_2_drill_station,24
average_queue_station_2_drill_station,0.208528
average_wait_station_2_drill_station_seconds,110.0079
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.858623
utilization_active_window_station_2_1_drill_station,0.860878
max_queue_station_2_1_drill_station,27
average_queue_station_2_1_drill_station,0.463787
average_wait_station_2_1_drill_station_seconds,264.2358
availability_station_2_1_drill_station,1.0
utilization_overall_station_2_2_drill_station,0.840432
utilization_active_window_station_2_2_drill_station,0.842847
max_queue_station_2_2_drill_station,18
average_queue_station_2_2_drill_station,0.15477
average_wait_station_2_2_drill_station_seconds,80.5
availability_station_2_2_drill_station,1.0
utilization_overall_station_3_robot_cell,0.846392
utilization_active_window_station_3_robot_cell,0.848492
max_queue_station_3_robot_cell,8
average_queue_station_3_robot_cell,0.151795
average_wait_station_3_robot_cell_seconds,180.3745
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.843564
utilization_active_window_station_3_1_robot_cell,0.845555
max_queue_station_3_1_robot_cell,15
average_queue_station_3_1_robot_cell,0.286805
average_wait_station_3_1_robot_cell_seconds,202.2173
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.848945
utilization_active_window_station_3_2_robot_cell,0.850886
max_queue_station_3_2_robot_cell,20
average_queue_station_3_2_robot_cell,0.328091
average_wait_station_3_2_robot_cell_seconds,280.666
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.838653
utilization_active_window_station_3_3_robot_cell,0.840845
max_queue_station_3_3_robot_cell,5
average_queue_station_3_3_robot_cell,0.022938
average_wait_station_3_3_robot_cell_seconds,89.5803
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.852354
utilization_active_window_station_3_4_robot_cell,0.854538
max_queue_station_3_4_robot_cell,19
average_queue_station_3_4_robot_cell,0.345692
average_wait_station_3_4_robot_cell_seconds,249.8249
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.832732
utilization_active_window_station_4_inspection,0.834345
max_queue_station_4_inspection,18
average_queue_station_4_inspection,0.51143
average_wait_station_4_inspection_seconds,117.9293
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.831967
utilization_active_window_station_4_1_inspection,0.834072
max_queue_station_4_1_inspection,14
average_queue_station_4_1_inspection,0.367287
average_wait_station_4_1_inspection_seconds,96.2332
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.830699
utilization_active_window_station_5_top_cover,0.832855
max_queue_station_5_top_cover,9
average_queue_station_5_top_cover,0.311289
average_wait_station_5_top_cover_seconds,134.7604
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.830617
utilization_active_window_station_5_1_top_cover,0.832269
max_queue_station_5_1_top_cover,14
average_queue_station_5_1_top_cover,0.351901
average_wait_station_5_1_top_cover_seconds,139.6872
availability_station_5_1_top_cover,1.0
utilization_overall_station_5_2_top_cover,0.83293
utilization_active_window_station_5_2_top_cover,0.834467
max_queue_station_5_2_top_cover,14
average_queue_station_5_2_top_cover,0.189844
average_wait_station_5_2_top_cover_seconds,111.4695
availability_station_5_2_top_cover,1.0
utilization_overall_station_6_packaging,0.820793
utilization_active_window_station_6_packaging,0.82276
max_queue_station_6_packaging,19
average_queue_station_6_packaging,0.195379
average_wait_station_6_packaging_seconds,72.7427
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.818015
utilization_active_window_station_6_1_packaging,0.819453
max_queue_station_6_1_packaging,2
average_queue_station_6_1_packaging,0.139076
average_wait_station_6_1_packaging_seconds,57.2632
availability_station_6_1_packaging,1.0
order_qty_fuse0,2901
order_qty_fuse1,2897
order_qty_fuse2,2966
