station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,516347.7,34,1.033546,121.8035,533743.1,4382,0.944632,0.952189,,
2,Station 1.1: Bottom cover,491660.4,0.0,516384.9,34,0.985395,116.3059,509652.3,4382,0.944632,0.95212,,
3,Station 2: Drill station,516609.6,151.2,516760.8,13,6.766598,1286.7867,3759990.6,2922,0.992567,1.0,,
4,Station 2.1: Drill station,516432.8,191.2,516651.6,13,6.700787,1274.8893,3723951.6,2921,0.992228,0.999947,,
5,Station 2.2: Drill station,516432.8,303.4,516736.2,13,6.729887,1281.0266,3741878.6,2921,0.992228,1.0,,
6,Station 3: Robot cell,519071.6,367.0,519503.2,9,3.881279,1292.9341,2265220.6,1752,0.997297,0.999876,,
7,Station 3.1: Robot cell,519240.4,447.0,519758.2,8,3.795325,1268.9759,2225783.8,1754,0.997622,0.999864,,
8,Station 3.2: Robot cell,519076.8,599.2,519719.2,9,3.74245,1251.2043,2195863.6,1755,0.997307,0.999917,,
9,Station 3.3: Robot cell,518702.4,603.8,519608.0,8,3.66153,1229.4813,2154051.2,1752,0.996588,0.999419,,
10,Station 3.4: Robot cell,518423.6,800.6,519427.2,8,3.604226,1210.8957,2120278.4,1751,0.996052,0.999609,,
11,Station 4: Inspection,515911.2,649.6,519957.4,2,0.325735,94.2807,413609.4,4387,0.991225,0.993459,,
12,Station 4.1: Inspection,514735.2,966.4,519935.8,2,0.290382,88.8503,388897.6,4377,0.988966,0.991841,,
13,Station 5: Top cover,509716.8,1300.2,520283.2,0,0.0,7.7631,22637.2,2916,0.979324,0.982145,,
14,Station 5.1: Top cover,510590.8,1015.8,520145.6,0,0.0,7.8875,23039.4,2921,0.981003,0.983551,,
15,Station 5.2: Top cover,511639.6,878.2,520240.0,0,0.0,8.5147,24922.4,2927,0.983018,0.985131,,
16,Station 6: Packaging,507848.0,1448.8,520433.0,0,0.0,37.1084,162460.6,4378,0.975733,0.978542,,
17,Station 6.1: Packaging,508776.0,1092.0,520478.2,0,0.0,37.2382,163326.8,4386,0.977516,0.979572,,
