order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,0.0,7558.2,7558.2,-5552.8,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,17686.3,24226.2,6539.9000000000015,-1519.7999999999993,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,1
3,15346,6178.3,14211.0,8032.7,-1135.0,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,312778.14,321798.1997,9020.059699999983,-2095.8003000000026,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,12
5,9710,0.0,4383.0,4383.0,-5327.0,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,70791.9,76616.7484,5824.848400000003,-12222.251600000003,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
7,96008,74627.6484,80669.0,6041.3515999999945,-15339.0,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,3
8,452803,445334.7775,452611.4775,7276.699999999953,-191.52250000002095,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,16
9,255134,242512.7262,249325.4262,6812.6999999999825,-5808.573800000013,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
10,204323,195197.8975,208571.0262,13373.128700000001,4248.026199999993,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,8
11,262355,249766.7262,257621.8262,7855.100000000006,-4733.17379999999,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,9
12,537821,523196.5681,531707.3681,8510.799999999988,-6113.631900000037,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,19
13,408074,397507.9775,406469.2761,8961.298600000038,-1604.7238999999827,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,15
14,106927,85543.1,98396.3094,12853.209399999992,-8530.690600000002,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
15,197946,185560.121,194702.5975,9142.47649999999,-3243.4024999999965,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,7
16,131233,114337.6094,123110.3094,8772.699999999997,-8122.690600000002,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,5
17,247862,235066.4899,242017.4262,6950.936300000001,-5844.573800000013,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,9
