station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,517658.2394,0.0,567683.8,34,1.041827,130.6263,612114.6627,4686,0.909352,0.911878,,
2,Station 1.1: Bottom cover,516855.4811,0.0,567571.6,34,0.896647,114.7369,537312.9727,4683,0.907942,0.910644,,
3,Station 2: Drill station,543920.1751,151.2,567886.0,12,2.239192,467.8765,1482700.6475,3169,0.955485,0.958053,,
4,Station 2.1: Drill station,550006.6051,191.2,567953.6,35,3.362287,715.0788,2263939.5925,3166,0.966177,0.968727,,
5,Station 2.2: Drill station,542102.7067,303.4,567861.4,22,2.401203,505.3496,1595894.1578,3158,0.952293,0.955149,,
6,Station 3: Robot cell,547216.8,367.0,568230.4,10,1.640123,633.7221,1241461.6886,1959,0.961276,0.963642,,
7,Station 3.1: Robot cell,547730.6081,447.0,568322.6,11,1.850207,717.2759,1388646.2361,1936,0.962179,0.964526,,
8,Station 3.2: Robot cell,549295.1364,599.2,568471.4,16,4.361856,1483.2261,2877458.6056,1940,0.964927,0.967287,,
9,Station 3.3: Robot cell,548079.0039,603.8,568323.0,17,3.978317,1367.3541,2648564.9877,1937,0.962791,0.965405,,
10,Station 3.4: Robot cell,550542.5796,800.6,568166.2,24,10.198563,3225.2136,6285941.3123,1949,0.967119,0.970349,,
11,Station 4: Inspection,542065.3538,649.6,568739.8,11,1.525165,237.3466,1117665.3261,4709,0.952227,0.954189,,
12,Station 4.1: Inspection,537960.0578,966.4,568559.6,9,1.426461,225.6704,1054106.5227,4671,0.945015,0.947792,,
13,Station 5: Top cover,535363.9776,1300.2,569065.6,9,1.325818,323.5652,1018906.68,3149,0.940455,0.942932,,
14,Station 5.1: Top cover,537530.6281,1015.8,569021.8,10,1.2024,298.1501,944241.4996,3167,0.944261,0.946347,,
15,Station 5.2: Top cover,536831.2369,878.2,568949.4713,10,1.525584,354.0471,1120913.0419,3166,0.943032,0.945007,,
16,Station 6: Packaging,528403.0965,1448.8,569216.8,4,0.658798,132.1153,615657.3456,4660,0.928227,0.930667,,
17,Station 6.1: Packaging,535703.8854,1092.0,569260.6,17,1.336657,213.0825,1004470.7358,4714,0.941052,0.942861,,
