order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,5437.9,9242.6,3804.7000000000007,-3868.3999999999996,-0.008596444444444445,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,21416.7666,24967.0666,3550.2999999999993,-778.9334000000017,-0.0006119878769252165,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,1
3,15346,11390.7,14573.4,3182.699999999999,-772.6000000000004,-0.00021461111111111122,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,335807.3095,339258.5095,3451.2000000000116,15364.509499999986,672.811280972964,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,2
5,9710,0.0,6044.6,6044.6,-3665.3999999999996,-0.0010181666666666668,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,69540.2666,73195.0666,3654.800000000003,-15643.933399999994,-0.03476429644444443,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
7,96008,52480.5666,55945.0666,3464.5,-40062.9334,-0.12442144786173163,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,2
8,452803,448316.5468,451756.6468,3440.0999999999767,-1046.3532000000123,-0.0002906536666666701,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,1
9,255134,254891.365,265500.565,10609.200000000012,10366.565000000002,154.86109127240266,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,5
10,204323,198889.565,202458.265,3568.7000000000116,-1864.734999999986,-0.00146507418179543,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,3
11,262355,275658.665,279300.865,3642.2000000000116,16945.86499999999,265.3632512682633,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,5
12,537821,503326.4468,506586.0468,3259.600000000035,-31234.95319999999,-0.024540496908627165,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,3
13,408074,373003.0095,376242.9095,3239.9000000000233,-31831.09049999999,-0.045944221671935834,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,4
14,106927,103770.965,107000.565,3229.600000000006,73.56500000000233,1.0222582612695597,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
15,197946,204804.365,208441.765,3637.4000000000233,10495.765000000014,156.93528579858284,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,3
16,131233,141834.465,145341.065,3506.600000000006,14108.065000000002,216.46042057650328,1,FUSE0,9,FUSE1,9,FUSE2,8,1,2,5,1
17,247862,243379.565,246838.465,3458.899999999994,-1023.5350000000035,-0.0008041650436464172,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,4
18,220782,209415.465,215171.165,5755.700000000012,-5610.834999999992,-0.0015585652777777754,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,3
19,48749,46208.0666,52565.2666,6357.200000000004,3816.2666000000027,54.43354944524259,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
20,217663,223732.965,226960.865,3227.899999999994,9297.86499999999,137.84601419329957,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,8,3
21,463214,451296.5468,454621.0468,3324.5,-8592.953199999989,-0.006751261642376263,2,FUSE0,9,FUSE1,9,FUSE2,9,4,4,17,1
22,564753,534235.7468,537741.8374,3506.090599999996,-27011.16260000004,-0.021221973602436096,2,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,4
23,349665,361873.0095,364974.9095,3101.9000000000233,15309.909500000009,236.93634380460858,1,FUSE0,8,FUSE1,7,FUSE2,8,3,3,13,3
24,476101,472566.7468,476261.4468,3694.6999999999534,160.44679999997607,2.230912568340404,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,17,2
25,294610,298958.3412,302365.1412,3406.7999999999884,7755.141200000013,321.6630057507165,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,11,1
26,541871,504756.5468,507765.2468,3008.7000000000116,-34105.75319999998,-0.07579056266666662,4,FUSE0,7,FUSE1,7,FUSE2,8,4,4,19,3
