unit_id,orderID,variant,first_arrival_time_s,start_time_s,completion_time_s,flow_time_s,active_flow_time_s,time_spent_producing,throughput_efficiency,Attempts,route_taken
U7925,317,FUSE0,0.0,0.0,1208.0,1208.0,1208.0,941.0,0.778974,1,p:1.1.1.1.3.2
U7926,317,FUSE0,0.0,0.0,1365.6,1365.6,1365.6,941.0,0.689074,1,p:2.2.2.1.2.2
U7927,317,FUSE0,0.0,112.2,1647.2,1647.2,1647.2,941.0,0.571272,1,p:1.3.3.1.3.2
U7928,317,FUSE0,0.0,112.2,1564.8,1564.8,1564.8,941.0,0.601355,1,p:2.1.4.2.2.1
U7929,317,FUSE0,0.0,224.4,1481.6,1481.6,1481.6,941.0,0.635124,1,p:1.2.1.1.3.2
U7930,317,FUSE0,0.0,224.4,1739.6,1739.6,1739.6,941.0,0.540929,1,p:2.3.2.2.2.1
U7931,317,FUSE0,0.0,336.6,1822.0,1822.0,1822.0,941.0,0.516465,1,p:1.1.5.1.3.2
U7932,317,FUSE0,0.0,336.6,1914.4,1914.4,1914.4,941.0,0.491538,1,p:2.2.3.2.2.1
U7933,317,FUSE1,0.0,448.8,1996.8,1996.8,1996.8,1003.0,0.502304,1,p:1.3.1.1.3.2
U7934,317,FUSE1,0.0,448.8,2089.2,2089.2,2089.2,1003.0,0.480088,1,p:2.1.4.2.2.1
U7935,317,FUSE1,0.0,561.0,2171.6,2171.6,2171.6,1003.0,0.461871,1,p:1.2.2.1.3.2
U7936,317,FUSE1,0.0,561.0,2264.0,2264.0,2264.0,1003.0,0.443021,1,p:2.3.3.1.2.1
U7937,317,FUSE1,0.0,673.2,2346.4,2346.4,2346.4,1003.0,0.427463,1,p:1.1.5.2.3.2
U7938,317,FUSE1,0.0,673.2,2438.8,2438.8,2438.8,1003.0,0.411268,1,p:2.2.1.1.2.1
U7939,317,FUSE1,0.0,785.4,2521.2,2521.2,2521.2,1003.0,0.397826,1,p:1.3.2.2.3.2
U7940,317,FUSE1,0.0,785.4,2613.6,2613.6,2613.6,1003.0,0.383762,1,p:2.1.4.1.2.1
U7941,317,FUSE2,0.0,897.6,2729.6,2729.6,2729.6,1035.4,0.379323,1,p:1.2.3.1.3.1
U7942,317,FUSE2,0.0,897.6,2637.2,2637.2,2637.2,1035.4,0.392613,1,p:2.3.5.1.1.2
U7943,317,FUSE2,0.0,1009.8,2768.4,2768.4,2768.4,1035.4,0.374007,1,p:1.1.1.2.2.2
U7944,317,FUSE2,0.0,1009.8,2890.8,2890.8,2890.8,1035.4,0.358171,1,p:2.2.2.2.3.1
U7945,317,FUSE2,0.0,1122.0,3000.4,3000.4,3000.4,1035.4,0.345087,1,p:1.3.4.1.2.2
U7946,317,FUSE2,0.0,1122.0,3116.4,3116.4,3116.4,1035.4,0.332242,1,p:2.1.3.2.3.2
U7948,317,FUSE2,0.0,1234.2,2884.4,2884.4,2884.4,1035.4,0.358965,1,p:2.3.1.1.1.2
U7947,317,FUSE2,0.0,1234.2,3210.2,3210.2,3210.2,1035.4,0.322534,1,p:1.2.5.2.2.1
U6153,246,FUSE0,0.0,1346.4,3094.2,3094.2,3094.2,941.0,0.304117,1,p:2.2.4.2.1.1
U6154,246,FUSE0,0.0,1458.6,3442.2,3442.2,3442.2,941.0,0.273372,1,p:1.3.3.1.2.1
U6155,246,FUSE0,0.0,1458.6,3543.0,3543.0,3543.0,941.0,0.265594,1,p:2.1.2.2.2.2
U6156,246,FUSE0,0.0,1570.8,3249.0,3249.0,3249.0,941.0,0.289628,1,p:1.2.5.1.1.2
U6157,246,FUSE0,0.0,1570.8,3558.2,3558.2,3558.2,941.0,0.26446,1,p:2.3.1.2.3.1
U6158,246,FUSE0,0.0,1683.0,3659.0,3659.0,3659.0,941.0,0.257174,1,p:1.1.4.1.3.2
U6159,246,FUSE0,1239.3,1795.2,3427.0,2187.7,2187.7,941.0,0.430132,1,p:1.3.3.2.1.2
U6160,246,FUSE1,1396.9,1907.4,3891.0,2494.1,2494.1,1003.0,0.402149,1,p:1.2.5.1.2.2
U6161,246,FUSE1,1512.9,2019.6,3682.2,2169.3,2169.3,1003.0,0.462361,1,p:1.1.4.2.1.1
U6162,246,FUSE1,1596.1,2131.8,4012.0,2415.9,2415.9,1003.0,0.415166,1,p:1.3.2.2.2.1
U6163,246,FUSE1,1678.5,1683.0,3798.2,2119.7,2119.7,1003.0,0.47318,1,p:2.2.1.2.3.1
U6164,246,FUSE1,1770.9,2244.0,4123.0,2352.1,2352.1,1003.0,0.426427,1,p:1.1.3.1.1.2
U6165,246,FUSE1,1853.3,1853.3,3775.0,1921.7,1921.7,1003.0,0.521934,1,p:2.1.2.1.2.2
U6166,246,FUSE1,1945.7,1965.5,4128.0,2182.3,2182.3,1003.0,0.459607,1,p:2.3.1.1.3.1
U6167,246,FUSE1,2028.1,2077.7,4239.0,2210.9,2210.9,1003.0,0.453661,1,p:2.1.5.2.2.2
U6168,246,FUSE2,2120.5,2356.2,4289.2,2168.7,2168.7,1035.4,0.477429,1,p:1.3.4.1.3.1
U6169,246,FUSE2,2202.9,2202.9,4007.0,1804.1,1804.1,1035.4,0.573915,1,p:2.2.3.1.3.2
U6170,246,FUSE2,2295.3,2315.1,4471.0,2175.7,2175.7,1035.4,0.475893,1,p:2.2.1.1.3.2
U6171,246,FUSE2,2377.7,2427.3,4540.6,2162.9,2162.9,1035.4,0.478709,1,p:2.1.2.2.1.1
U6172,246,FUSE2,2470.1,2470.1,4405.2,1935.1,1935.1,1035.4,0.535063,1,p:1.2.2.2.2.1
U6173,246,FUSE2,2552.5,2552.5,4587.0,2034.5,2034.5,1035.4,0.508921,1,p:2.3.5.2.2.2
U6174,246,FUSE2,2644.9,2644.9,4819.0,2174.1,2174.1,1035.4,0.476243,1,p:1.1.3.1.2.2
U6175,246,FUSE2,2668.5,2668.5,4834.6,2166.1,2166.1,1035.4,0.478002,1,p:2.2.5.1.3.1
U8152,326,FUSE0,2760.9,2760.9,4355.0,1594.1,1594.1,941.0,0.590302,1,p:1.3.4.1.1.2
U8153,326,FUSE0,2799.7,2799.7,5303.4,2503.7,2503.7,941.0,0.375844,1,p:2.1.2.2.2.1
U8154,326,FUSE0,2915.7,2915.7,5167.0,2251.3,2251.3,941.0,0.417981,1,p:1.2.2.1.2.2
U8155,326,FUSE0,2922.1,2922.1,4703.0,1780.9,1780.9,941.0,0.528385,1,p:2.3.1.2.3.2
E001,364,FUSE0,3031.7,3031.7,4718.6,1686.9,1686.9,941.0,0.557828,1,p:1.1.1.1.1.1
E002,364,FUSE0,3125.5,3125.5,4950.6,1825.1,1825.1,941.0,0.515588,1,p:2.2.4.2.2.1
E003,364,FUSE0,3147.7,3147.7,5051.0,1903.3,1903.3,941.0,0.494404,1,p:1.3.3.2.3.2
E004,364,FUSE0,3241.5,3241.5,5540.2,2298.7,2298.7,941.0,0.409362,1,p:2.2.2.1.3.1
E005,364,FUSE0,3280.3,3280.3,4935.0,1654.7,1654.7,941.0,0.568683,1,p:1.1.5.2.1.2
E006,364,FUSE0,3357.5,3357.5,5187.4,1829.9,1829.9,941.0,0.514236,1,p:2.3.1.1.3.1
E007,364,FUSE0,3458.3,3458.3,5399.0,1940.7,1940.7,941.0,0.484877,1,p:1.2.3.2.3.2
E008,364,FUSE0,3473.5,3473.5,5071.4,1597.9,1597.9,941.0,0.588898,1,p:2.1.4.1.1.1
E009,364,FUSE0,3574.3,3574.3,5424.2,1849.9,1849.9,941.0,0.508676,1,p:1.3.2.1.1.1
E010,364,FUSE1,3589.5,3589.5,5283.0,1693.5,1693.5,1003.0,0.592265,1,p:2.2.1.2.1.2
E011,364,FUSE1,3690.3,3690.3,5747.0,2056.7,2056.7,1003.0,0.487674,1,p:1.1.5.2.3.2
E012,364,FUSE1,3713.5,3713.5,5515.0,1801.5,1801.5,1003.0,0.556758,1,p:2.3.3.1.2.2
E013,364,FUSE1,3806.3,3806.3,5863.0,2056.7,2056.7,1003.0,0.487674,1,p:1.2.2.2.1.2
E014,364,FUSE1,3829.5,3829.5,5631.0,1801.5,1801.5,1003.0,0.556758,1,p:2.1.4.2.2.2
E015,364,FUSE1,3922.3,3922.3,5888.2,1965.9,1965.9,1003.0,0.510199,1,p:1.3.1.2.3.1
E016,364,FUSE1,4038.3,4038.3,5772.2,1733.9,1733.9,1003.0,0.578465,1,p:2.1.3.2.2.1
E017,364,FUSE1,4043.3,4043.3,5656.2,1612.9,1612.9,1003.0,0.621861,1,p:1.2.5.1.1.1
E018,364,FUSE1,4154.3,4154.3,6240.7,2086.4,2086.4,1003.0,0.480732,1,p:2.3.3.2.3.1
E019,364,FUSE1,4159.3,4159.3,6095.0,1935.7,1935.7,1003.0,0.518159,1,p:1.2.4.1.3.2
E020,364,FUSE2,4270.3,4270.3,8835.9,4565.6,4565.6,1035.4,0.226783,1,p:2.1.4.1.1.2
E021,364,FUSE2,4320.5,4320.5,5979.0,1658.5,1658.5,1035.4,0.624299,1,p:1.3.1.1.2.2
E022,364,FUSE2,4386.3,4386.3,6008.7,1622.4,1622.4,1035.4,0.63819,1,p:2.2.5.1.1.1
E023,364,FUSE2,4436.5,4436.5,6124.7,1688.2,1688.2,1035.4,0.613316,1,p:1.3.2.2.2.1
E024,364,FUSE2,4502.3,4502.3,6386.8,1884.5,1884.5,1035.4,0.54943,1,p:2.2.4.1.3.1
E025,364,FUSE2,4571.9,4571.9,6211.0,1639.1,1639.1,1035.4,0.631688,1,p:1.3.1.2.1.2
