unit_seq,order_id,unit_id,variant,route_id
1,239,U5980,FUSE0,p:2.3.1.2.1.2
2,239,U5986,FUSE1,p:2.3.4.1.1.1
3,297,U7434,FUSE2,p:2.1.1.1.3.2
4,297,U7435,FUSE2,p:1.2.3.1.2.1
5,297,U7436,FUSE2,p:2.3.4.1.2.2
6,297,U7438,FUSE2,p:2.2.5.2.3.1
7,297,U7439,FUSE2,p:1.1.3.1.3.2
8,297,U7440,FUSE2,p:2.2.4.1.3.1
9,297,U7441,FUSE2,p:1.1.2.2.2.2
10,297,U7442,FUSE2,p:2.2.1.2.3.1
11,264,U6616,FUSE0,p:1.1.5.2.2.1
12,264,U6617,FUSE0,p:2.2.4.2.2.2
13,264,U6618,FUSE0,p:1.1.2.1.1.2
14,264,U6619,FUSE0,p:2.2.5.1.2.1
15,264,U6620,FUSE0,p:1.1.3.2.1.1
16,264,U6621,FUSE0,p:2.2.2.1.3.2
17,264,U6622,FUSE0,p:1.1.1.2.2.2
18,264,U6623,FUSE1,p:2.2.3.1.1.2
19,264,U6624,FUSE1,p:1.1.2.2.3.1
20,264,U6625,FUSE1,p:2.2.1.1.2.1
21,264,U6626,FUSE1,p:1.1.4.1.3.2
22,264,U6627,FUSE1,p:2.2.2.2.2.1
23,264,U6628,FUSE1,p:1.1.3.1.3.1
24,264,U6629,FUSE1,p:2.2.1.2.1.1
25,264,U6630,FUSE2,p:1.1.4.1.2.2
26,264,U6631,FUSE2,p:2.3.2.2.3.2
27,264,U6632,FUSE2,p:1.2.3.1.1.2
28,264,U6633,FUSE2,p:2.1.1.2.2.1
29,264,U6634,FUSE2,p:1.2.4.1.2.2
30,264,U6635,FUSE2,p:2.1.5.2.3.1
31,264,U6636,FUSE2,p:1.2.2.1.1.2
32,264,U6637,FUSE2,p:2.1.1.2.2.1
33,170,U4237,FUSE0,p:1.2.3.1.3.2
34,170,U4238,FUSE0,p:2.1.4.2.1.1
35,170,U4239,FUSE0,p:1.3.2.1.2.2
36,170,U4240,FUSE0,p:2.2.1.2.3.2
37,170,U4241,FUSE0,p:1.1.3.1.1.2
38,170,U4242,FUSE0,p:2.3.2.1.2.1
39,170,U4243,FUSE0,p:1.2.4.2.3.1
40,170,U4244,FUSE0,p:2.1.1.1.1.1
41,170,U4245,FUSE1,p:1.3.3.1.3.2
42,170,U4246,FUSE1,p:2.2.5.1.1.1
43,170,U4247,FUSE1,p:1.1.2.2.2.2
44,170,U4248,FUSE1,p:2.3.1.2.3.1
45,170,U4249,FUSE1,p:1.2.4.1.2.1
46,170,U4250,FUSE1,p:2.1.3.2.1.2
47,170,U4251,FUSE1,p:1.3.2.1.3.2
48,170,U4252,FUSE1,p:2.2.5.2.1.1
49,170,U4253,FUSE2,p:1.1.1.1.2.1
50,170,U4254,FUSE2,p:2.3.4.1.3.1
51,170,U4255,FUSE2,p:1.2.3.2.1.2
52,170,U4256,FUSE2,p:2.1.2.1.2.2
53,170,U4257,FUSE2,p:1.3.5.1.1.2
54,170,U4258,FUSE2,p:2.2.1.2.3.2
55,170,U4259,FUSE2,p:1.1.4.1.3.1
56,170,U4260,FUSE2,p:2.3.3.1.1.1
57,114,U2847,FUSE0,p:1.2.2.2.2.1
58,114,U2848,FUSE0,p:2.1.5.2.2.2
59,114,U2849,FUSE0,p:1.3.1.1.3.2
60,114,U2850,FUSE0,p:2.2.4.2.1.2
61,114,U2851,FUSE0,p:1.1.2.1.2.1
62,114,U2852,FUSE0,p:2.3.3.2.3.1
63,114,U2853,FUSE0,p:1.2.5.1.1.1
64,114,U2854,FUSE1,p:2.1.1.2.2.2
65,114,U2855,FUSE1,p:1.3.4.1.3.2
66,114,U2856,FUSE1,p:2.2.2.2.1.2
67,114,U2857,FUSE1,p:1.1.3.1.2.1
68,114,U2858,FUSE1,p:2.3.5.2.3.1
69,114,U2859,FUSE1,p:1.2.1.1.1.1
70,114,U2860,FUSE1,p:2.1.4.2.2.2
71,114,U2861,FUSE1,p:1.3.2.1.3.2
72,114,U2862,FUSE2,p:2.2.3.2.1.2
73,114,U2863,FUSE2,p:1.1.5.1.2.1
74,114,U2864,FUSE2,p:2.3.1.2.3.1
75,114,U2865,FUSE2,p:1.2.4.1.1.1
76,114,U2866,FUSE2,p:2.1.2.2.2.2
77,114,U2867,FUSE2,p:1.3.3.1.3.2
78,114,U2868,FUSE2,p:2.2.5.1.2.1
79,114,U2869,FUSE2,p:1.1.1.2.1.2
80,47,U1166,FUSE0,p:2.3.4.2.3.1
81,47,U1167,FUSE0,p:1.2.2.1.1.1
82,47,U1168,FUSE0,p:2.1.3.2.2.2
83,47,U1169,FUSE0,p:1.3.5.1.3.2
84,47,U1170,FUSE0,p:2.2.1.2.1.2
85,47,U1171,FUSE0,p:1.1.4.1.3.2
86,47,U1172,FUSE0,p:2.3.2.2.2.1
87,47,U1173,FUSE0,p:1.2.3.1.1.1
88,47,U1174,FUSE1,p:2.1.5.2.3.1
89,47,U1175,FUSE1,p:1.3.1.1.2.2
90,47,U1176,FUSE1,p:2.2.4.2.1.1
91,47,U1177,FUSE1,p:1.1.2.1.3.2
92,47,U1178,FUSE1,p:2.3.3.2.2.1
93,47,U1179,FUSE1,p:1.2.5.1.1.2
94,47,U1180,FUSE1,p:2.1.1.2.3.1
95,47,U1181,FUSE1,p:1.3.4.1.2.2
96,47,U1182,FUSE2,p:2.2.2.2.1.1
97,47,U1183,FUSE2,p:1.1.3.1.3.2
98,47,U1184,FUSE2,p:2.3.5.1.1.2
99,47,U1185,FUSE2,p:1.2.1.2.2.1
100,47,U1186,FUSE2,p:2.1.4.2.3.1
101,47,U1187,FUSE2,p:1.3.2.1.2.2
102,47,U1188,FUSE2,p:2.2.3.2.1.1
103,154,U3833,FUSE0,p:1.1.5.1.3.2
104,154,U3834,FUSE0,p:2.3.1.2.2.1
105,154,U3835,FUSE0,p:1.2.4.1.1.2
106,154,U3836,FUSE0,p:2.1.2.2.3.1
107,154,U3837,FUSE0,p:1.3.3.1.2.2
