station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,523526.5555,0.0,564002.0,34,0.948772,115.4364,545321.5269,4724,0.925427,0.928235,,
2,Station 1.1: Bottom cover,522792.0949,0.0,563889.8,34,0.622514,77.2738,365196.1048,4726,0.924128,0.927117,,
3,Station 2: Drill station,555271.367,151.2,564384.4,12,3.716911,755.5104,2425943.9567,3211,0.981541,0.984117,,
4,Station 2.1: Drill station,553368.4508,191.2,564319.4,27,7.455566,1405.6633,4507962.1276,3207,0.978177,0.980927,,
5,Station 2.2: Drill station,544297.8882,303.4,564183.0,15,2.662008,552.627,1739669.7963,3148,0.962144,0.965273,,
6,Station 3: Robot cell,560818.7912,367.0,565056.4,20,8.404654,2644.865,5228898.0934,1977,0.991347,0.993146,,
7,Station 3.1: Robot cell,559726.943,447.0,564894.4,18,8.719067,2772.73,5467823.5698,1972,0.989417,0.991637,,
8,Station 3.2: Robot cell,555328.2026,599.2,564680.8,8,2.565682,917.8898,1802735.6275,1964,0.981642,0.984482,,
9,Station 3.3: Robot cell,549381.6656,603.8,564821.2,5,0.825953,388.5028,754472.5008,1942,0.97113,0.973706,,
10,Station 3.4: Robot cell,540311.7536,800.6,564664.4,4,0.789529,369.8581,706428.9634,1910,0.955097,0.958231,,
11,Station 4: Inspection,552295.4462,649.6,565110.2,13,2.736677,380.926,1822730.9202,4785,0.976281,0.978448,,
12,Station 4.1: Inspection,542344.4874,966.4,565233.0,9,0.748188,143.7988,674416.2547,4690,0.958691,0.961149,,
13,Station 5: Top cover,533402.1393,1300.2,565436.0,3,0.161435,65.0513,203090.1774,3122,0.942883,0.945521,,
14,Station 5.1: Top cover,545652.4965,1015.8,565518.8,4,0.228322,82.2948,263837.1989,3206,0.964538,0.966607,,
15,Station 5.2: Top cover,552622.0984,878.2,565347.2,6,0.934836,226.3191,732821.2643,3238,0.976858,0.979012,,
16,Station 6: Packaging,533063.7781,1448.8,565713.8,5,0.118351,48.9916,229329.5448,4681,0.942285,0.944705,,
17,Station 6.1: Packaging,543215.3347,1092.0,565631.0,3,0.108878,52.2825,249701.2368,4776,0.96023,0.962228,,
