order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,226121,177046.6,179934.9,2888.2999999999884,-46186.100000000006,-0.06666389316954745,3,FUSE0,10,FUSE1,10,FUSE2,11,2,2,7,2
2,38362,30146.2,32721.3,2575.0999999999985,-5640.700000000001,-0.0044317524673766215,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
3,160988,126951.2,129411.9,2460.699999999997,-31576.100000000006,-0.00877113888888889,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
4,527034,473823.2,476446.7,2623.5,-50587.29999999999,-0.014052027777777776,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,19,2
5,382999,327480.0,330010.7,2530.7000000000116,-52988.29999999999,-0.11775177777777775,4,FUSE0,9,FUSE1,8,FUSE2,9,3,3,13,2
6,126704,94859.8,97468.3,2608.5,-29235.699999999997,-0.02296973524748394,2,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
7,509862,449764.6,452065.9,2301.3000000000466,-57796.09999999998,-0.016054472222222217,1,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,1
8,400484,349570.4,351826.7,2256.2999999999884,-48657.29999999999,-0.013515916666666664,1,FUSE0,8,FUSE1,8,FUSE2,7,3,3,14,3
9,25485,13900.6,16319.7,2419.1000000000004,-9165.3,-0.0025459166666666664,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,1,1
10,254427,195456.4,198091.9,2635.5,-56335.100000000006,-0.01564863888888889,1,FUSE0,10,FUSE1,9,FUSE2,10,2,2,8,2
11,303521,243211.2,245487.7,2276.5,-58033.29999999999,-0.01612036111111111,1,FUSE0,7,FUSE1,7,FUSE2,8,2,2,10,4
12,153164,117596.8,119854.7,2257.899999999994,-33309.3,-0.009252583333333335,1,FUSE0,8,FUSE1,7,FUSE2,8,1,1,5,5
13,65576,46115.8,48601.1,2485.2999999999956,-16974.9,-0.037722000000000006,4,FUSE0,9,FUSE1,9,FUSE2,8,1,1,2,2
14,165233,131513.4,133994.5,2481.100000000006,-31238.5,-0.04508889096020031,3,FUSE0,8,FUSE1,8,FUSE2,8,2,1,6,5
15,360467,305272.2,307959.9,2687.7000000000116,-52507.09999999998,-0.014585305555555551,1,FUSE0,10,FUSE1,10,FUSE2,10,3,3,12,1
16,504680,445383.2,447957.1,2573.899999999965,-56722.90000000002,-0.17616147261239287,5,FUSE0,9,FUSE1,9,FUSE2,8,4,4,18,1
17,528149,475496.4,477861.3,2364.899999999965,-50287.70000000001,-0.013968805555555559,1,FUSE0,8,FUSE1,8,FUSE2,8,4,4,19,2
18,158177,123869.2,126370.7,2501.5,-31806.300000000003,-0.04590843966731498,3,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
19,443070,392685.2,394860.7,2175.5,-48209.29999999999,-0.03787680327361847,2,FUSE0,7,FUSE1,7,FUSE2,7,4,3,16,4
20,362820,307009.6,309290.1,2280.5,-53529.90000000002,-0.014869416666666673,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,12,1
21,277613,210268.0,212963.7,2695.7000000000116,-64649.29999999999,-0.1436651111111111,4,FUSE0,10,FUSE1,10,FUSE2,10,2,2,9,3
22,348078,293306.2,295787.3,2481.0999999999767,-52290.70000000001,-0.1623966108209004,5,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,1
23,524245,470696.0,473177.1,2481.0999999999767,-51067.90000000002,-0.014185527777777785,1,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,2
24,79138,55867.2,58052.9,2185.7000000000044,-21085.1,-0.06548294015608447,5,FUSE0,7,FUSE1,7,FUSE2,7,1,1,3,3
25,185156,144729.8,147081.9,2352.100000000006,-38074.100000000006,-0.01057613888888889,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,6,1
26,295589,229893.0,232324.3,2431.2999999999884,-63264.70000000001,-0.049705442644147314,2,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,4
27,438336,387700.0,390259.5,2559.5,-48076.5,-0.013354583333333335,1,FUSE0,9,FUSE1,9,FUSE2,10,4,3,16,4
28,559190,500562.4,502737.9,2175.5,-56452.09999999998,-0.08148158782829915,3,FUSE0,7,FUSE1,7,FUSE2,7,4,4,20,3
29,209460,165448.0,168001.3,2553.2999999999884,-41458.70000000001,-0.011516305555555557,1,FUSE0,9,FUSE1,9,FUSE2,9,2,2,7,1
30,310315,255709.0,258033.1,2324.100000000006,-52281.899999999994,-0.01452275,1,FUSE0,7,FUSE1,8,FUSE2,8,2,2,10,4
31,25624,15369.4,17871.1,2501.699999999999,-7752.9000000000015,-0.0021535833333333337,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,1
32,522425,465588.0,467665.1,2077.0999999999767,-54759.90000000002,-0.0790391075144925,3,FUSE0,6,FUSE1,6,FUSE2,6,4,4,19,2
33,496170,434660.0,437252.3,2592.2999999999884,-58917.70000000001,-0.01636602777777778,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,1
34,563720,504895.0,507619.7,2724.7000000000116,-56100.29999999999,-0.044076558396221856,2,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,3
35,457230,404424.0,406707.9,2283.9000000000233,-50522.09999999998,-0.039693910566427626,2,FUSE0,8,FUSE1,7,FUSE2,8,4,3,16,5
36,551525,489731.4,492388.1,2656.6999999999534,-59136.90000000002,-0.016426916666666673,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,19,3
37,293065,226876.0,229357.1,2481.100000000006,-63707.899999999994,-0.017696638888888887,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,9,3
38,464766,410061.6,412542.7,2481.100000000035,-52223.29999999999,-0.01450647222222222,1,FUSE0,8,FUSE1,8,FUSE2,9,4,3,16,5
39,400059,347087.6,349295.5,2207.9000000000233,-50763.5,-0.014100972222222221,1,FUSE0,7,FUSE1,7,FUSE2,7,3,3,14,3
40,568110,509331.0,511812.1,2481.0999999999767,-56297.90000000002,-0.01563830555555556,1,FUSE0,8,FUSE1,8,FUSE2,9,4,4,20,3
41,321710,266749.4,269323.1,2573.6999999999534,-52386.90000000002,-0.014551916666666673,1,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,5
42,26533,16900.2,19157.9,2257.7000000000007,-7375.0999999999985,-0.022904479084525968,5,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
43,430314,375143.6,377979.5,2835.9000000000233,-52334.5,-0.01453736111111111,1,FUSE0,11,FUSE1,11,FUSE2,11,3,3,15,4
