kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2902
produced_units_fuse1,2898
produced_units_fuse2,2964
makespan_seconds,493626.927
average_cycle_time_seconds,56.3163
cycle_time_from_1_over_throughput_rate_seconds,56.3244
throughput_rate_per_second,0.017754
throughput_rate_per_hour,63.9155
average_throughput_time_seconds,1632.9396
average_active_throughput_time_seconds,1632.936
average_throughput_efficiency,0.566041
total_wait_time_seconds,3384150.4331
average_cycle_time_seconds_fuse0,169.6641
Active_average_cycle_time_seconds_fuse0,166.0361
global_average_cycle_time_seconds_fuse0,166.5204
average_cycle_time_seconds_fuse1,170.0885
Active_average_cycle_time_seconds_fuse1,166.6948
global_average_cycle_time_seconds_fuse1,167.1797
average_cycle_time_seconds_fuse2,166.3887
Active_average_cycle_time_seconds_fuse2,162.4773
global_average_cycle_time_seconds_fuse2,162.9514
utilization_overall_station_1_bottom_cover,0.851641
utilization_active_window_station_1_bottom_cover,0.854255
max_queue_station_1_bottom_cover,14
average_queue_station_1_bottom_cover,0.131324
average_wait_station_1_bottom_cover_seconds,22.374
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.852739
utilization_active_window_station_1_1_bottom_cover,0.855317
max_queue_station_1_1_bottom_cover,13
average_queue_station_1_1_bottom_cover,0.203028
average_wait_station_1_1_bottom_cover_seconds,27.8238
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.916123
utilization_active_window_station_2_drill_station,0.918875
max_queue_station_2_drill_station,6
average_queue_station_2_drill_station,0.183355
average_wait_station_2_drill_station_seconds,81.3105
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.917395
utilization_active_window_station_2_1_drill_station,0.92
max_queue_station_2_1_drill_station,7
average_queue_station_2_1_drill_station,0.364079
average_wait_station_2_1_drill_station_seconds,113.2454
availability_station_2_1_drill_station,1.0
utilization_overall_station_2_2_drill_station,0.861327
utilization_active_window_station_2_2_drill_station,0.864
max_queue_station_2_2_drill_station,6
average_queue_station_2_2_drill_station,0.158078
average_wait_station_2_2_drill_station_seconds,63.4185
availability_station_2_2_drill_station,1.0
utilization_overall_station_3_robot_cell,0.931583
utilization_active_window_station_3_robot_cell,0.933878
max_queue_station_3_robot_cell,3
average_queue_station_3_robot_cell,0.203801
average_wait_station_3_robot_cell_seconds,207.9361
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.924052
utilization_active_window_station_3_1_robot_cell,0.926213
max_queue_station_3_1_robot_cell,2
average_queue_station_3_1_robot_cell,0.143767
average_wait_station_3_1_robot_cell_seconds,164.3188
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.915237
utilization_active_window_station_3_2_robot_cell,0.917953
max_queue_station_3_2_robot_cell,3
average_queue_station_3_2_robot_cell,0.16781
average_wait_station_3_2_robot_cell_seconds,161.4378
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.88142
utilization_active_window_station_3_3_robot_cell,0.88391
max_queue_station_3_3_robot_cell,2
average_queue_station_3_3_robot_cell,0.076796
average_wait_station_3_3_robot_cell_seconds,116.1102
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.827908
utilization_active_window_station_3_4_robot_cell,0.83027
max_queue_station_3_4_robot_cell,2
average_queue_station_3_4_robot_cell,0.038258
average_wait_station_3_4_robot_cell_seconds,97.4555
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.907577
utilization_active_window_station_4_inspection,0.909536
max_queue_station_4_inspection,14
average_queue_station_4_inspection,0.608715
average_wait_station_4_inspection_seconds,123.9451
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.874329
utilization_active_window_station_4_1_inspection,0.876974
max_queue_station_4_1_inspection,7
average_queue_station_4_1_inspection,0.271563
average_wait_station_4_1_inspection_seconds,83.8932
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.852944
utilization_active_window_station_5_top_cover,0.857017
max_queue_station_5_top_cover,3
average_queue_station_5_top_cover,0.079167
average_wait_station_5_top_cover_seconds,43.4759
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.894176
utilization_active_window_station_5_1_top_cover,0.896035
max_queue_station_5_1_top_cover,5
average_queue_station_5_1_top_cover,0.156895
average_wait_station_5_1_top_cover_seconds,64.6775
availability_station_5_1_top_cover,1.0
utilization_overall_station_5_2_top_cover,0.91592
utilization_active_window_station_5_2_top_cover,0.917729
max_queue_station_5_2_top_cover,5
average_queue_station_5_2_top_cover,0.427235
average_wait_station_5_2_top_cover_seconds,131.2812
availability_station_5_2_top_cover,1.0
utilization_overall_station_6_packaging,0.862092
utilization_active_window_station_6_packaging,0.864491
max_queue_station_6_packaging,14
average_queue_station_6_packaging,0.106431
average_wait_station_6_packaging_seconds,45.4682
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.887015
utilization_active_window_station_6_1_packaging,0.88868
max_queue_station_6_1_packaging,6
average_queue_station_6_1_packaging,0.049768
average_wait_station_6_1_packaging_seconds,43.2401
availability_station_6_1_packaging,1.0
order_qty_fuse0,2902
order_qty_fuse1,2898
order_qty_fuse2,2964
