unit_seq,order_id,unit_id,variant,route_id
1,329,U8228,FUSE0,p:1.1.1.1.2.2
2,329,U8229,FUSE0,p:2.1.4.1.2.2
3,329,U8230,FUSE0,p:1.1.2.2.2.2
4,329,U8231,FUSE0,p:2.1.3.1.2.2
5,329,U8232,FUSE0,p:1.1.1.1.2.2
6,329,U8233,FUSE0,p:2.1.4.1.2.2
7,329,U8234,FUSE0,p:1.1.5.1.2.2
8,329,U8235,FUSE1,p:2.1.2.1.2.2
9,329,U8236,FUSE1,p:1.1.3.1.2.2
10,329,U8237,FUSE1,p:2.1.1.1.2.2
11,329,U8238,FUSE1,p:1.1.4.1.2.2
12,329,U8239,FUSE1,p:2.1.1.1.2.2
13,329,U8240,FUSE1,p:1.1.2.1.2.2
14,329,U8241,FUSE1,p:2.1.3.1.2.2
15,329,U8242,FUSE2,p:1.1.5.1.2.2
16,329,U8243,FUSE2,p:2.1.1.2.2.2
17,329,U8244,FUSE2,p:1.1.4.1.2.2
18,329,U8245,FUSE2,p:2.1.2.1.2.2
19,329,U8246,FUSE2,p:1.1.3.1.2.2
20,329,U8247,FUSE2,p:2.1.5.1.2.2
21,329,U8248,FUSE2,p:1.1.1.2.2.2
22,266,U6647,FUSE0,p:2.1.4.1.2.2
23,266,U6648,FUSE0,p:1.1.2.2.2.2
24,266,U6649,FUSE0,p:2.1.3.1.2.2
25,266,U6650,FUSE0,p:1.1.4.1.2.2
26,266,U6651,FUSE0,p:2.1.5.1.2.2
27,266,U6652,FUSE0,p:1.1.1.1.2.2
28,266,U6653,FUSE0,p:2.1.2.2.2.2
29,266,U6654,FUSE0,p:1.1.3.1.2.2
30,266,U6655,FUSE1,p:2.1.4.1.2.2
31,266,U6656,FUSE1,p:1.1.5.1.2.2
32,266,U6657,FUSE1,p:2.1.1.1.2.2
33,266,U6658,FUSE1,p:1.1.2.2.2.2
34,266,U6659,FUSE1,p:2.1.3.1.2.2
35,266,U6660,FUSE1,p:1.1.4.1.2.2
36,266,U6661,FUSE1,p:2.1.5.1.2.2
37,266,U6662,FUSE1,p:1.1.1.1.2.2
38,266,U6663,FUSE2,p:2.1.2.1.2.2
39,266,U6664,FUSE2,p:1.1.3.1.2.2
40,266,U6665,FUSE2,p:2.1.4.1.2.2
41,266,U6666,FUSE2,p:1.1.5.1.2.2
