order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,3803.0,6437.9,2634.8999999999996,-6673.1,-0.014829111111111112,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,32071.4,35132.7,3061.2999999999956,9386.699999999997,393.8606752729895,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,2
3,15346,9926.2,12336.7,2410.5,-3009.2999999999993,-0.0008359166666666664,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,316467.2354,318984.5287,2517.2933000000194,-4909.471299999976,-0.0038572449425230203,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,2
5,9710,1112.2,3287.7,2175.5,-6422.3,-0.0017839722222222224,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,13048.6,15272.9,2224.2999999999993,-73566.1,-0.16348022222222225,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,1
7,96008,8395.4,10876.5,2481.1000000000004,-85131.5,-0.26438864031461573,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,1
8,452803,449894.8287,452396.7287,2501.899999999965,-406.27130000002217,-0.00011285313888889505,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,17,1
9,255134,267591.6287,269866.7287,2275.0999999999767,14732.728699999978,227.06020572364815,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,5
10,204323,182568.0229,185140.7287,2572.705799999996,-19182.271299999993,-0.015071015683100097,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,2
11,262355,246410.4287,249121.5287,2711.100000000006,-13233.471300000005,-0.003675964250000001,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,4
12,537821,517129.2287,519819.5287,2690.3000000000466,-18001.471299999976,-0.014143291586183332,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,4
13,408074,373908.4287,375917.1287,2008.7000000000116,-32156.8713,-0.04641444575337787,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,4
14,106927,113727.6287,116265.9287,2538.300000000003,9338.928700000004,138.49514605419054,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,5
15,197946,198526.8287,201251.5287,2724.6999999999825,3305.5286999999953,46.9803050105877,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,2
16,131233,117966.0287,120397.9287,2431.9000000000087,-10835.071299999996,-0.0030097420277777768,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,5
17,247862,227441.2287,230103.9287,2662.6999999999825,-17758.07130000001,-0.013952058485582465,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,3
18,220782,209319.2287,211885.5287,2566.2999999999884,-8896.471300000005,-0.002471242027777779,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,3
19,48749,35558.2,38379.7,2821.5,-10369.300000000003,-0.002880361111111112,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
20,217663,224103.6287,228635.1287,4531.5,10972.128700000001,164.61513520268832,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,8,3
21,463214,454345.6287,460103.5287,5757.900000000023,-3110.4712999999756,-0.0024438170543512436,2,FUSE0,9,FUSE1,9,FUSE2,9,4,4,17,1
22,564753,539078.9426,543397.5287,4318.586100000073,-21355.471299999976,-0.0167784428574052,2,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,4
23,349665,352410.6528,354735.8287,2325.175900000031,5070.828700000013,72.96750226250781,1,FUSE0,8,FUSE1,7,FUSE2,8,3,3,13,3
24,476101,479741.2287,482136.3287,2395.100000000035,6035.328700000013,87.43749854003302,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,17,2
25,294610,243002.0287,245829.9287,2827.899999999994,-48780.07130000001,-0.03832524355888144,2,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,4
26,541871,468200.4287,470726.7287,2526.2999999999884,-71144.27130000002,-0.1580983806666667,4,FUSE0,7,FUSE1,7,FUSE2,8,4,4,19,2
27,101759,91172.4287,93780.7287,2608.300000000003,-7978.271299999993,-0.0022161864722222203,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
28,312043,300670.4515,310699.1354,10028.683900000004,-1343.8645999999717,-0.0003732957222222144,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,11,1
29,137182,122402.0287,125075.9287,2673.9000000000087,-12106.071299999996,-0.009511427899730935,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
30,174263,165628.8287,167993.1287,2364.2999999999884,-6269.871299999999,-0.013933047333333332,4,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,1
31,106310,83862.0,86411.1,2549.100000000006,-19898.899999999994,-0.01563405236461443,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,4,4
32,527141,512139.2287,514801.9287,2662.7000000000116,-12339.07130000001,-0.0034275198055555584,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,19,3
