station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,44657.9,0.0,799971.9222,22,0.037502,0.2753,1864.8625,6773,0.055822,0.055824,,
2,Station 1.1: Bottom cover,44484.0,0.0,799961.9789,22,0.037509,0.2737,1846.3047,6745,0.055605,0.055608,,
3,Station 2: Drill station,133985.8103,45.6,799991.214,8,0.007883,1.3299,16532.9094,12432,0.167482,0.167494,,
4,Station 2.1: Drill station,11325.6,72.2,799938.9586,8,0.075092,0.9636,1052.2475,1092,0.014157,0.014159,,
5,Station 3: Robot cell,799905.0,95.0,800000.0,16,12.215412,3791.951,10579543.1604,2790,0.999881,1.0,,
6,Station 3.1: Robot cell,799865.0,135.0,800000.0,12,8.76675,2760.6413,7704949.9192,2791,0.999831,1.0,,
7,Station 3.2: Robot cell,799818.4,181.6,800000.0,11,7.162724,2267.7473,6327014.9078,2790,0.999773,1.0,,
8,Station 3.3: Robot cell,799737.1787,185.4,800000.0,7,3.095443,1059.3005,2952270.5089,2787,0.999671,0.999903,,
9,Station 3.4: Robot cell,797864.3788,232.0,800000.0,8,1.815174,685.3965,1906087.7688,2781,0.99733,0.99762,,
10,Station 4: Inspection,26579.1426,377.6,799991.0586,1,0.000775,0.3457,4015.5743,11617,0.033224,0.03324,,
11,Station 4.1: Inspection,3878.25,1834.0,799949.4789,0,0.0,0.0089,16.5171,1847,0.004848,0.004859,,
12,Station 5: Top cover,1255.8,27914.3,795042.114,0,0.0,0.015,4.1,274,0.00157,0.001637,,
13,Station 5.1: Top cover,62736.4775,510.7,799891.0222,1,0.001517,0.6069,8002.6006,13187,0.078421,0.078481,,
14,Station 6: Packaging,184.0,31515.9,591023.8789,0,0.0,0.0,0.0,46,0.00023,0.000329,,
15,Station 6.1: Packaging,55074.9933,554.3,799934.0222,0,0.0,0.301,4037.1931,13412,0.068844,0.068897,,
