station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,31484.5075,0.0,559447.6088,22,0.076053,0.5877,2805.0154,4773,0.05579,0.056278,,
2,Station 1.1: Bottom cover,32294.0202,0.0,559488.0161,22,0.073171,0.7654,3640.0298,4756,0.057224,0.057721,,
3,Station 2: Drill station,95096.5647,45.6,559557.4161,8,0.012922,1.1966,10555.9651,8822,0.168509,0.169963,,
4,Station 2.1: Drill station,7332.0,72.2,559124.0,11,0.286119,3.4939,2466.6793,706,0.012992,0.013115,,
5,Station 3: Robot cell,564025.4088,95.0,564120.4088,16,12.426687,3877.4063,7642367.8433,1971,0.999442,1.0,,
6,Station 3.1: Robot cell,563417.0161,135.0,563552.0161,14,9.236097,2907.6688,5751368.8196,1978,0.998364,1.0,,
7,Station 3.2: Robot cell,560780.8,181.6,560962.4,8,5.627778,1807.2887,3578431.5991,1980,0.993693,1.0,,
8,Station 3.3: Robot cell,560285.6,185.4,560727.6,7,3.267071,1098.6226,2171976.8524,1977,0.992815,0.999542,,
9,Station 3.4: Robot cell,559323.6543,232.0,560519.2,7,2.442631,860.5798,1687597.0291,1961,0.991111,0.99828,,
10,Station 4: Inspection,18055.8092,377.6,564161.5088,1,0.000494,0.1491,1206.7446,8092,0.031995,0.032026,,
11,Station 4.1: Inspection,4301.703,4771.6,560484.3161,0,0.0,1.0777,1463.5,1358,0.007623,0.007741,,
12,Station 5: Top cover,1160.7333,20879.5,548504.7161,0,0.0,0.0306,7.5,245,0.002057,0.0022,,
13,Station 5.1: Top cover,44180.4674,510.7,564297.1088,1,0.001412,0.5744,5286.5496,9204,0.078287,0.078364,,
14,Station 6: Packaging,40.0,32972.7,516582.7,0,0.0,0.0,0.0,10,7.1e-05,8.3e-05,,
15,Station 6.1: Packaging,37721.7778,554.3,564340.1088,0,0.0,0.0045,42.7464,9433,0.066842,0.066908,,
