order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,58910.5,64662.2,5751.699999999997,-3296.800000000003,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,334669.9,340565.8,5895.899999999965,-50669.20000000001,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,12
3,391807,337881.1,343431.0,5549.900000000023,-48376.0,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,12
4,391476,336349.1,342138.2,5789.100000000035,-49337.79999999999,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,12
5,54444,40071.5,45667.8,5596.300000000003,-8776.199999999997,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,96247.1,102018.6,5771.5,-3989.399999999994,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,45935.9,51842.2,5906.299999999996,-7575.800000000003,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,2
8,99887,89398.3,95080.6,5682.300000000003,-4806.399999999994,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,146310.7,152065.2,5754.5,-20078.79999999999,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,6
10,22314,12613.1,18275.4,5662.300000000001,-4038.5999999999985,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,31074.1,36943.8,5869.700000000004,-4551.199999999997,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,379897.5,385658.6,5761.099999999977,-43132.40000000002,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,14
13,332129,288117.7,293937.8,5820.099999999977,-38191.20000000001,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,11
14,325362,283767.1,289517.8,5750.700000000012,-35844.20000000001,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,11
15,524436,464458.7,470019.8,5561.099999999977,-54416.20000000001,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,17
16,13067,6515.9,12229.0,5713.1,-838.0,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,386158.7,392064.6,5905.899999999965,-44930.40000000002,1,FUSE0,10,FUSE1,10,FUSE2,9,4,3,16,14
18,548492,491192.3,497093.0,5900.700000000012,-51399.0,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,18
19,445906,397565.9,403507.0,5941.099999999977,-42399.0,2,FUSE0,10,FUSE1,10,FUSE2,10,4,3,16,15
20,535182,474863.5,480667.0,5803.5,-54515.0,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,17
21,121563,109061.9,114864.8,5802.900000000009,-6698.199999999997,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,4
22,421531,369858.3,375558.2,5699.900000000023,-45972.79999999999,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,14
23,227912,178047.1,183492.2,5445.100000000006,-44419.79999999999,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,7
24,100084,90851.5,96568.6,5717.100000000006,-3515.399999999994,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
25,443756,392058.7,397495.8,5437.099999999977,-46260.20000000001,3,FUSE0,6,FUSE1,7,FUSE2,7,4,3,16,14
26,246334,195455.1,201133.0,5677.899999999994,-45201.0,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,7
27,369964,313840.3,319575.8,5735.5,-50388.20000000001,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,13,12
28,61592,48967.9,54362.6,5394.699999999997,-7229.4000000000015,1,FUSE0,6,FUSE1,6,FUSE2,8,1,1,2,2
29,87556,77608.7,83514.6,5905.900000000009,-4041.399999999994,3,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,3
30,272654,220592.3,226245.0,5652.700000000012,-46409.0,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,8
31,394156,339171.5,344997.0,5825.5,-49159.0,2,FUSE0,9,FUSE1,9,FUSE2,8,3,3,14,12
32,70915,61947.7,67426.4,5478.699999999997,-3488.600000000006,2,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
33,162944,132430.7,138353.8,5923.099999999977,-24590.20000000001,1,FUSE0,10,FUSE1,9,FUSE2,10,2,1,6,5
34,133079,113605.7,119335.2,5729.5,-13743.800000000003,1,FUSE0,8,FUSE1,9,FUSE2,9,1,1,5,5
35,212570,165943.5,171847.4,5903.899999999994,-40722.600000000006,1,FUSE0,9,FUSE1,10,FUSE2,10,2,2,7,6
36,62595,51428.3,57109.4,5681.0999999999985,-5485.5999999999985,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,2
37,266578,211519.9,217440.8,5920.899999999994,-49137.20000000001,5,FUSE0,9,FUSE1,9,FUSE2,10,2,2,9,8
38,221948,170509.5,176233.4,5723.899999999994,-45714.600000000006,5,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
39,68021,60454.5,66249.4,5794.899999999994,-1771.6000000000058,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,3,3
40,337310,295397.1,301126.6,5729.5,-36183.40000000002,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,12,11
41,422205,374410.3,380103.0,5692.700000000012,-42102.0,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,14
42,362774,309345.1,315230.6,5885.5,-47543.40000000002,1,FUSE0,9,FUSE1,9,FUSE2,10,3,3,13,11
43,389851,329914.3,335713.0,5798.700000000012,-54138.0,3,FUSE0,9,FUSE1,9,FUSE2,8,3,3,13,12
44,291445,246360.7,252097.8,5737.099999999977,-39347.20000000001,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,10,9
45,249881,199857.1,205451.0,5593.899999999994,-44430.0,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
46,85436,74541.5,80263.4,5721.899999999994,-5172.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,3,3
47,571085,511694.7,517291.8,5597.099999999977,-53793.20000000001,4,FUSE0,8,FUSE1,8,FUSE2,7,4,4,20,18
48,229576,179269.1,184824.2,5555.100000000006,-44751.79999999999,2,FUSE0,7,FUSE1,7,FUSE2,9,2,2,8,7
