start of run,run number,schedule_calculation,simulation_runtime
0.01814379999996163,1,662.0467806999995,0.14071719999992638
662.2063494999993,1,3.468290299999353,0.08089930000005552
665.7559740999995,1,2.9404677000002266,0.11153990000002523
668.8084969000001,1,79.39358189999984,0.15988130000005185
748.3627701999994,1,10.059079999999994,0.10401389999969979
758.5266518999997,1,9.514656400000604,0.12749879999955738
768.1694658999995,1,5.606155899999976,0.14194140000017796
773.9187254999997,1,3.9114102000003186,0.11531180000019958
777.9461188999994,1,3.7981690999995408,0.13883549999991374
781.8842882999998,1,2.299645299999611,0.16210919999957696
784.3464728999998,1,1.3118236999998771,0.14579740000044694
785.8045361999993,1,42.54616679999981,0.2223082999998951
828.5736638999997,1,115.49606929999936,0.21824730000025738
944.2890786999997,1,2.4315096000000267,0.22667840000030992
946.9481636999999,1,13.123700000000099,0.24753429999964283
960.3199934999993,1,15.230211000000054,0.26136829999995825
975.8123249999999,1,13.062899399999878,0.21597159999964788
989.0918217999997,1,11.76500980000037,0.2128192999998646
1001.0702609999998,1,11.5186120999997,0.24922630000037316
1012.8387527999994,1,11.2630865000001,0.23619099999996251
1024.3388369999993,1,10.917417099999511,0.24341199999980745
1035.5003603999994,1,47.7835154000004,0.4281750000000102
1083.7133186,1,105.01701499999945,0.392655200000263
1189.1237108999994,1,19.4615447999995,0.45753719999993336
1209.0434093999993,1,2.371335099999669,0.4093880000000354
1211.8250517999995,1,2.213320400000157,0.44476229999963834
1214.4843507999994,1,11.665485400000762,0.4639718999997058
1226.6172851000001,1,85.69570999999996,0.4563488000003417
1312.7759419999993,1,31.006885199999488,0.5302406999999221
1344.3154514999997,1,2.907191199999943,0.49135429999932967
1347.7185230999994,1,11.013807700000143,0.6073112000003675
1359.3407546999997,1,3.040456400000039,0.554460399999698
1362.9362612999994,1,22.464259100000163,0.5777471000001242
1385.9793042000001,1,2.7770204999997077,0.5652541999997993
1389.3227749999996,1,3.0605586000001495,0.5876189999999042
1392.9718493,1,2.442254600000524,0.6102836000000025
1396.0249629,1,95.19433270000081,0.7574604999999792
1491.9778863000001,1,64.92668739999954,0.82288139999946
1557.7282588999997,1,4.070313100000021,0.8308293999998568
1562.6302191999994,1,93.36278870000024,0.7504396000003908
1656.7441352999995,1,3.643036000000393,0.8379155999991781
1661.2259825,1,15.518337399999837,0.872971900000266
1677.6179893999997,1,62.44893670000056,1.0164650999995501
1741.0844308999995,1,8.755284099999699,0.9738765000001877
1750.8148228,1,71.89097719999972,1.773121799999899
1824.4817269999994,1,6.346828900000219,1.6572425000003932
1832.4887201000001,1,4.09600010000031,0.9784038999996483
1837.5641844000002,1,3.321847400000479,0.9879170000003796
1841.8748572999993,1,21.54585020000013,1.006199999999808
1864.4281270000001,1,2.755577500000072,1.003916300000128
1868.1891565999995,1,10.022453300000052,1.0333118999997168
1879.2461134999994,1,2.2701856000003318,1.020089700000426
1882.5375979,1,2.308700900000076,1.0041736000002857
1885.8515104999997,1,2.3029615000004924,1.0087607000004937
1889.1643083999998,1,4.930468200000178,1.091631199999938
1895.1883091,1,2.373079900000448,1.0450131999996302
1898.607817,1,2.5852482999998756,1.062750699999924
1902.2573622999998,1,24.362832799999524,1.0670531000005212
1927.6880983,1,25.143505099999857,1.1568181000002369
1953.9890661,1,10.224874999999884,1.1215454000002865
1965.3365305999996,1,14.142171899999994,1.122209600000133
1980.6020891999997,1,8.142430300000342,1.1056508000001486
1989.8508796999995,1,101.36235209999995,1.167808100000002
2092.382098,1,4.949391500000274,1.1791165000004185
2098.5119735,1,25.080305999999837,1.2305814000001192
2124.8249190999995,1,10.432796199999757,1.2514499999997497
2136.5105106,1,3.952694800000245,1.2800939999997354
2141.7447271,1,4.060173699999723,1.2464909999998781
2147.053108,1,3.895338599999377,1.2514815000004091
2152.2015451999996,1,20.03655720000006,1.3292652999998609
2173.5681968,1,3.5372926000000007,1.2974248000000443
2178.4043086,1,11.272621899999649,1.3240192000002935
2191.0022093,1,109.08271169999989,1.359787200000028
2301.4454618,1,5.629780599999322,1.4050876999999673
2308.4811976,1,14.660916000000725,1.4655399000002944
2324.6083879999996,1,3.9563037999996595,1.4824647000004916
2330.0478843,1,3.857128699999521,1.4175501000008808
2335.3237056,1,6.7401193999994575,1.4678570000005493
2343.5329754999993,1,5.5963707000000795,1.5165140999997675
2350.6469598999993,1,16.084208400000534,1.4810419999994338
2368.2135037,1,46.92741649999971,1.5409890999999334
2416.6831515999993,1,8.855544699999882,1.5808826000002227
2427.1202526999996,1,4.722618699999657,1.6120357999998305
2433.4565259,1,3.983312599999408,1.523135600000387
2438.9638735999997,1,3.7660251999996035,1.5589050999997198
2444.2896946,1,21.446862800000417,1.5760049999998955
2467.3137006999996,1,3.1174989000001005,1.6079615999997259
2472.0404693,1,10.627995000000737,1.6925086000001102
2484.3620339,1,0.04649090000020806,1.7581700999999157
2486.1675406999993,1,0.047175000000606815,1.7074719000002005
2487.9230655,1,0.048100500000145985,1.7476410999997825
