station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,31944.0,0.0,569597.2,22,0.06935,0.5265,2550.9458,4845,0.055762,0.056082,,
2,Station 1.1: Bottom cover,31765.8,0.0,569521.5847,22,0.104193,0.783,3772.5422,4818,0.055451,0.055776,,
3,Station 2: Drill station,95942.8561,45.6,569646.6,8,0.014828,1.6983,15118.2216,8902,0.167479,0.168439,,
4,Station 2.1: Drill station,7978.2855,72.2,569574.8,8,0.134115,1.7128,1315.4571,768,0.013927,0.014009,,
5,Station 3: Robot cell,572549.8,95.0,572644.8,13,8.663337,2758.7614,5523040.2406,2002,0.999451,1.0,,
6,Station 3.1: Robot cell,572426.3805,135.0,572561.3805,12,8.012432,2531.7727,5091394.9816,2011,0.999235,1.0,,
7,Station 3.2: Robot cell,572253.1847,181.6,572434.7847,13,9.770418,3057.1807,6138818.8281,2008,0.998933,1.0,,
8,Station 3.3: Robot cell,571542.6,185.4,571728.0,9,4.732338,1548.3416,3112166.6201,2010,0.997692,1.0,,
9,Station 3.4: Robot cell,570383.1158,232.0,571232.2,7,1.847,693.6485,1387297.0985,2000,0.995668,0.998919,,
10,Station 4: Inspection,18272.8687,377.6,572685.9,1,0.00024,0.2031,1692.7543,8336,0.031897,0.031928,,
11,Station 4.1: Inspection,2642.3526,4682.4,571355.2805,0,0.0,0.0114,14.3446,1256,0.004613,0.004663,,
12,Station 5: Top cover,975.2,22134.3,571490.8805,0,0.0,0.025,5.3,212,0.001702,0.001775,,
13,Station 5.1: Top cover,47620.961,510.7,572821.5,1,0.00064,1.1286,10587.6908,9381,0.083128,0.083208,,
14,Station 6: Packaging,32.0,158022.5,425127.7,0,0.0,0.0,0.0,8,5.6e-05,0.00012,,
15,Station 6.1: Packaging,38299.3548,554.3,572864.5,0,0.0,0.0039,37.2454,9580,0.066856,0.066921,,
