station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,524156.281,0.0,556913.6302,34,1.341144,162.0994,767864.9745,4737,0.930173,0.941181,,
2,Station 1.1: Bottom cover,523701.6672,0.0,556992.4302,34,0.897972,108.6439,514320.158,4734,0.929367,0.940231,,
3,Station 2: Drill station,554619.2554,151.2,557468.2302,19,3.454743,687.6334,2210741.2266,3215,0.984233,0.995159,,
4,Station 2.1: Drill station,554572.9716,191.2,557731.6175,24,8.570053,1611.9166,5188759.4425,3219,0.984151,0.994678,,
5,Station 2.2: Drill station,544336.7933,303.4,557502.2302,14,1.9349,414.7077,1305914.6871,3149,0.965986,0.976917,,
6,Station 3: Robot cell,562480.8606,367.0,562906.4606,17,7.706862,2470.5528,4896635.5884,1982,0.998185,0.999896,,
7,Station 3.1: Robot cell,559154.2843,447.0,559735.6899,13,5.224147,1723.7311,3383684.1378,1963,0.992281,0.99976,,
8,Station 3.2: Robot cell,557949.8216,599.2,559525.4216,13,5.45307,1782.5027,3513312.9176,1971,0.990144,0.998253,,
9,Station 3.3: Robot cell,553357.3782,603.8,558440.3216,14,3.022599,1047.1379,2038777.5021,1947,0.981994,0.991971,,
10,Station 3.4: Robot cell,548914.3317,800.6,558504.8302,5,0.837642,395.923,765715.0043,1934,0.974109,0.984239,,
11,Station 4: Inspection,551683.6,649.6,563063.0606,7,1.238075,201.9892,965508.3341,4780,0.979024,0.980922,,
12,Station 4.1: Inspection,544102.2775,966.4,560603.0606,6,0.570123,122.645,577167.327,4706,0.96557,0.972242,,
13,Station 5: Top cover,532356.9254,1300.2,560359.6606,3,0.134659,61.833,192857.1054,3119,0.944726,0.952237,,
14,Station 5.1: Top cover,545316.2155,1015.8,560888.8606,3,0.188656,72.0442,229893.1484,3191,0.967724,0.974,,
15,Station 5.2: Top cover,555675.7515,878.2,563348.8606,6,1.242118,285.5395,932857.4293,3267,0.986108,0.98792,,
16,Station 6: Packaging,533853.0687,1448.8,560714.5302,3,0.038748,39.4197,185154.3229,4697,0.947381,0.954561,,
17,Station 6.1: Packaging,544308.5771,1092.0,563503.8606,3,0.127846,55.1005,263766.1613,4787,0.965936,0.967811,,
