order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,175066,151581.9,157524.2,5942.3000000000175,-17541.79999999999,2,FUSE0,9,FUSE1,9,FUSE2,10,2,2,6,6
2,126958,105806.7,111675.4,5868.699999999997,-15282.600000000006,2,FUSE0,9,FUSE1,9,FUSE2,10,1,1,5,4
3,261050,235214.7,240949.4,5734.6999999999825,-20100.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,10,9
4,15964,0.0,5893.4,5893.4,-10070.6,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,1
5,519678,470264.3,475963.4,5699.100000000035,-43714.59999999998,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,17
6,144231,128245.9,133861.8,5615.899999999994,-10369.200000000012,1,FUSE0,7,FUSE1,7,FUSE2,8,2,1,6,5
7,99292,72833.1,78679.8,5846.699999999997,-20612.199999999997,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,3
8,505477,459560.3,465299.0,5738.700000000012,-40178.0,5,FUSE0,8,FUSE1,9,FUSE2,9,4,4,18,17
9,117605,89321.5,94847.0,5525.5,-22758.0,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,4,4
10,530923,480721.5,486271.8,5550.299999999988,-44651.20000000001,1,FUSE0,7,FUSE1,7,FUSE2,7,4,4,19,17
11,404556,366104.3,371824.6,5720.299999999988,-32731.400000000023,5,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,13
12,125040,104351.9,110032.2,5680.300000000003,-15007.800000000003,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,4
13,16584,1396.9,7570.2,6173.299999999999,-9013.8,1,FUSE0,9,FUSE1,8,FUSE2,9,1,1,1,1
14,174616,150125.9,155820.2,5694.3000000000175,-18795.79999999999,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,6
15,419992,378628.7,384359.8,5731.099999999977,-35632.20000000001,3,FUSE0,9,FUSE1,9,FUSE2,8,3,3,15,14
16,446663,404043.1,409640.2,5597.100000000035,-37022.79999999999,1,FUSE0,8,FUSE1,7,FUSE2,8,4,3,16,15
17,121109,95506.7,101006.6,5499.900000000009,-20102.399999999994,1,FUSE0,7,FUSE1,7,FUSE2,8,1,1,4,4
18,198074,167951.5,173895.0,5943.5,-24179.0,1,FUSE0,9,FUSE1,9,FUSE2,10,2,2,7,7
19,337089,313518.7,319605.8,6087.099999999977,-17483.20000000001,1,FUSE0,9,FUSE1,10,FUSE2,10,3,3,13,12
20,263834,237825.5,243424.2,5598.700000000012,-20409.79999999999,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,10,9
21,511743,465799.1,471291.4,5492.300000000047,-40451.59999999998,4,FUSE0,7,FUSE1,7,FUSE2,7,4,4,19,17
22,31754,18081.1,23697.4,5616.300000000003,-8056.5999999999985,1,FUSE0,7,FUSE1,7,FUSE2,8,1,1,1,1
23,374083,337194.3,342725.4,5531.100000000035,-31357.599999999977,1,FUSE0,7,FUSE1,8,FUSE2,8,3,3,14,12
24,216540,193107.1,198653.0,5545.899999999994,-17887.0,2,FUSE0,7,FUSE1,7,FUSE2,8,2,2,8,7
25,526396,479502.3,484956.2,5453.900000000023,-41439.79999999999,1,FUSE0,7,FUSE1,7,FUSE2,7,4,4,19,17
26,128870,108965.9,114657.4,5691.5,-14212.600000000006,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,5,4
27,43643,34519.5,40016.6,5497.0999999999985,-3626.4000000000015,1,FUSE0,7,FUSE1,7,FUSE2,6,1,1,2,2
28,280331,251493.1,257417.4,5924.299999999988,-22913.600000000006,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,9
29,463534,418779.5,424487.8,5708.299999999988,-39046.20000000001,1,FUSE0,8,FUSE1,8,FUSE2,8,4,3,17,15
30,38463,26897.1,32805.8,5908.700000000004,-5657.199999999997,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,2
31,421331,381803.9,387513.4,5709.5,-33817.59999999998,1,FUSE0,9,FUSE1,9,FUSE2,8,3,3,15,14
32,64373,54474.7,60127.8,5653.100000000006,-4245.199999999997,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,3
33,40552,30072.7,35899.4,5826.700000000001,-4652.5999999999985,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
34,60988,53081.9,58634.6,5552.699999999997,-2353.4000000000015,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,3,3
35,274397,248670.7,254163.4,5492.6999999999825,-20233.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,10,9
36,542271,487751.1,493522.6,5771.5,-48748.40000000002,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,20,18
37,21987,10543.9,16305.4,5761.5,-5681.6,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,1
38,57209,48709.9,54461.8,5751.9000000000015,-2747.199999999997,1,FUSE0,9,FUSE1,8,FUSE2,9,1,1,2,2
