unit_seq,order_id,unit_id,variant,route_id
1,32,U792,FUSE0,p:2.2.2.2.3.1
2,32,U793,FUSE0,p:1.2.1.2.2.2
3,32,U798,FUSE0,p:2.1.1.1.3.1
4,32,U799,FUSE0,p:2.2.2.1.3.1
5,32,U802,FUSE1,p:2.1.4.1.2.2
6,32,U803,FUSE1,p:2.2.3.1.3.2
7,32,U804,FUSE1,p:2.1.1.2.1.2
8,32,U805,FUSE1,p:2.2.2.1.3.1
9,32,U806,FUSE1,p:2.1.3.1.3.2
10,32,U807,FUSE1,p:2.2.1.2.2.2
11,32,U808,FUSE1,p:2.1.2.1.3.1
12,32,U809,FUSE2,p:2.2.3.1.3.1
13,32,U810,FUSE2,p:2.1.1.2.2.2
14,32,U811,FUSE2,p:2.2.2.1.3.2
15,32,U812,FUSE2,p:2.1.4.1.3.2
16,32,U813,FUSE2,p:2.3.3.1.2.1
17,32,U814,FUSE2,p:2.1.2.2.3.2
18,32,U815,FUSE2,p:2.2.1.1.1.1
19,32,U816,FUSE2,p:2.1.4.1.3.1
20,32,U817,FUSE2,p:2.2.2.2.2.2
