order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,40699.6,43298.3,2598.7000000000044,-24660.699999999997,-0.03559465445851151,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,2
2,391235,366358.4,368838.7,2480.2999999999884,-22396.29999999999,-0.006221194444444441,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,3
3,391807,333913.2,336258.1,2344.899999999965,-55548.90000000002,-0.015430250000000006,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,2
4,391476,332382.4,335032.9,2650.5,-56443.09999999998,-0.01567863888888888,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,2
5,54444,22032.8,24212.3,2179.5,-30231.7,-0.02375226675199706,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,1
6,106008,95980.0,98434.1,2454.100000000006,-7573.899999999994,-0.00595061783336532,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,94335.0,96930.3,2595.300000000003,37512.3,683.717534117928,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,4
8,99887,92879.8,95399.5,2519.699999999997,-4487.5,-0.0012465277777777776,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,126361.2,128983.9,2622.699999999997,-43160.100000000006,-0.011988916666666669,1,FUSE0,8,FUSE1,8,FUSE2,8,2,1,6,5
10,22314,16339.2,18523.5,2184.2999999999993,-3790.5,-0.005471115488408191,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,36084.8,51712.9,15628.099999999999,10217.900000000001,152.4790038184567,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,397884.0,400458.3,2574.2999999999884,-28332.70000000001,-0.007870194444444449,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,4
13,332129,296945.2,299549.3,2604.0999999999767,-32579.70000000001,-0.00904991666666667,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,1
14,325362,287004.4,289663.3,2658.899999999965,-35698.70000000001,-0.009916305555555558,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,1
15,524436,454680.8,457065.9,2385.100000000035,-67370.09999999998,-0.20922794895966462,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,1
16,13067,8754.4,11115.5,2361.1000000000004,-1951.5,-0.0005420833333333333,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,387448.8,390079.1,2630.2999999999884,-46915.90000000002,-0.013032194444444452,1,FUSE0,10,FUSE1,10,FUSE2,9,4,3,16,4
18,548492,496897.2,499529.1,2631.899999999965,-48962.90000000002,-0.013600805555555562,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,3
19,445906,394666.0,397396.7,2730.7000000000116,-48509.29999999999,-0.038112505534013984,2,FUSE0,10,FUSE1,10,FUSE2,10,4,3,16,4
20,535182,474473.6,476929.7,2456.100000000035,-58252.29999999999,-0.045767329277459017,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,2
21,121563,74898.4,77434.1,2535.7000000000116,-44128.899999999994,-0.13704891690595897,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,3
22,421531,339828.4,342247.5,2419.0999999999767,-79283.5,-0.17618555555555557,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,2
23,227912,178982.8,181153.7,2170.9000000000233,-46758.29999999999,-0.012988416666666664,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,2
24,100084,53458.4,55905.3,2446.9000000000015,-44178.7,-0.0981748888888889,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,2
25,443756,392028.8,394153.5,2124.7000000000116,-49602.5,-0.07159504181869603,3,FUSE0,6,FUSE1,7,FUSE2,7,4,3,16,4
26,246334,201097.0,203483.7,2386.7000000000116,-42850.29999999999,-0.011902861111111107,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,3
27,369964,308822.6,311296.9,2474.3000000000466,-58667.09999999998,-0.01629641666666666,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,13,1
28,61592,69542.8,71718.3,2175.5,10126.300000000003,151.01372669584822,1,FUSE0,6,FUSE1,6,FUSE2,8,1,1,2,3
29,87556,39042.8,41767.5,2724.699999999997,-45788.5,-0.06609000700197294,3,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,2
30,272654,219981.6,222366.9,2385.2999999999884,-50287.100000000006,-0.01396863888888889,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,3
31,394156,335259.6,337694.5,2434.9000000000233,-56461.5,-0.04436034391773806,2,FUSE0,9,FUSE1,9,FUSE2,8,3,3,14,2
32,70915,50730.2,52938.1,2207.9000000000015,-17976.9,-0.014123986549680499,2,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,2
33,162944,144121.2,146861.9,2740.6999999999825,-16082.100000000006,-0.004467250000000002,1,FUSE0,10,FUSE1,9,FUSE2,10,2,2,6,1
34,133079,148598.0,152841.3,4243.299999999988,19762.29999999999,315.8415052223298,1,FUSE0,8,FUSE1,9,FUSE2,9,1,2,5,1
35,212570,170227.4,173035.7,2808.3000000000175,-39534.29999999999,-0.010981749999999997,1,FUSE0,9,FUSE1,10,FUSE2,10,2,2,7,2
36,62595,62174.0,64620.7,2446.699999999997,2025.699999999997,28.534241506503744,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,3
37,266578,194903.4,197578.9,2675.5,-68999.1,-0.21428705275875798,5,FUSE0,9,FUSE1,9,FUSE2,10,2,2,9,2
38,221948,113617.4,116195.5,2578.100000000006,-105752.5,-0.3284302483202035,5,FUSE0,8,FUSE1,8,FUSE2,9,2,1,7,5
39,68021,80400.4,82851.9,2451.5,14830.899999999994,228.7344315203188,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,3,3
40,337310,302965.2,305601.5,2636.2999999999884,-31708.5,-0.02491255041250405,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,12,1
41,422205,405210.0,407712.3,2502.2999999999884,-14492.700000000012,-0.004025750000000003,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,5
42,362774,313040.6,315737.5,2696.9000000000233,-47036.5,-0.013065694444444444,1,FUSE0,9,FUSE1,9,FUSE2,10,3,3,13,1
43,389851,307350.0,309828.1,2478.0999999999767,-80022.90000000002,-0.1155031071408363,3,FUSE0,9,FUSE1,9,FUSE2,8,3,3,13,1
44,291445,246249.6,248688.5,2438.899999999994,-42756.5,-0.011876805555555557,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,10,4
45,249881,218543.8,220971.3,2427.5,-28909.70000000001,-0.008030472222222227,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,3
46,85436,83372.0,85848.5,2476.5,412.5,5.7456097286969765,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,3,3
47,571085,493837.2,496223.9,2386.7000000000116,-74861.09999999998,-0.16635799999999995,4,FUSE0,8,FUSE1,8,FUSE2,7,4,4,20,3
48,229576,180226.6,182561.1,2334.5,-47014.899999999994,-0.03693839400756379,2,FUSE0,7,FUSE1,7,FUSE2,9,2,2,8,2
49,35094,30323.2,32808.9,2485.7000000000007,-2285.0999999999985,-0.0006347499999999996,1,FUSE0,8,FUSE1,8,FUSE2,10,1,1,2,2
50,410735,356649.2,359250.7,2601.5,-51484.29999999999,-0.014301194444444441,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,3
51,530827,471666.0,473959.7,2293.7000000000116,-56867.29999999999,-0.044679170508633057,2,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,2
52,155474,76483.8,78997.5,2513.699999999997,-76476.5,-0.11038431965420104,3,FUSE0,9,FUSE1,8,FUSE2,9,1,1,5,3
53,380718,314787.2,317201.7,2414.5,-63516.29999999999,-0.017643416666666665,1,FUSE0,8,FUSE1,7,FUSE2,8,3,3,13,2
54,436940,466983.2,469312.5,2329.2999999999884,32372.5,567.7132917431167,1,FUSE0,8,FUSE1,8,FUSE2,8,4,4,16,2
55,451513,402304.8,404956.3,2651.5,-46556.70000000001,-0.06719880819395165,3,FUSE0,8,FUSE1,8,FUSE2,9,4,3,16,5
56,540176,483796.8,486375.9,2579.100000000035,-53800.09999999998,-0.014944472222222215,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,19,2
57,176159,133733.6,136208.3,2474.6999999999825,-39950.70000000001,-0.031388234314610464,2,FUSE0,9,FUSE1,8,FUSE2,9,2,1,6,5
58,273381,190515.2,192986.7,2471.5,-80394.29999999999,-0.2496765552826546,5,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,2
59,104278,47554.6,49885.5,2330.9000000000015,-54392.5,-0.0785088112922418,3,FUSE0,7,FUSE1,7,FUSE2,8,1,1,4,2
