order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,13111,0.0,7558.2,7558.2,-5552.8,4,FUSE0,10,FUSE1,10,FUSE2,9,1,1,1,1
2,25746,15338.3,21130.2,5791.9000000000015,-4615.799999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,1,1
3,15346,6178.3,11700.6,5522.3,-3645.3999999999996,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
4,323894,292688.7,298556.2,5867.5,-25337.79999999999,2,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,11
5,9710,0.0,4383.0,4383.0,-5327.0,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1,1,1
6,88839,68146.7,73599.4,5452.699999999997,-15239.600000000006,4,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
7,96008,71980.3,77820.2,5839.899999999994,-18187.800000000003,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,3,3
8,452803,411842.3,417699.0,5856.700000000012,-35104.0,1,FUSE0,9,FUSE1,9,FUSE2,10,4,3,17,15
9,255134,225393.5,231123.0,5729.5,-24011.0,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
10,204323,186754.3,192538.2,5783.900000000023,-11784.799999999988,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,8,7
11,262355,230759.5,236655.8,5896.299999999988,-25699.20000000001,1,FUSE0,10,FUSE1,10,FUSE2,10,2,2,10,9
12,537821,482848.7,488724.2,5875.5,-49096.79999999999,2,FUSE0,8,FUSE1,8,FUSE2,9,4,4,19,17
13,408074,370661.1,376179.8,5518.700000000012,-31894.20000000001,3,FUSE0,8,FUSE1,7,FUSE2,8,3,3,15,14
14,106927,82812.3,88494.2,5681.899999999994,-18432.800000000003,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
15,197946,177396.3,183301.4,5905.100000000006,-14644.600000000006,1,FUSE0,10,FUSE1,9,FUSE2,9,2,2,7,7
16,131233,109081.1,114897.4,5816.299999999988,-16335.600000000006,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,5,4
17,247862,217907.9,223672.2,5764.3000000000175,-24189.79999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,9,8
18,220782,201423.9,207218.2,5794.3000000000175,-13563.799999999988,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
19,48749,25993.5,31545.4,5551.9000000000015,-17203.6,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
20,217663,196186.3,201876.2,5689.900000000023,-15786.799999999988,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,8,8
21,463214,419147.1,425015.4,5868.300000000047,-38198.59999999998,2,FUSE0,9,FUSE1,9,FUSE2,9,4,3,17,15
22,564753,513018.7,518962.2,5943.5,-45790.79999999999,2,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,19
23,349665,326643.5,332141.0,5497.5,-17524.0,1,FUSE0,8,FUSE1,7,FUSE2,8,3,3,13,12
24,476101,433830.7,439560.2,5729.5,-36540.79999999999,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,17,16
25,294610,255614.7,261448.2,5833.5,-33161.79999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,10
26,541871,486907.5,492399.0,5491.5,-49472.0,4,FUSE0,7,FUSE1,7,FUSE2,8,4,4,19,18
27,101759,76573.9,82549.0,5975.100000000006,-19210.0,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,3
28,312043,273350.7,279119.4,5768.700000000012,-32923.59999999998,1,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,10
29,137182,115281.5,120979.8,5698.300000000003,-16202.199999999997,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
30,174263,153761.5,159483.4,5721.899999999994,-14779.600000000006,4,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,6
31,106310,79645.1,85355.4,5710.299999999988,-20954.600000000006,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,4,3
32,527141,472221.1,477974.2,5753.100000000035,-49166.79999999999,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,19,17
33,499150,451955.5,457416.6,5461.099999999977,-41733.40000000002,1,FUSE0,7,FUSE1,7,FUSE2,7,4,4,18,16
34,525427,470693.9,476440.6,5746.699999999953,-48986.40000000002,3,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,17
35,309227,271735.5,277476.2,5740.700000000012,-31750.79999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,3,2,11,10
36,66493,40581.1,46441.8,5860.700000000004,-20051.199999999997,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
37,319267,283627.1,289440.2,5813.100000000035,-29826.79999999999,1,FUSE0,9,FUSE1,9,FUSE2,8,3,3,12,11
38,313942,274917.1,280637.0,5719.900000000023,-33305.0,5,FUSE0,8,FUSE1,8,FUSE2,8,3,2,11,10
39,120593,94981.1,100503.4,5522.299999999988,-20089.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1,4,4
40,560346,509016.3,514833.4,5817.100000000035,-45512.59999999998,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,20,18
41,260238,229348.3,234887.8,5539.5,-25350.20000000001,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,9,9
42,148878,127379.9,133215.4,5835.5,-15662.600000000006,1,FUSE0,9,FUSE1,9,FUSE2,9,2,1,6,5
43,320031,286725.9,292420.6,5694.699999999953,-27610.400000000023,2,FUSE0,8,FUSE1,8,FUSE2,8,3,3,12,11
44,283866,247387.1,253205.8,5818.6999999999825,-30660.20000000001,2,FUSE0,9,FUSE1,9,FUSE2,9,2,2,10,9
45,180557,160895.5,166831.0,5935.5,-13726.0,2,FUSE0,10,FUSE1,9,FUSE2,10,2,2,7,6
46,178506,159514.7,165067.0,5552.299999999988,-13439.0,1,FUSE0,8,FUSE1,8,FUSE2,7,2,2,7,6
47,45045,22915.1,28440.2,5525.100000000002,-16604.8,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1,1,1
48,128166,106172.7,111899.4,5726.699999999997,-16266.600000000006,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,4
49,321875,291351.5,296862.2,5510.700000000012,-25012.79999999999,1,FUSE0,8,FUSE1,8,FUSE2,7,3,3,12,11
50,446235,401544.3,407288.2,5743.900000000023,-38946.79999999999,2,FUSE0,8,FUSE1,8,FUSE2,9,4,3,16,15
51,558669,506069.1,511895.0,5825.900000000023,-46774.0,1,FUSE0,9,FUSE1,8,FUSE2,9,4,4,20,18
52,494446,447639.9,453128.6,5488.699999999953,-41317.40000000002,1,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,16
53,391094,361740.3,367567.4,5827.100000000035,-23526.599999999977,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,13
54,515218,462023.9,467798.2,5774.299999999988,-47419.79999999999,1,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,17
55,173677,152273.1,158027.4,5754.299999999988,-15649.600000000006,2,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,6
56,200143,180591.9,186249.4,5657.5,-13893.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,7
57,381851,352781.9,358568.6,5786.699999999953,-23282.400000000023,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,14,13
58,188346,170173.1,175953.4,5780.299999999988,-12392.600000000006,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
59,13312,3339.1,8938.2,5599.1,-4373.799999999999,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
60,158630,144109.5,149637.4,5527.899999999994,-8992.600000000006,3,FUSE0,8,FUSE1,7,FUSE2,7,2,2,6,6
61,445663,400012.3,405781.0,5768.700000000012,-39882.0,4,FUSE0,9,FUSE1,9,FUSE2,8,4,3,16,15
62,266649,234055.5,239824.6,5769.100000000006,-26824.399999999994,1,FUSE0,8,FUSE1,8,FUSE2,9,2,2,10,9
63,61895,37521.9,43243.8,5721.9000000000015,-18651.199999999997,1,FUSE0,7,FUSE1,8,FUSE2,8,1,1,2,2
64,484528,440139.1,445935.0,5795.900000000023,-38593.0,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,18,16
65,253650,223861.5,229609.8,5748.299999999988,-24040.20000000001,1,FUSE0,8,FUSE1,9,FUSE2,9,2,2,9,8
66,88603,66704.7,72375.8,5671.100000000006,-16227.199999999997,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,3
67,157110,142419.5,148279.0,5859.5,-8831.0,1,FUSE0,9,FUSE1,10,FUSE2,10,2,2,6,6
68,476609,435357.9,441166.2,5808.299999999988,-35442.79999999999,5,FUSE0,9,FUSE1,9,FUSE2,8,4,4,17,16
