station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,516151.3,34,1.040621,122.523,536895.6,4382,0.944941,0.952551,,
2,Station 1.1: Bottom cover,491660.4,0.0,516190.5,34,0.981515,115.7326,507140.4,4382,0.944941,0.952479,,
3,Station 2: Drill station,516609.6,151.2,516760.8,13,6.873374,1303.8115,3809737.1,2922,0.992892,1.0,,
4,Station 2.1: Drill station,516432.8,191.2,516651.6,13,6.815132,1292.1199,3774282.3,2921,0.992552,0.999947,,
5,Station 2.2: Drill station,516432.8,303.4,516736.2,13,6.842177,1298.1224,3791815.6,2921,0.992552,1.0,,
6,Station 3: Robot cell,518852.8,367.0,519278.4,8,3.809687,1273.6033,2235173.8,1755,0.997203,0.999887,,
7,Station 3.1: Robot cell,518824.8,447.0,519343.2,8,3.732459,1254.401,2198965.0,1753,0.997149,0.999862,,
8,Station 3.2: Robot cell,518821.2,599.2,519463.6,8,3.654286,1230.8417,2153973.0,1750,0.997142,0.999917,,
9,Station 3.3: Robot cell,518606.4,603.8,519434.4,8,3.616087,1218.661,2136312.8,1753,0.996729,0.999568,,
10,Station 3.4: Robot cell,518622.0,800.6,519598.0,8,3.543639,1195.6523,2095978.4,1753,0.996759,0.999662,,
11,Station 4: Inspection,515911.2,649.6,519834.6,2,0.307044,92.2195,404567.0,4387,0.991549,0.993694,,
12,Station 4.1: Inspection,514735.2,966.4,519751.8,2,0.276445,86.9823,380721.4,4377,0.989289,0.992193,,
13,Station 5: Top cover,509542.0,1300.2,519997.2,0,0.0,7.0452,20536.8,2915,0.979308,0.98235,,
14,Station 5.1: Top cover,510940.4,1015.8,520037.6,0,0.0,7.3214,21400.4,2923,0.981996,0.98443,,
15,Station 5.2: Top cover,511464.8,878.2,520120.4,0,0.0,7.6471,22375.4,2926,0.983004,0.985022,,
16,Station 6: Packaging,507732.0,1448.8,520269.4,0,0.0,37.1693,162690.0,4377,0.975829,0.978627,,
17,Station 6.1: Packaging,508892.0,1092.0,520308.2,0,0.0,37.3552,163877.4,4387,0.978059,0.980116,,
