station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30471.1845,0.0,545197.6133,22,0.054762,0.3998,1847.0,4620,0.055323,0.05589,,
2,Station 1.1: Bottom cover,31278.6121,0.0,545123.3656,22,0.054928,0.6149,2832.4298,4606,0.056788,0.057379,,
3,Station 2: Drill station,92890.9646,45.6,545247.0133,8,0.010683,1.551,13357.0893,8612,0.16865,0.170379,,
4,Station 2.1: Drill station,16051.4499,72.2,544417.8,8,0.133117,17.3584,10692.8,616,0.029143,0.029488,,
5,Station 3: Robot cell,550476.6133,95.0,550571.6133,19,13.027994,4064.2956,7840026.1411,1929,0.999429,1.0,,
6,Station 3.1: Robot cell,549636.5656,135.0,549771.5656,15,9.428054,2967.2778,5732780.7949,1932,0.997903,1.0,,
7,Station 3.2: Robot cell,546319.6,181.6,546501.2,8,3.487047,1171.5702,2261130.5038,1930,0.991881,1.0,,
8,Station 3.3: Robot cell,545906.8,185.4,546092.2,7,4.007254,1321.9458,2551355.3442,1930,0.991132,1.0,,
9,Station 3.4: Robot cell,544020.1471,232.0,545528.4,7,3.112101,1062.3721,2028068.2717,1909,0.987706,0.99766,,
10,Station 4: Inspection,16485.444,377.6,550612.7133,1,0.000382,0.0239,187.3,7845,0.02993,0.029961,,
11,Station 4.1: Inspection,2880.9,4771.6,546164.3133,0,0.0,0.005,6.8,1370,0.00523,0.005321,,
12,Station 5: Top cover,897.0,20879.5,544593.1,0,0.0,0.0168,3.3,196,0.001629,0.001713,,
13,Station 5.1: Top cover,43208.8429,510.7,550748.3133,1,0.000665,0.4887,4409.6875,9024,0.078449,0.078528,,
14,Station 6: Packaging,36.0,32972.7,525496.5,0,0.0,0.0,0.0,9,6.5e-05,7.3e-05,,
15,Station 6.1: Packaging,36801.7778,554.3,550791.3133,0,0.0,0.0051,46.5,9203,0.066816,0.066884,,
