disruption_type,estimated_duration,station_id,efficiency_loss,start_time,end_time
Bottom Cover Misaligned,2288.0,1,0.0,14996.0,16747.0
emergency_order,0.0,,0.0,16386.0,
Misaligned Material,10440.0,3.4,0.0,29757.0,37765.0
inspection_failure,0.0,,0.0,31249.0,
efficiency_loss,0.0,2.1,42.0,41152.0,41667.0
inspection_failure,0.0,,0.0,42872.0,
efficiency_loss,0.0,5,36.0,48208.0,49415.0
efficiency_loss,0.0,4,55.0,73626.0,74250.0
emergency_order,0.0,,0.0,77710.0,
emergency_order,0.0,,0.0,82029.0,
PLC Failure,3312.0,4,0.0,86898.0,89770.0
Bottom Cover Stuck,2392.0,1.1,0.0,87615.0,89593.0
PLC Failure,3312.0,1,0.0,88015.0,91155.0
emergency_order,0.0,,0.0,131750.0,
emergency_order,0.0,,0.0,137890.0,
Drill To Dull,9152.0,2,0.0,162058.0,169548.0
emergency_order,0.0,,0.0,163108.0,
efficiency_loss,0.0,6.1,31.0,178165.0,178584.0
efficiency_loss,0.0,2,73.0,193313.0,193912.0
PLC Failure,3312.0,6.1,0.0,209290.0,212289.0
PLC Failure,3312.0,5,0.0,222581.0,225423.0
emergency_order,0.0,,0.0,224147.0,
emergency_order,0.0,,0.0,232195.0,
emergency_order,0.0,,0.0,250365.0,
emergency_order,0.0,,0.0,284767.0,
efficiency_loss,0.0,5.1,21.0,292405.0,293592.0
Misaligned Material,10440.0,3.1,0.0,302907.0,310458.0
Cover Wrong Orientation,8736.0,3.1,0.0,341086.0,347354.0
Top Cover Stuck,2392.0,5,0.0,348195.0,350237.0
efficiency_loss,0.0,4,65.0,354537.0,355204.0
Camera Dirty,2496.0,4.1,0.0,363002.0,364739.0
PLC Failure,3312.0,5.1,0.0,371051.0,373847.0
efficiency_loss,0.0,4.1,46.0,372561.0,373344.0
efficiency_loss,0.0,5.1,41.0,384834.0,386277.0
emergency_order,0.0,,0.0,385007.0,
emergency_order,0.0,,0.0,386943.0,
emergency_order,0.0,,0.0,396644.0,
Top Cover Stuck,2392.0,5.1,0.0,400738.0,402782.0
emergency_order,0.0,,0.0,407994.0,
efficiency_loss,0.0,4.1,49.0,412113.0,412745.0
emergency_order,0.0,,0.0,429350.0,
emergency_order,0.0,,0.0,441613.0,
emergency_order,0.0,,0.0,442552.0,
Camera Dirty,2496.0,4,0.0,444067.0,446012.0
inspection_failure,0.0,,0.0,454807.0,
Drill To Dull,9152.0,2.1,0.0,457241.0,463999.0
Bottom Cover Misaligned,2288.0,1.1,0.0,475411.0,477113.0
efficiency_loss,0.0,6,36.0,488305.0,488719.0
emergency_order,0.0,,0.0,493678.0,
Misaligned Material,10440.0,3.3,0.0,498928.0,506460.0
efficiency_loss,0.0,5,24.0,518712.0,519664.0
Misaligned Material,10440.0,3,0.0,524830.0,531381.0
Top Cover Misaligned,2288.0,5.1,0.0,527779.0,529762.0
Top Cover Misaligned,2288.0,5,0.0,539930.0,541761.0
inspection_failure,0.0,,0.0,565360.0,
Bottom Cover Stuck,2392.0,1,0.0,569470.0,571640.0
