kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2901
produced_units_fuse1,2897
produced_units_fuse2,2966
makespan_seconds,469246.28
average_cycle_time_seconds,53.4849
cycle_time_from_1_over_throughput_rate_seconds,53.5425
throughput_rate_per_second,0.018677
throughput_rate_per_hour,67.2363
average_throughput_time_seconds,789.3186
average_active_throughput_time_seconds,789.3138
average_throughput_efficiency,0.345233
total_wait_time_seconds,1699023.3546
average_cycle_time_seconds_fuse0,161.2781
Active_average_cycle_time_seconds_fuse0,142.3732
global_average_cycle_time_seconds_fuse0,147.4878
average_cycle_time_seconds_fuse1,161.4668
Active_average_cycle_time_seconds_fuse1,140.6107
global_average_cycle_time_seconds_fuse1,145.7324
average_cycle_time_seconds_fuse2,157.7541
Active_average_cycle_time_seconds_fuse2,146.0966
global_average_cycle_time_seconds_fuse2,151.0991
utilization_overall_station_1_bottom_cover,0.051762
utilization_active_window_station_1_bottom_cover,0.051851
max_queue_station_1_bottom_cover,6
average_queue_station_1_bottom_cover,0.004778
average_wait_station_1_bottom_cover_seconds,0.0561
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.05162
utilization_active_window_station_1_1_bottom_cover,0.051708
max_queue_station_1_1_bottom_cover,6
average_queue_station_1_1_bottom_cover,0.004792
average_wait_station_1_1_bottom_cover_seconds,0.0469
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.16351
utilization_active_window_station_2_drill_station,0.163781
max_queue_station_2_drill_station,2
average_queue_station_2_drill_station,0.001242
average_wait_station_2_drill_station_seconds,2.3802
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.013548
utilization_active_window_station_2_1_drill_station,0.013582
max_queue_station_2_1_drill_station,2
average_queue_station_2_1_drill_station,0.006849
average_wait_station_2_1_drill_station_seconds,0.2038
availability_station_2_1_drill_station,1.0
utilization_overall_station_3_robot_cell,0.942682
utilization_active_window_station_3_robot_cell,0.943215
max_queue_station_3_robot_cell,4
average_queue_station_3_robot_cell,0.723989
average_wait_station_3_robot_cell_seconds,381.4462
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.941186
utilization_active_window_station_3_1_robot_cell,0.942296
max_queue_station_3_1_robot_cell,2
average_queue_station_3_1_robot_cell,0.349945
average_wait_station_3_1_robot_cell_seconds,262.9895
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.936759
utilization_active_window_station_3_2_robot_cell,0.937506
max_queue_station_3_2_robot_cell,2
average_queue_station_3_2_robot_cell,0.197361
average_wait_station_3_2_robot_cell_seconds,220.1281
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.938395
utilization_active_window_station_3_3_robot_cell,0.939656
max_queue_station_3_3_robot_cell,1
average_queue_station_3_3_robot_cell,0.135789
average_wait_station_3_3_robot_cell_seconds,172.804
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.925264
utilization_active_window_station_3_4_robot_cell,0.926169
max_queue_station_3_4_robot_cell,1
average_queue_station_3_4_robot_cell,0.03387
average_wait_station_3_4_robot_cell_seconds,121.2286
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.036774
utilization_active_window_station_4_inspection,0.03681
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.000532
average_wait_station_4_inspection_seconds,1.0493
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.004685
utilization_active_window_station_4_1_inspection,0.00475
max_queue_station_4_1_inspection,0
average_queue_station_4_1_inspection,0.0
average_wait_station_4_1_inspection_seconds,0.0112
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.001693
utilization_active_window_station_5_top_cover,0.001823
max_queue_station_5_top_cover,0
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0262
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.074224
utilization_active_window_station_5_1_top_cover,0.074298
max_queue_station_5_1_top_cover,1
average_queue_station_5_1_top_cover,0.001751
average_wait_station_5_1_top_cover_seconds,0.8673
availability_station_5_1_top_cover,1.0
utilization_overall_station_6_packaging,0.000129
utilization_active_window_station_6_packaging,0.00014
max_queue_station_6_packaging,0
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.062617
utilization_active_window_station_6_1_packaging,0.062679
max_queue_station_6_1_packaging,0
average_queue_station_6_1_packaging,0.0
average_wait_station_6_1_packaging_seconds,0.0076
availability_station_6_1_packaging,1.0
order_qty_fuse0,2901
order_qty_fuse1,2897
order_qty_fuse2,2966
