kpi_name,value
total_units_ordered,8764
produced_units_fuse0,2909
produced_units_fuse1,2898
produced_units_fuse2,2957
makespan_seconds,516491.297
average_cycle_time_seconds,58.8022
cycle_time_from_1_over_throughput_rate_seconds,58.9333
throughput_rate_per_second,0.016968
throughput_rate_per_hour,61.086
average_throughput_time_seconds,1741.7771
average_active_throughput_time_seconds,1741.7716
average_throughput_efficiency,0.550656
total_wait_time_seconds,4083508.5933
average_cycle_time_seconds_fuse0,176.8548
Active_average_cycle_time_seconds_fuse0,175.1659
global_average_cycle_time_seconds_fuse0,175.1659
average_cycle_time_seconds_fuse1,177.4682
Active_average_cycle_time_seconds_fuse1,175.2886
global_average_cycle_time_seconds_fuse1,175.2886
average_cycle_time_seconds_fuse2,173.9045
Active_average_cycle_time_seconds_fuse2,171.6979
global_average_cycle_time_seconds_fuse2,171.6979
utilization_overall_station_1_bottom_cover,0.823292
utilization_active_window_station_1_bottom_cover,0.825717
max_queue_station_1_bottom_cover,14
average_queue_station_1_bottom_cover,0.188637
average_wait_station_1_bottom_cover_seconds,39.5174
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.818025
utilization_active_window_station_1_1_bottom_cover,0.820382
max_queue_station_1_1_bottom_cover,14
average_queue_station_1_1_bottom_cover,0.096188
average_wait_station_1_1_bottom_cover_seconds,19.2176
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.866341
utilization_active_window_station_2_drill_station,0.868683
max_queue_station_2_drill_station,23
average_queue_station_2_drill_station,0.190508
average_wait_station_2_drill_station_seconds,101.007
availability_station_2_drill_station,1.0
utilization_overall_station_2_1_drill_station,0.864531
utilization_active_window_station_2_1_drill_station,0.866985
max_queue_station_2_1_drill_station,24
average_queue_station_2_1_drill_station,0.216956
average_wait_station_2_1_drill_station_seconds,107.9856
availability_station_2_1_drill_station,1.0
utilization_overall_station_2_2_drill_station,0.864653
utilization_active_window_station_2_2_drill_station,0.867327
max_queue_station_2_2_drill_station,24
average_queue_station_2_2_drill_station,0.181849
average_wait_station_2_2_drill_station_seconds,104.1931
availability_station_2_2_drill_station,1.0
utilization_overall_station_3_robot_cell,0.869251
utilization_active_window_station_3_robot_cell,0.871298
max_queue_station_3_robot_cell,14
average_queue_station_3_robot_cell,0.13718
average_wait_station_3_robot_cell_seconds,174.2684
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.867881
utilization_active_window_station_3_1_robot_cell,0.869978
max_queue_station_3_1_robot_cell,12
average_queue_station_3_1_robot_cell,0.190241
average_wait_station_3_1_robot_cell_seconds,164.1507
availability_station_3_1_robot_cell,1.0
utilization_overall_station_3_2_robot_cell,0.856726
utilization_active_window_station_3_2_robot_cell,0.858805
max_queue_station_3_2_robot_cell,1
average_queue_station_3_2_robot_cell,0.012015
average_wait_station_3_2_robot_cell_seconds,81.559
availability_station_3_2_robot_cell,1.0
utilization_overall_station_3_3_robot_cell,0.879865
utilization_active_window_station_3_3_robot_cell,0.882301
max_queue_station_3_3_robot_cell,16
average_queue_station_3_3_robot_cell,0.344432
average_wait_station_3_3_robot_cell_seconds,259.2971
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.856661
utilization_active_window_station_3_4_robot_cell,0.859447
max_queue_station_3_4_robot_cell,1
average_queue_station_3_4_robot_cell,0.018132
average_wait_station_3_4_robot_cell_seconds,78.552
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.856903
utilization_active_window_station_4_inspection,0.858865
max_queue_station_4_inspection,17
average_queue_station_4_inspection,0.482983
average_wait_station_4_inspection_seconds,112.1206
availability_station_4_inspection,1.0
utilization_overall_station_4_1_inspection,0.853988
utilization_active_window_station_4_1_inspection,0.856274
max_queue_station_4_1_inspection,14
average_queue_station_4_1_inspection,0.394802
average_wait_station_4_1_inspection_seconds,97.7293
availability_station_4_1_inspection,1.0
utilization_overall_station_5_top_cover,0.850769
utilization_active_window_station_5_top_cover,0.853022
max_queue_station_5_top_cover,10
average_queue_station_5_top_cover,0.324641
average_wait_station_5_top_cover_seconds,134.0264
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.859191
utilization_active_window_station_5_1_top_cover,0.861179
max_queue_station_5_1_top_cover,13
average_queue_station_5_1_top_cover,0.612871
average_wait_station_5_1_top_cover_seconds,202.506
availability_station_5_1_top_cover,1.0
utilization_overall_station_5_2_top_cover,0.853087
utilization_active_window_station_5_2_top_cover,0.854732
max_queue_station_5_2_top_cover,9
average_queue_station_5_2_top_cover,0.269308
average_wait_station_5_2_top_cover_seconds,129.0267
availability_station_5_2_top_cover,1.0
utilization_overall_station_6_packaging,0.838599
utilization_active_window_station_6_packaging,0.840609
max_queue_station_6_packaging,3
average_queue_station_6_packaging,0.146993
average_wait_station_6_packaging_seconds,57.669
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.840543
utilization_active_window_station_6_1_packaging,0.842207
max_queue_station_6_1_packaging,2
average_queue_station_6_1_packaging,0.145581
average_wait_station_6_1_packaging_seconds,57.6094
availability_station_6_1_packaging,1.0
order_qty_fuse0,2909
order_qty_fuse1,2898
order_qty_fuse2,2957
