kpi_name,value
total_units_ordered,3
makespan_seconds,346.5
average_cycle_time_seconds,80.45
cycle_time_from_1_over_throughput_seconds,115.5
throughput_units_per_second,0.008658
throughput_units_per_hour,31.1688
average_flow_time_seconds,264.7
total_wait_time_seconds,198.2
utilization_overall_station_1_bottom_cover,0.057143
utilization_active_window_station_1_bottom_cover,1.0
max_queue_station_1_bottom_cover,2
average_queue_station_1_bottom_cover,0.057143
average_wait_station_1_bottom_cover_seconds,6.6
utilization_overall_station_2_drill_station,0.090043
utilization_active_window_station_2_drill_station,1.0
max_queue_station_2_drill_station,1
average_queue_station_2_drill_station,0.0329
average_wait_station_2_drill_station_seconds,3.8
utilization_overall_station_3_robot_cell,0.640115
utilization_active_window_station_3_robot_cell,1.0
max_queue_station_3_robot_cell,2
average_queue_station_3_robot_cell,0.481962
average_wait_station_3_robot_cell_seconds,55.6667
utilization_overall_station_4_inspection,0.018182
utilization_active_window_station_4_inspection,0.03865
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.0
average_wait_station_4_inspection_seconds,0.0
utilization_overall_station_5_top_cover,0.039827
utilization_active_window_station_5_top_cover,0.083384
max_queue_station_5_top_cover,1
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0
utilization_overall_station_6_packaging,0.034632
utilization_active_window_station_6_packaging,0.072771
max_queue_station_6_packaging,1
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
order_qty_fuse0,1
order_qty_fuse1,1
order_qty_fuse2,1
simulation_time_seconds,3600.0
