station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,32749.427,0.0,545996.6315,22,0.074892,3.4934,16139.3967,4620,0.05942,0.059981,,
2,Station 1.1: Bottom cover,32204.8292,0.0,546152.143,22,0.066681,2.2615,10411.7634,4604,0.058432,0.058967,,
3,Station 2: Drill station,92686.365,45.6,546221.543,44,0.147562,12.9697,111449.0106,8593,0.168169,0.169701,,
4,Station 2.1: Drill station,12510.2137,72.2,541361.3013,8,0.131537,20.6557,13033.7358,631,0.022698,0.023112,,
5,Station 3: Robot cell,550266.1013,95.0,550361.1013,15,7.623901,2452.4656,4740615.9471,1933,0.998397,1.0,,
6,Station 3.1: Robot cell,549728.8144,135.0,550909.8459,14,7.847352,2501.1771,4817267.0891,1926,0.997422,0.998101,,
7,Station 3.2: Robot cell,545690.4,181.6,546924.2315,8,5.850909,1884.1871,3627060.1947,1925,0.990095,0.998075,,
8,Station 3.3: Robot cell,544822.0,185.4,546619.4459,7,4.742739,1535.7776,2960979.1164,1928,0.988519,0.99705,,
9,Station 3.4: Robot cell,545639.5115,232.0,548294.543,13,6.73288,2168.1083,4147591.1295,1913,0.990003,0.995579,,
10,Station 4: Inspection,18063.2893,377.6,550970.9459,5,0.002207,0.4568,3725.9535,8157,0.032774,0.032807,,
11,Station 4.1: Inspection,3056.3052,4771.6,549135.0013,1,0.000946,1.5192,1605.7789,1057,0.005545,0.005614,,
12,Station 5: Top cover,1701.8844,43337.5,535751.4013,1,0.005464,10.0235,1834.3058,183,0.003088,0.003456,,
13,Station 5.1: Top cover,43403.215,510.7,551106.5459,15,0.029441,1.9238,17381.5873,9035,0.07875,0.07883,,
14,Station 6: Packaging,68.0,42755.7,368630.3315,0,0.0,0.0,0.0,17,0.000123,0.000209,,
15,Station 6.1: Packaging,36769.7778,554.3,551149.5459,0,0.0,0.0065,59.4838,9195,0.066715,0.066782,,
