disruption_type,estimated_duration,station_id,efficiency_loss,start_time,end_time
efficiency_loss,0.0,4,33.0,22302.0,22665.0
emergency_order,0.0,,0.0,24951.0,
inspection_failure,0.0,,0.0,29155.0,
Bottom Cover Stuck,1196.0,1,0.0,53730.0,54758.0
Top Cover Misaligned,1144.0,5,0.0,60926.0,61848.0
Bottom Cover Misaligned,1144.0,1,0.0,76762.0,77720.0
emergency_order,0.0,,0.0,82599.0,
inspection_failure,0.0,,0.0,102791.0,
emergency_order,0.0,,0.0,110425.0,
Misaligned Material,5220.0,3.3,0.0,118241.0,122447.0
Drill To Dull,4576.0,2.1,0.0,129262.0,132300.0
Camera Dirty,1248.0,4.1,0.0,135691.0,136528.0
emergency_order,0.0,,0.0,140066.0,
inspection_failure,0.0,,0.0,144126.0,
Bottom Cover Misaligned,1144.0,1.1,0.0,154713.0,155491.0
Top Cover Misaligned,1144.0,5.1,0.0,161350.0,162279.0
emergency_order,0.0,,0.0,172321.0,
efficiency_loss,0.0,5,15.0,176583.0,177237.0
Bottom Cover Misaligned,1144.0,1.1,0.0,179821.0,180699.0
emergency_order,0.0,,0.0,195067.0,
efficiency_loss,0.0,1.1,80.0,203757.0,204195.0
efficiency_loss,0.0,4.1,85.0,219133.0,219464.0
Cover Wrong Orientation,4368.0,3.1,0.0,220836.0,224091.0
efficiency_loss,0.0,5.1,19.0,224860.0,225520.0
Top Cover Stuck,1196.0,5,0.0,229375.0,230339.0
emergency_order,0.0,,0.0,237550.0,
Cover Wrong Orientation,4368.0,3.3,0.0,240463.0,243826.0
emergency_order,0.0,,0.0,242373.0,
emergency_order,0.0,,0.0,250025.0,
emergency_order,0.0,,0.0,250367.0,
emergency_order,0.0,,0.0,260291.0,
efficiency_loss,0.0,6,12.0,284963.0,285138.0
Top Cover Stuck,1196.0,5.1,0.0,300956.0,301939.0
emergency_order,0.0,,0.0,307646.0,
PLC Failure,1656.0,6.1,0.0,315436.0,316740.0
efficiency_loss,0.0,2.1,82.0,333629.0,333897.0
emergency_order,0.0,,0.0,344647.0,
Bottom Cover Stuck,1196.0,1.1,0.0,357231.0,358253.0
efficiency_loss,0.0,5.1,23.0,358305.0,359043.0
inspection_failure,0.0,,0.0,360136.0,
efficiency_loss,0.0,1,14.0,360813.0,361254.0
emergency_order,0.0,,0.0,363226.0,
emergency_order,0.0,,0.0,363516.0,
Cover Wrong Orientation,4368.0,3.4,0.0,364818.0,368415.0
efficiency_loss,0.0,2,69.0,377119.0,377390.0
emergency_order,0.0,,0.0,382004.0,
Misaligned Material,5220.0,3.1,0.0,393348.0,397253.0
efficiency_loss,0.0,6.1,37.0,401862.0,402074.0
emergency_order,0.0,,0.0,402782.0,
efficiency_loss,0.0,4,67.0,405477.0,405781.0
efficiency_loss,0.0,5,34.0,409997.0,410706.0
emergency_order,0.0,,0.0,424584.0,
emergency_order,0.0,,0.0,446299.0,
Misaligned Material,5220.0,3.4,0.0,448755.0,453478.0
PLC Failure,1656.0,4,0.0,450111.0,451653.0
emergency_order,0.0,,0.0,475121.0,
emergency_order,0.0,,0.0,486196.0,
Camera Dirty,1248.0,4,0.0,507290.0,508110.0
efficiency_loss,0.0,4.1,29.0,525493.0,525885.0
Drill Broke,10400.0,2.1,0.0,526618.0,532964.0
Misaligned Material,5220.0,3,0.0,532097.0,535912.0
Drill To Dull,4576.0,2,0.0,535841.0,539210.0
PLC Failure,1656.0,1,0.0,549962.0,551275.0
emergency_order,0.0,,0.0,560098.0,
