station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30658.0744,0.0,560164.0,22,0.062164,0.4616,2145.8777,4649,0.054566,0.054731,,
2,Station 1.1: Bottom cover,30346.8,0.0,560164.0,22,0.062772,0.465,2140.7721,4604,0.054012,0.054175,,
3,Station 2: Drill station,88295.7146,45.6,560267.6,8,0.011997,0.7647,6501.2617,8502,0.15715,0.157608,,
4,Station 2.1: Drill station,7841.6,72.2,560263.8,8,0.12053,1.5315,1156.2862,755,0.013957,0.013998,,
5,Station 3: Robot cell,554367.1704,95.0,561323.8,16,9.185845,2911.6462,5718473.1824,1964,0.986673,0.987774,,
6,Station 3.1: Robot cell,553312.7905,135.0,561425.8,14,11.121538,3492.3919,6810164.2609,1950,0.984797,0.985786,,
7,Station 3.2: Robot cell,553002.0,181.6,561472.4,8,5.254573,1702.4042,3350331.4709,1968,0.984243,0.985233,,
8,Station 3.3: Robot cell,552336.7223,185.4,561508.6,9,5.125387,1698.6889,3292059.1233,1938,0.983059,0.983991,,
9,Station 3.4: Robot cell,549378.0828,232.0,561555.2,8,2.365005,848.9597,1635096.4185,1926,0.977794,0.97872,,
10,Station 4: Inspection,17623.45,377.6,561676.3,0,0.0,0.223,1784.1989,8000,0.031367,0.031398,,
11,Station 4.1: Inspection,3462.3053,1834.0,551386.8905,0,0.0,0.6687,836.6,1251,0.006162,0.0063,,
12,Station 5: Top cover,878.6,27030.7,551015.6704,1,0.005236,0.0737,14.0857,191,0.001564,0.001677,,
13,Station 5.1: Top cover,42634.8075,510.7,561811.9,1,0.002208,0.3367,3050.505,9059,0.075882,0.075957,,
14,Station 6: Packaging,160.0,27097.7,515040.9,0,0.0,0.0,0.0,40,0.000285,0.000328,,
15,Station 6.1: Packaging,38085.0511,554.3,561854.9,0,0.0,0.2844,2619.8494,9211,0.067784,0.067851,,
