order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,462190,397958.2,402457.3,4499.099999999977,-59732.70000000001,1,FUSE0,9,FUSE1,9,FUSE2,10,4,3,16,14
2,209690,170203.6,174536.9,4333.299999999988,-35153.100000000006,2,FUSE0,8,FUSE1,7,FUSE2,8,2,2,7,7
3,44002,30816.2,35257.5,4441.299999999999,-8744.5,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1,2,2
4,415134,351466.0,355825.9,4359.900000000023,-59308.09999999998,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,13
5,443960,377096.2,381663.9,4567.700000000012,-62296.09999999998,1,FUSE0,9,FUSE1,10,FUSE2,10,3,3,15,14
6,38493,23238.8,27512.3,4273.5,-10980.7,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1,1,1
7,509468,443225.4,447535.5,4310.099999999977,-61932.5,1,FUSE0,8,FUSE1,8,FUSE2,9,4,4,18,16
8,395547,331903.8,336140.7,4236.900000000023,-59406.29999999999,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,13,12
9,257129,214566.4,218885.9,4319.5,-38243.100000000006,2,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,8
10,410383,345266.0,349521.1,4255.099999999977,-60861.90000000002,2,FUSE0,8,FUSE1,8,FUSE2,8,3,3,14,13
11,85513,70467.0,75014.1,4547.100000000006,-10498.899999999994,1,FUSE0,10,FUSE1,10,FUSE2,9,1,1,3,3
12,558508,497185.2,501700.1,4514.899999999965,-56807.90000000002,3,FUSE0,10,FUSE1,10,FUSE2,9,4,4,20,18
13,210503,171620.8,175858.7,4237.900000000023,-34644.29999999999,5,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
14,66532,51137.6,55466.1,4328.5,-11065.900000000001,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1,3,2
15,325057,273964.0,278108.3,4144.299999999988,-46948.70000000001,1,FUSE0,8,FUSE1,8,FUSE2,8,3,2,11,10
16,135122,106456.6,110899.3,4442.699999999997,-24222.699999999997,3,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,4
17,206609,164287.2,168735.9,4448.6999999999825,-37873.100000000006,2,FUSE0,9,FUSE1,9,FUSE2,10,2,2,7,6
18,119428,95729.2,100158.5,4429.300000000003,-19269.5,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
19,413724,349799.2,354335.7,4536.5,-59388.29999999999,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,13
20,220003,180020.4,184330.3,4309.899999999994,-35672.70000000001,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,7
21,523275,459798.8,463962.7,4163.900000000023,-59312.29999999999,3,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,17
22,394415,329029.8,333206.3,4176.5,-61208.70000000001,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,13,12
23,148416,124810.4,128939.1,4128.700000000012,-19476.899999999994,4,FUSE0,7,FUSE1,8,FUSE2,8,1,1,5,5
24,241328,200011.2,204142.7,4131.5,-37185.29999999999,1,FUSE0,8,FUSE1,7,FUSE2,8,2,2,8,8
25,26039,10008.8,14264.3,4255.5,-11774.7,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
26,292428,244067.0,248482.9,4415.899999999994,-43945.100000000006,1,FUSE0,9,FUSE1,9,FUSE2,10,2,2,10,9
27,14243,2185.0,6526.3,4341.3,-7716.7,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,1,1
28,378704,316130.0,320513.7,4383.700000000012,-58190.29999999999,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,13,12
29,328135,280109.8,284305.9,4196.100000000035,-43829.09999999998,2,FUSE0,7,FUSE1,8,FUSE2,8,3,2,11,10
30,562490,506349.0,510649.1,4300.099999999977,-51840.90000000002,3,FUSE0,8,FUSE1,8,FUSE2,9,4,4,20,18
