station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,516514.8,22,0.057736,0.4157,1821.6,4382,0.055678,0.055993,,
2,Station 1.1: Bottom cover,28921.2,0.0,516576.4,22,0.057736,0.4157,1821.6,4382,0.055678,0.055986,,
3,Station 2: Drill station,84843.2,45.6,516645.8,8,0.011032,0.7465,6089.6,8158,0.163338,0.164234,,
4,Station 2.1: Drill station,6302.4,72.2,511953.8,8,0.135314,1.5865,961.4,606,0.012133,0.012312,,
5,Station 3: Robot cell,519081.2,95.0,519176.2,8,6.720068,2132.2251,3739922.8,1754,0.999321,1.0,,
6,Station 3.1: Robot cell,519059.2,135.0,519194.2,7,6.674857,2121.9883,3713479.6,1750,0.999279,1.0,,
7,Station 3.2: Robot cell,518791.2,181.6,518972.8,8,6.621005,2099.6014,3678501.6,1752,0.998763,1.0,,
8,Station 3.3: Robot cell,518914.4,185.4,519099.8,7,6.588503,2083.7331,3661119.0,1757,0.999,1.0,,
9,Station 3.4: Robot cell,518668.8,232.0,518900.8,7,6.468875,2063.273,3612791.0,1751,0.998527,1.0,,
10,Station 4: Inspection,16302.3,377.6,519255.3,1,0.001031,0.0449,348.2,7763,0.031385,0.031418,,
11,Station 4.1: Inspection,2102.1,4771.6,517950.1,0,0.0,0.0187,18.7,1001,0.004047,0.004096,,
12,Station 5: Top cover,805.0,39450.7,504566.5,0,0.0,0.0,0.0,175,0.00155,0.001731,,
13,Station 5.1: Top cover,39509.4,510.7,519390.9,1,0.00163,0.1462,1255.5,8589,0.076062,0.076144,,
14,Station 6: Packaging,68.0,39516.5,349767.9,0,0.0,0.0,0.0,17,0.000131,0.000219,,
15,Station 6.1: Packaging,34988.0,554.3,519433.9,0,0.0,0.0022,19.2,8747,0.067358,0.06743,,
