start of run,run number,schedule_calculation,simulation_runtime
0.027299200000015844,1,266.7843044,0.12887110000002622
266.94096049999996,1,5.0042847999999935,0.07862190000003011
272.02445209999996,1,7.002947600000027,0.09471409999997604
279.1227199,1,48.25352459999999,0.1566789999999969
327.53337650000003,1,30.959943699999997,0.10853320000001077
358.6024062,1,25.13324819999997,0.12295749999998407
383.8591630000001,1,7.577698800000007,0.12832800000001043
391.56572500000004,1,3.6963817000000745,0.1556362999999692
395.4183233,1,3.575774700000011,0.12350189999995109
399.1182878000001,1,3.401463700000022,0.14563250000003336
402.6661878,1,3.6725874999999633,0.13879129999997986
406.47817540000005,1,10.810045800000012,0.23683249999999134
417.5254225,1,94.41800599999999,0.20883930000002238
512.1527261,1,1.3968366000000287,0.2438816000000088
513.7943946,1,18.5234557,0.2342574000000468
532.55259,1,17.112174200000027,0.3850881999999274
550.0503755000001,1,21.2709665000001,0.2496962000000167
571.5715825000001,1,8.07035499999995,0.219971800000053
579.8626828,1,7.925807700000064,0.24518120000004728
588.0344534000001,1,7.682842100000016,0.2429351000000679
595.9607472,1,7.504996599999913,0.25624179999999797
603.7224172,1,67.34199530000001,0.4378371000000243
671.5030053,1,99.60329330000002,0.37985250000008364
771.4867700000001,1,21.565922499999942,0.5065393999999515
793.559957,1,1.4674175999999761,0.4131730000000289
795.4413835,1,16.753732000000014,0.44222100000001774
812.6380803000001,1,12.71106809999992,0.45401479999998173
825.8037628000001,1,130.12456439999994,0.4673219999999674
956.3963623000001,1,37.59397690000014,0.5607698000001164
994.5518691999999,1,2.160512899999958,0.5112475999999333
997.2242251000001,1,10.886293499999965,0.5864596000001256
1008.6979502,1,2.989490700000033,0.586445700000013
1012.2744609,1,13.598784700000124,0.5985870999998042
1026.4727675,1,1.7966706000001977,0.5667616999999154
1028.8368268,1,1.9801208999999744,0.5812806000001274
1031.3988531,1,14.885743999999931,0.6055757999999969
1046.8908706999998,1,129.1700568000001,0.7227712999999767
1176.7844292999998,1,69.81733050000003,0.867390099999966
1247.4696830999999,1,9.390061899999864,0.8156062999998994
1257.6796588999998,1,104.70477970000002,0.8261100999998234
1363.2113528,1,4.726948699999866,0.879227599999922
1368.8185220999999,1,20.673200699999825,0.8172724999999446
1390.3096200999998,1,65.73531049999997,0.9987538999998833
1457.0446935999998,1,6.772250500000155,0.9836302000001069
1464.8012394999998,1,157.16127600000004,0.9648498999999902
1622.9282959,1,3.81312580000008,1.0062537999999677
1627.7486534,1,3.5762139000000843,0.9876937000001362
1632.3138969,1,2.3459783999999217,0.9762514000001374
1635.6368524,1,15.260703299999932,1.0144224999999096
1651.9127948999999,1,10.336320599999908,1.0772535000000971
1663.3271131,1,7.173766000000114,1.0771644000001288
1671.5801021,1,4.9139653999998245,1.0343765000000076
1677.5290714999999,1,4.66136419999998,1.0836257000000842
1683.2750867999998,1,4.536813999999822,1.0635953000000882
1688.8761659,1,38.9967865000001,1.1213634999999158
1728.9950394999998,1,3.152797899999996,1.094009799999867
1733.2429422999999,1,3.3882724000000053,1.077784900000097
1737.7097271999999,1,3.3259517000001324,1.0967216999999891
1742.1330899,1,16.368662200000017,1.1382748000000902
1759.6406243,1,10.745990199999824,1.1235842000000957
1771.5107945999998,1,5.521686000000045,1.1273624000000382
1778.1606484,1,5.152030699999841,1.1436581000000388
1784.4570093999998,1,102.76156979999996,1.1704015000000254
1888.3895899,1,3.2775784000000385,1.1506854000001567
1892.8186578999998,1,25.79811719999998,1.2414245999998457
1919.8589687,1,7.057769999999891,1.2732488999999987
1928.1906784,1,3.0278466999998273,1.272168800000145
1932.4913221,1,3.0746831999999813,1.2725346000001991
1936.8393881,1,2.9815850999998474,1.2623324999999568
1941.0843428,1,13.19540280000001,1.3098317999997562
1955.5910474,1,9.652466300000015,1.3468931000002158
1966.5924736999998,1,8.940555099999983,1.3358782999998766
1976.8694626,1,106.9985671999998,1.4097303999997166
2085.2784791000004,1,2.9819753000001583,1.4005294000003232
2089.6617138,1,17.2753716000002,1.4285828000001857
2108.3668602000002,1,6.673358699999881,1.452980800000205
