order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,63449.2,66101.1,2651.9000000000087,-1857.8999999999942,-0.0026816476628185055,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,355379.6,358036.7,2657.100000000035,-33198.29999999999,-0.009221749999999997,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,3
3,391807,358555.2,361036.3,2481.0999999999767,-30770.70000000001,-0.00854741666666667,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,3
4,391476,357086.0,359811.1,2725.0999999999767,-31664.900000000023,-0.008795805555555562,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,3
5,54444,44257.6,48789.6007,4532.000700000004,-5654.399299999997,-0.00444251565396274,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,104224.8,106761.5,2536.699999999997,753.5,29.75570481790735,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,50359.8,52992.1,2632.2999999999956,-6425.9000000000015,-0.0017849722222222227,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,2
8,99887,95704.6,98100.3,2395.699999999997,-1786.699999999997,-0.0004963055555555547,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,156174.4,158570.3,2395.899999999994,-13573.700000000012,-0.0037704722222222254,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,1
10,22314,14972.6,17275.3,2302.699999999999,-5038.700000000001,-0.007272737003414419,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,35264.8,37958.3,2693.5,-3536.699999999997,-0.000982416666666666,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,407892.0,411227.9,3335.9000000000233,-17563.099999999977,-0.004878638888888882,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,5
13,332129,306951.2,309570.3,2619.0999999999767,-22558.70000000001,-0.006266305555555559,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,1
14,325362,302558.8,305001.1,2442.2999999999884,-20360.900000000023,-0.005655805555555562,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,1
15,524436,499008.5113,501341.9029,2333.3915999999736,-23094.097100000014,-0.07172218193691776,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,3
16,13067,8790.8,11209.9,2419.1000000000004,-1857.1000000000004,-0.0005158611111111113,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,415381.2,418073.5,2692.2999999999884,-18921.5,-0.005255972222222222,1,FUSE0,10,FUSE1,10,FUSE2,9,4,3,16,5
18,548492,527435.6029,530129.9029,2694.29999999993,-18362.097100000014,-0.005100582527777782,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,4
19,445906,428281.2,432726.3,4445.099999999977,-13179.700000000012,-0.010354950271115944,2,FUSE0,10,FUSE1,10,FUSE2,10,4,4,16,1
20,535182,509439.2029,512144.7029,2705.5,-23037.297100000025,-0.018099809999576895,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,3
21,121563,117081.2,119684.3,2603.100000000006,-1878.699999999997,-0.005834584596290068,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
22,421531,393922.4,396169.1,2246.6999999999534,-25361.900000000023,-0.05635977777777783,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,4
23,227912,189864.0,192161.9,2297.899999999994,-35750.100000000006,-0.009930583333333335,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,2
24,100084,97197.3002,101395.1,4197.799800000008,1311.1000000000058,147.01224147593805,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
25,443756,421440.8,423933.9029,2493.102899999998,-19822.097100000014,-0.02861073274146977,3,FUSE0,6,FUSE1,7,FUSE2,7,4,3,16,5
