kpi_name,value
total_units_ordered,9277
produced_units_fuse0,3069
produced_units_fuse1,3061
produced_units_fuse2,3147
makespan_seconds,565512.5
average_cycle_time_seconds,60.9049
cycle_time_from_1_over_throughput_rate_seconds,60.9586
throughput_rate_per_second,0.016405
throughput_rate_per_hour,59.0565
average_throughput_time_seconds,928.4464
average_active_throughput_time_seconds,928.438
average_throughput_efficiency,0.356905
total_wait_time_seconds,2250788.7498
average_cycle_time_seconds_fuse0,183.7745
Active_average_cycle_time_seconds_fuse0,165.0946
global_average_cycle_time_seconds_fuse0,167.726
average_cycle_time_seconds_fuse1,184.2839
Active_average_cycle_time_seconds_fuse1,166.0338
global_average_cycle_time_seconds_fuse1,168.6721
average_cycle_time_seconds_fuse2,179.2775
Active_average_cycle_time_seconds_fuse2,169.0108
global_average_cycle_time_seconds_fuse2,171.577
utilization_overall_station_1_bottom_cover,0.054094
utilization_active_window_station_1_bottom_cover,0.054191
max_queue_station_1_bottom_cover,6
average_queue_station_1_bottom_cover,0.009054
average_wait_station_1_bottom_cover_seconds,0.0869
availability_station_1_bottom_cover,1.0
utilization_overall_station_1_1_bottom_cover,0.054223
utilization_active_window_station_1_1_bottom_cover,0.054328
max_queue_station_1_1_bottom_cover,6
average_queue_station_1_1_bottom_cover,0.009028
average_wait_station_1_1_bottom_cover_seconds,0.0874
availability_station_1_1_bottom_cover,1.0
utilization_overall_station_2_drill_station,0.171417
utilization_active_window_station_2_drill_station,0.171723
max_queue_station_2_drill_station,2
average_queue_station_2_drill_station,0.001889
average_wait_station_2_drill_station_seconds,2.5545
availability_station_2_drill_station,0.907223
utilization_overall_station_2_1_drill_station,0.015227
utilization_active_window_station_2_1_drill_station,0.015281
max_queue_station_2_1_drill_station,2
average_queue_station_2_1_drill_station,0.012019
average_wait_station_2_1_drill_station_seconds,0.3761
availability_station_2_1_drill_station,1.0
utilization_overall_station_3_robot_cell,0.982558
utilization_active_window_station_3_robot_cell,0.983647
max_queue_station_3_robot_cell,2
average_queue_station_3_robot_cell,0.516979
average_wait_station_3_robot_cell_seconds,317.2812
availability_station_3_robot_cell,1.0
utilization_overall_station_3_1_robot_cell,0.98226
utilization_active_window_station_3_1_robot_cell,0.983349
max_queue_station_3_1_robot_cell,3
average_queue_station_3_1_robot_cell,0.413043
average_wait_station_3_1_robot_cell_seconds,279.6943
availability_station_3_1_robot_cell,0.983411
utilization_overall_station_3_2_robot_cell,0.979741
utilization_active_window_station_3_2_robot_cell,0.98077
max_queue_station_3_2_robot_cell,2
average_queue_station_3_2_robot_cell,0.241486
average_wait_station_3_2_robot_cell_seconds,224.1563
availability_station_3_2_robot_cell,0.986895
utilization_overall_station_3_3_robot_cell,0.974958
utilization_active_window_station_3_3_robot_cell,0.975876
max_queue_station_3_3_robot_cell,2
average_queue_station_3_3_robot_cell,0.19406
average_wait_station_3_3_robot_cell_seconds,177.749
availability_station_3_3_robot_cell,1.0
utilization_overall_station_3_4_robot_cell,0.968858
utilization_active_window_station_3_4_robot_cell,0.96977
max_queue_station_3_4_robot_cell,1
average_queue_station_3_4_robot_cell,0.090113
average_wait_station_3_4_robot_cell_seconds,128.7623
availability_station_3_4_robot_cell,1.0
utilization_overall_station_4_inspection,0.037589
utilization_active_window_station_4_inspection,0.037626
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.000384
average_wait_station_4_inspection_seconds,1.0199
availability_station_4_inspection,0.771267
utilization_overall_station_4_1_inspection,0.005481
utilization_active_window_station_4_1_inspection,0.00563
max_queue_station_4_1_inspection,0
average_queue_station_4_1_inspection,0.0
average_wait_station_4_1_inspection_seconds,0.0086
availability_station_4_1_inspection,0.999399
utilization_overall_station_5_top_cover,0.002635
utilization_active_window_station_5_top_cover,0.00276
max_queue_station_5_top_cover,0
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.017
availability_station_5_top_cover,1.0
utilization_overall_station_5_1_top_cover,0.084339
utilization_active_window_station_5_1_top_cover,0.084422
max_queue_station_5_1_top_cover,1
average_queue_station_5_1_top_cover,0.001784
average_wait_station_5_1_top_cover_seconds,2.4563
availability_station_5_1_top_cover,0.863783
utilization_overall_station_6_packaging,0.000219
utilization_active_window_station_6_packaging,0.000295
max_queue_station_6_packaging,0
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
availability_station_6_packaging,1.0
utilization_overall_station_6_1_packaging,0.065439
utilization_active_window_station_6_1_packaging,0.065503
max_queue_station_6_1_packaging,0
average_queue_station_6_1_packaging,0.0
average_wait_station_6_1_packaging_seconds,0.0035
availability_station_6_1_packaging,0.999603
order_qty_fuse0,3069
order_qty_fuse1,3061
order_qty_fuse2,3147
