order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,67594.0127,75649.8,8055.787299999996,7690.800000000003,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,363395.1554,371117.5314,7722.375999999989,-20117.468600000022,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,13
3,391807,366675.7668,373671.1314,6995.36460000003,-18135.868599999987,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,13
4,391476,364935.7668,372444.4668,7508.700000000012,-19031.533200000005,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,13
5,54444,47868.7,57551.0,9682.300000000003,3107.0,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,107531.7328,114692.4328,7160.699999999997,8684.432799999995,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,53832.7115,61592.6,7759.888500000001,2174.5999999999985,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,3
8,99887,100749.9,107199.5127,6449.612700000012,7312.512700000007,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,158566.8127,166027.4038,7460.591099999991,-6116.5962,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,6
10,22314,14875.9,24519.4115,9643.511499999999,2205.4114999999983,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,36909.1,45283.8,8374.700000000004,3788.800000000003,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,411141.8992,420463.4992,9321.600000000035,-8327.50079999998,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,15
13,332129,310406.6196,317578.5196,7171.900000000023,-14550.4804,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,12
14,325362,306114.6196,312514.3775,6399.757900000026,-12847.622499999998,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,11
15,524436,501637.8502,511694.5624,10056.712200000009,-12741.437600000005,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,18
16,13067,8290.7,14728.6,6437.9,1661.6000000000004,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,417892.2992,426696.9992,8804.700000000012,-10298.00079999998,1,FUSE0,10,FUSE1,10,FUSE2,9,4,3,16,15
18,548492,530896.4513,539371.4704,8475.019100000034,-9120.529600000009,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,19
19,445906,429280.2992,437467.7992,8187.5,-8438.200799999991,2,FUSE0,10,FUSE1,10,FUSE2,10,4,4,16,16
20,535182,512026.1992,520849.2992,8823.100000000035,-14332.700799999991,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,19
21,121563,120313.9,127392.2,7078.300000000003,5829.199999999997,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
22,421531,400064.3554,409360.9992,9296.64380000002,-12170.00079999998,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,15
23,227912,192846.2607,200017.9435,7171.6827999999805,-27894.056500000006,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,7
24,100084,102195.7328,108776.4328,6580.699999999997,8692.432799999995,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
25,443756,423704.2992,431684.9992,7980.700000000012,-12071.00079999998,3,FUSE0,6,FUSE1,7,FUSE2,7,4,3,16,15
26,246334,210468.0435,218421.7607,7953.717200000014,-27912.239299999987,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
27,369964,339418.0775,348621.7196,9203.642099999997,-21342.28039999999,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,13,13
28,61592,57348.7,64608.6,7259.9000000000015,3016.5999999999985,1,FUSE0,6,FUSE1,6,FUSE2,8,1,1,2,3
29,87556,88980.2,95900.4328,6920.232799999998,8344.432799999995,3,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
30,272654,237219.4607,243592.1607,6372.700000000012,-29061.839299999992,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,9
31,394156,367997.1554,375411.1314,7413.976000000024,-18744.868599999987,2,FUSE0,9,FUSE1,9,FUSE2,8,3,3,14,14
32,70915,70614.8127,78507.9127,7893.100000000006,7592.912700000001,2,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
33,162944,144568.3511,152158.3127,7589.96160000001,-10785.68729999999,1,FUSE0,10,FUSE1,9,FUSE2,10,2,2,6,6
34,133079,124746.8127,132256.2511,7509.438399999999,-822.748900000006,1,FUSE0,8,FUSE1,9,FUSE2,9,1,1,5,5
35,212570,180791.0607,187779.8038,6988.743099999992,-24790.196200000006,1,FUSE0,9,FUSE1,10,FUSE2,10,2,2,7,7
36,62595,60115.9,67307.5127,7191.612700000005,4712.512700000007,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,3,3
37,266578,227904.6607,236260.1607,8355.5,-30317.839299999992,5,FUSE0,9,FUSE1,9,FUSE2,10,2,2,9,9
38,221948,185415.0607,192553.4038,7138.343099999998,-29394.5962,5,FUSE0,8,FUSE1,8,FUSE2,9,2,2,7,7
39,68021,69106.8127,76709.0,7602.187300000005,8688.0,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,3,3
40,337310,319368.4775,327559.8187,8191.341200000024,-9750.181299999997,2,FUSE0,9,FUSE1,9,FUSE2,9,3,3,12,12
41,422205,405023.8992,418672.9992,13649.100000000035,-3532.00079999998,1,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,15
