station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,516627.4,22,0.057736,0.4157,1821.6,4382,0.055663,0.055981,,
2,Station 1.1: Bottom cover,28921.2,0.0,516690.4,22,0.057736,0.4157,1821.6,4382,0.055663,0.055974,,
3,Station 2: Drill station,85009.6,45.6,516759.8,8,0.011622,0.7641,6246.0,8174,0.163615,0.16452,,
4,Station 2.1: Drill station,6136.0,72.2,514010.4,8,0.138983,1.6376,966.2,590,0.01181,0.011939,,
5,Station 3: Robot cell,518968.8,95.0,519063.8,7,6.723174,2133.2331,3737424.4,1752,0.998838,1.0,,
6,Station 3.1: Robot cell,519124.8,135.0,519259.8,7,6.702395,2120.2072,3718843.4,1754,0.999138,1.0,,
7,Station 3.2: Robot cell,519131.2,181.6,519312.8,8,6.582047,2099.0931,3671313.8,1749,0.999151,1.0,,
8,Station 3.3: Robot cell,518955.6,185.4,519141.0,7,6.57037,2081.7564,3653482.4,1755,0.998813,1.0,,
9,Station 3.4: Robot cell,518750.0,232.0,518982.0,7,6.521095,2071.7174,3633792.4,1754,0.998417,1.0,,
10,Station 4: Inspection,15815.1,377.6,519393.9,0,0.0,0.02,150.3,7531,0.030439,0.030471,,
11,Station 4.1: Inspection,2589.3,1834.0,518448.9,0,0.0,0.0028,3.5,1233,0.004984,0.005012,,
12,Station 5: Top cover,285.2,44436.7,504389.3,0,0.0,0.0,0.0,62,0.000549,0.00062,,
13,Station 5.1: Top cover,40029.2,510.7,519529.5,0,0.0,0.123,1070.0,8702,0.077043,0.077125,,
14,Station 6: Packaging,28.0,82042.1,504452.7,0,0.0,0.0,0.0,7,5.4e-05,6.6e-05,,
15,Station 6.1: Packaging,35028.0,554.3,519572.5,0,0.0,0.0024,21.0,8757,0.067417,0.067489,,
