station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30775.8375,0.0,563535.8,22,0.068338,0.5057,2360.6652,4668,0.054421,0.054612,,
2,Station 1.1: Bottom cover,30478.8,0.0,563529.2,22,0.066623,0.4941,2284.0459,4623,0.053896,0.054086,,
3,Station 2: Drill station,92101.6387,45.6,563640.4,8,0.013243,1.686,14386.7782,8533,0.162864,0.163418,,
4,Station 2.1: Drill station,7936.6855,72.2,563647.0,8,0.132199,1.6422,1254.6628,764,0.014035,0.014083,,
5,Station 3: Robot cell,556542.5903,95.0,564981.4,17,10.903392,3444.6059,6703203.1683,1946,0.984138,0.985229,,
6,Station 3.1: Robot cell,555337.8305,135.0,565021.4,12,8.343414,2643.5584,5157582.533,1951,0.982008,0.983096,,
7,Station 3.2: Robot cell,553542.8072,181.6,565100.4,12,8.354905,2638.1426,5136463.7362,1947,0.978834,0.979863,,
8,Station 3.3: Robot cell,552248.7943,185.4,565166.2,9,4.269132,1412.7095,2750545.4819,1947,0.976546,0.977465,,
9,Station 3.4: Robot cell,550638.1158,232.0,565212.8,7,1.124481,487.8372,940550.1621,1928,0.973698,0.974614,,
10,Station 4: Inspection,17663.8687,377.6,565333.9,1,0.000124,0.2172,1747.6857,8046,0.031235,0.031266,,
11,Station 4.1: Inspection,2602.6,4682.4,551375.4903,0,0.0,0.0082,10.1492,1240,0.004602,0.004761,,
12,Station 5: Top cover,800.4,22134.3,530497.0903,0,0.0,0.0414,7.2,174,0.001415,0.001574,,
13,Station 5.1: Top cover,46406.8143,510.7,565469.5,1,0.000768,1.0538,9607.179,9117,0.082062,0.082142,,
14,Station 6: Packaging,48.0,158022.5,356736.5,0,0.0,0.0,0.0,12,8.5e-05,0.000242,,
15,Station 6.1: Packaging,37068.9032,554.3,565512.5,1,0.000216,0.0043,39.4135,9273,0.065549,0.065614,,
