order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,61139.0,63643.9,2504.9000000000015,-4315.0999999999985,-0.006228310366450384,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,336918.2,339441.1,2522.899999999965,-51793.90000000002,-0.01438719444444445,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,2
3,391807,340025.2,342340.9,2315.7000000000116,-49466.09999999998,-0.013740583333333327,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,2
4,391476,338490.8,340975.5,2484.7000000000116,-50500.5,-0.014027916666666666,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,2
5,54444,42328.4,44597.3,2268.9000000000015,-9846.699999999997,-0.007736298158121752,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,98474.6,100982.7,2508.0999999999913,-5025.300000000003,-0.003948248563885289,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,48160.4,50775.3,2614.9000000000015,-8642.699999999997,-0.0024007499999999992,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,2
8,99887,91554.0,93990.3,2436.300000000003,-5896.699999999997,-0.0016379722222222214,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,148558.8,150927.5,2368.7000000000116,-21216.5,-0.005893472222222222,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,1
10,22314,14817.2,17216.7,2399.5,-5097.299999999999,-0.007357318817850698,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,33279.4,35770.3,2490.9000000000015,-5724.699999999997,-0.0015901944444444436,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,382107.2,384591.9,2484.7000000000116,-44199.09999999998,-0.012277527777777773,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,4
13,332129,290364.4,292845.5,2481.0999999999767,-39283.5,-0.010912083333333334,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,1
