order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,44572.3,47953.8,3381.5,-20005.199999999997,-0.02887501901298075,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,2
2,391235,339347.7,343069.3,3721.5999999999767,-48165.70000000001,-0.013379361111111114,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,2
3,391807,358359.2,361495.4,3136.2000000000116,-30311.599999999977,-0.008419888888888883,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,3
4,391476,341012.7,344345.8,3333.0999999999767,-47130.20000000001,-0.013091722222222225,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,2
5,54444,20762.7,23848.2,3085.5,-30595.8,-0.024038330728697082,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,1
6,106008,100127.6,103471.1,3343.5,-2536.899999999994,-0.0019931768813246094,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,70322.7,73951.8,3629.100000000006,14533.800000000003,223.67464192393726,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,3
8,99887,220492.3,223939.8,3447.5,124052.79999999999,4601.058263741384,1,FUSE0,8,FUSE1,8,FUSE2,9,1,2,4,3
9,172144,149075.7,157085.8,8010.099999999977,-15058.200000000012,-0.004182833333333337,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,1
10,22314,15066.7,18275.4,3208.7000000000007,-4038.5999999999985,-0.0058292169928730545,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,34869.1,38356.6,3487.5,-3138.4000000000015,-0.0008717777777777782,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,389232.2,392579.7,3347.5,-36211.29999999999,-0.010058694444444441,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,4
13,332129,301122.8,304540.6,3417.7999999999884,-27588.400000000023,-0.007663444444444451,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,1
14,325362,284351.2,287847.9,3496.7000000000116,-37514.09999999998,-0.010420583333333327,1,FUSE0,8,FUSE1,8,FUSE2,9,3,2,12,5
