order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,67959,62013.4039,66472.9039,4459.500000000007,-1486.0960999999952,3,FUSE0,9,FUSE1,9,FUSE2,8,1,1,3,3
2,391235,353819.8039,360688.7293,6868.925400000007,-30546.270699999994,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,14,13
3,391807,357130.5307,363626.3293,6495.79859999998,-28180.670700000017,1,FUSE0,7,FUSE1,7,FUSE2,8,3,3,14,13
4,391476,355546.9137,362157.5293,6610.615600000019,-29318.470700000005,1,FUSE0,9,FUSE1,8,FUSE2,9,3,3,14,13
5,54444,43210.2039,47526.1039,4315.9000000000015,-6917.896099999998,2,FUSE0,8,FUSE1,8,FUSE2,7,1,1,2,2
6,106008,103219.4039,110819.1039,7599.699999999997,4811.103900000002,2,FUSE0,9,FUSE1,9,FUSE2,8,1,1,4,4
7,59418,49082.6039,53661.3039,4578.699999999997,-5756.696100000001,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1,2,2
8,99887,94929.0039,102554.8307,7625.82680000001,2667.830700000006,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
9,172144,154976.3212,162350.4307,7374.109499999991,-9793.569300000003,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,6,6
10,22314,12951.4,17216.7,4265.300000000001,-5097.299999999999,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1,1,1
11,41495,34237.0039,38650.1039,4413.0999999999985,-2844.896099999998,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
12,428791,407625.1447,414594.9073,6969.762600000016,-14196.09269999998,1,FUSE0,9,FUSE1,9,FUSE2,9,3,3,15,15
13,332129,305032.8039,312259.2307,7226.426800000016,-19869.769299999985,1,FUSE0,8,FUSE1,9,FUSE2,9,3,3,12,11
14,325362,300629.2039,307885.2307,7256.026799999992,-17476.769299999985,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,12,11
15,524436,496343.2293,502676.9073,6333.678000000014,-21759.09269999998,5,FUSE0,8,FUSE1,8,FUSE2,7,4,4,19,18
16,13067,6892.4,11115.5,4223.1,-1951.5,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1,1,1
17,436995,414135.3307,420986.9073,6851.576600000029,-16008.09269999998,1,FUSE0,10,FUSE1,10,FUSE2,9,4,3,16,15
18,548492,523116.1307,531132.1073,8015.976600000053,-17359.892699999968,1,FUSE0,9,FUSE1,9,FUSE2,10,4,4,20,19
19,445906,425396.1447,432276.9073,6880.762600000016,-13629.09269999998,2,FUSE0,10,FUSE1,10,FUSE2,10,4,4,16,16
20,535182,506629.7307,513079.7073,6449.9765999999945,-22102.29269999999,2,FUSE0,9,FUSE1,9,FUSE2,8,4,4,19,18
21,121563,116003.0039,123629.2307,7626.226800000004,2066.2307,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1,5,5
22,421531,393669.5307,398745.6307,5076.099999999977,-22785.36930000002,4,FUSE0,8,FUSE1,8,FUSE2,8,3,3,15,14
23,227912,188504.2039,195947.2307,7443.026799999992,-31964.769300000014,1,FUSE0,7,FUSE1,7,FUSE2,7,2,2,7,7
24,100084,96408.3212,105522.0307,9113.709499999997,5438.030700000003,4,FUSE0,8,FUSE1,8,FUSE2,9,1,1,4,4
25,443756,419891.3447,426346.4447,6455.099999999977,-17409.555300000007,3,FUSE0,6,FUSE1,7,FUSE2,7,4,3,16,15
26,246334,206222.1307,213885.622,7663.491299999994,-32448.377999999997,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,8,8
27,369964,332571.3137,339479.2307,6907.917000000016,-30484.769299999985,1,FUSE0,8,FUSE1,8,FUSE2,9,3,3,13,12
28,61592,52049.8039,56260.9039,4211.0999999999985,-5331.0961000000025,1,FUSE0,6,FUSE1,6,FUSE2,8,1,1,2,2
29,87556,83268.6039,91200.0307,7931.426800000001,3644.030700000003,3,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
30,272654,232871.0039,239908.8307,7037.826799999981,-32745.16930000001,1,FUSE0,8,FUSE1,8,FUSE2,8,2,2,9,9
31,394156,358695.7137,365158.4783,6462.764599999995,-28997.521699999983,2,FUSE0,9,FUSE1,9,FUSE2,8,3,3,14,13
32,70915,65037.4039,69347.7039,4310.299999999996,-1567.2961000000068,2,FUSE0,7,FUSE1,7,FUSE2,8,1,1,3,3
33,162944,139408.9307,147118.8307,7709.899999999994,-15825.169300000009,1,FUSE0,10,FUSE1,9,FUSE2,10,2,2,6,6
34,133079,120572.6039,127938.4307,7365.826799999995,-5140.569300000003,1,FUSE0,8,FUSE1,9,FUSE2,9,1,1,5,5
