station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28934.4,0.0,516587.8,22,0.05771,0.417,1828.0,4384,0.055667,0.056011,,
2,Station 1.1: Bottom cover,28908.0,0.0,516511.8,22,0.057763,0.4159,1821.6,4380,0.055616,0.055968,,
3,Station 2: Drill station,84500.0,45.6,516637.2,8,0.0112,0.7081,5753.4,8125,0.162569,0.163572,,
4,Station 2.1: Drill station,6645.6,72.2,515943.4,8,0.128326,1.5067,962.8,639,0.012785,0.012882,,
5,Station 3: Robot cell,519464.4,95.0,519559.4,10,7.572402,2408.1414,4240737.0,1761,0.999395,1.0,,
6,Station 3.1: Robot cell,519189.6,135.0,519324.6,9,7.328223,2324.9438,4094226.0,1761,0.998866,1.0,,
7,Station 3.2: Robot cell,518504.8,181.6,518686.4,8,5.639614,1820.741,3208145.6,1762,0.997548,1.0,,
8,Station 3.3: Robot cell,519052.0,185.4,519237.4,8,6.603527,2096.7661,3686114.8,1758,0.998601,1.0,,
9,Station 3.4: Robot cell,518304.0,232.0,518536.0,7,5.770632,1855.4849,3260087.0,1757,0.997162,1.0,,
10,Station 4: Inspection,16012.5,377.6,519600.5,0,0.0,0.0329,250.7,7625,0.030806,0.030839,,
11,Station 4.1: Inspection,2391.9,3270.4,518638.9,0,0.0,0.016,18.2,1139,0.004602,0.004641,,
12,Station 5: Top cover,409.4,81039.9,483377.3,0,0.0,0.0,0.0,89,0.000788,0.001018,,
13,Station 5.1: Top cover,39905.0,510.7,519736.1,1,0.001268,0.1483,1286.1,8675,0.076773,0.076855,,
14,Station 6: Packaging,40.0,154946.9,449517.7,0,0.0,0.0,0.0,10,7.7e-05,0.000136,,
15,Station 6.1: Packaging,35016.0,554.3,519779.1,0,0.0,0.0038,33.4,8754,0.067367,0.067439,,
