station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,516392.9,34,1.00319,118.4457,519858.0,4389,0.943612,0.952105,,
2,Station 1.1: Bottom cover,491660.4,0.0,516470.1,34,0.946445,111.6551,489942.6,4388,0.943612,0.951963,,
3,Station 2: Drill station,516609.6,151.2,516760.8,13,5.687265,1084.9238,3177741.8,2929,0.991496,1.0,,
4,Station 2.1: Drill station,516963.2,191.2,517182.0,13,8.357557,1577.8294,4624618.1,2931,0.992175,0.999947,,
5,Station 2.2: Drill station,515902.4,303.4,516746.7,13,4.904615,956.1306,2796682.1,2925,0.990139,0.998953,,
6,Station 3: Robot cell,520017.6,367.0,520443.2,11,4.695578,1528.4474,2696181.3,1764,0.998037,0.999887,,
7,Station 3.1: Robot cell,519425.6,447.0,519957.6,9,4.451025,1472.5212,2585747.2,1756,0.9969,0.999836,,
8,Station 3.2: Robot cell,518702.8,599.2,519353.6,8,4.129197,1368.857,2405081.8,1757,0.995513,0.999901,,
9,Station 3.3: Robot cell,518812.8,603.8,519668.4,8,3.751982,1247.0942,2202368.3,1766,0.995724,0.999515,,
10,Station 3.4: Robot cell,517971.6,800.6,518951.6,7,3.095103,1067.1334,1873886.2,1756,0.99411,0.999654,,
11,Station 4: Inspection,516146.4,649.6,520599.8,2,0.271611,87.5253,384761.2,4396,0.990607,0.992684,,
12,Station 4.1: Inspection,514500.0,966.4,519905.0,2,0.233683,82.5457,361715.4,4382,0.987447,0.991447,,
13,Station 5: Top cover,509367.2,1300.2,520249.6,0,0.0,8.2731,24165.6,2921,0.977596,0.981535,,
14,Station 5.1: Top cover,510940.4,1015.8,520567.6,0,0.0,8.6141,25230.6,2929,0.980615,0.983425,,
15,Station 5.2: Top cover,511639.6,878.2,520885.6,0,0.0,9.4249,27652.6,2934,0.981957,0.983908,,
16,Station 6: Packaging,507152.0,1448.8,520464.6,0,0.0,37.057,162272.6,4379,0.973344,0.977142,,
17,Station 6.1: Packaging,509472.0,1092.0,521040.6,1,0.002955,37.9262,166837.2,4399,0.977797,0.979851,,
