station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,516361.3,34,1.023929,120.8748,530398.5,4388,0.942962,0.952164,,
2,Station 1.1: Bottom cover,491660.4,0.0,516440.1,34,0.99476,117.2384,514559.2,4389,0.942962,0.952018,,
3,Station 2: Drill station,516609.6,151.2,516760.8,13,6.314442,1184.7045,3469999.4,2929,0.990813,1.0,,
4,Station 2.1: Drill station,517316.8,191.2,517535.6,13,9.17627,1718.0877,5039151.3,2933,0.992169,0.999947,,
5,Station 2.2: Drill station,515548.8,303.4,516599.1,13,5.018474,955.4756,2792855.1,2923,0.988778,0.998553,,
6,Station 3: Robot cell,520370.8,367.0,520802.4,12,5.282547,1717.1604,3020485.2,1759,0.998026,0.999876,,
7,Station 3.1: Robot cell,519688.4,447.0,520206.2,10,4.777399,1554.8472,2738085.9,1761,0.996718,0.999864,,
8,Station 3.2: Robot cell,518615.6,599.2,519258.0,7,3.267654,1115.1031,1958121.0,1756,0.99466,0.999917,,
9,Station 3.3: Robot cell,518346.4,603.8,519257.2,7,3.179037,1080.4657,1907022.0,1765,0.994144,0.999408,,
10,Station 3.4: Robot cell,517493.6,800.6,518633.6,5,2.169511,782.4708,1375583.7,1758,0.992508,0.999345,,
11,Station 4: Inspection,516499.2,649.6,520959.0,2,0.311889,92.3745,406355.6,4399,0.990601,0.992677,,
12,Station 4.1: Inspection,514147.2,966.4,519726.8,2,0.232245,80.5971,352934.6,4379,0.98609,0.991107,,
13,Station 5: Top cover,508842.8,1300.2,519799.6,0,0.0,9.4953,27707.4,2918,0.975917,0.981376,,
14,Station 5.1: Top cover,511115.2,1015.8,520706.4,0,0.0,10.7312,31442.4,2930,0.980275,0.983499,,
15,Station 5.2: Top cover,511989.2,878.2,521244.8,0,0.0,11.3088,33191.4,2935,0.981951,0.983901,,
16,Station 6: Packaging,507268.0,1448.8,520207.6,1,0.000228,36.6333,160453.8,4380,0.972896,0.977849,,
17,Station 6.1: Packaging,509356.0,1092.0,521399.8,1,0.005002,37.7784,166149.6,4398,0.976901,0.978951,,
