kpi_name,value
total_units_ordered,5
makespan_seconds,468.3
average_cycle_time_seconds,70.675
cycle_time_from_1_over_throughput_seconds,93.66
throughput_units_per_second,0.010677
throughput_units_per_hour,38.4369
average_flow_time_seconds,327.96
total_wait_time_seconds,672.7
utilization_overall_station_1_bottom_cover,0.070468
utilization_active_window_station_1_bottom_cover,1.0
max_queue_station_1_bottom_cover,2
average_queue_station_1_bottom_cover,0.076874
average_wait_station_1_bottom_cover_seconds,7.2
utilization_overall_station_2_drill_station,0.11104
utilization_active_window_station_2_drill_station,1.0
max_queue_station_2_drill_station,2
average_queue_station_2_drill_station,0.081145
average_wait_station_2_drill_station_seconds,7.6
utilization_overall_station_3_robot_cell,0.733718
utilization_active_window_station_3_robot_cell,1.0
max_queue_station_3_robot_cell,4
average_queue_station_3_robot_cell,1.278454
average_wait_station_3_robot_cell_seconds,119.74
utilization_overall_station_4_inspection,0.022422
utilization_active_window_station_4_inspection,0.036868
max_queue_station_4_inspection,1
average_queue_station_4_inspection,0.0
average_wait_station_4_inspection_seconds,0.0
utilization_overall_station_5_top_cover,0.049114
utilization_active_window_station_5_top_cover,0.080056
max_queue_station_5_top_cover,1
average_queue_station_5_top_cover,0.0
average_wait_station_5_top_cover_seconds,0.0
utilization_overall_station_6_packaging,0.042708
utilization_active_window_station_6_packaging,0.069759
max_queue_station_6_packaging,1
average_queue_station_6_packaging,0.0
average_wait_station_6_packaging_seconds,0.0
order_qty_fuse0,3
order_qty_fuse1,1
order_qty_fuse2,1
simulation_time_seconds,3600.0
